asn|aspp_average|moreSpecific_average|selective_average
9929|66.53||75.2
9930||29.27|62.61
9931||8.03|71.0
9934||33.33|
9983|37.78|54.58|99.14
9984|100.0||
9989|50.0|47.33|98.61
9997|100.0||
10003|100.0||
10004|100.0||
10006|73.21||59.55
10010|88.84|14.29|80.58
10013||33.33|96.5
10014|100.0||
10021|94.52|23.44|62.27
10023|100.0||
10024|92.86||51.39
10026|10.96|10.15|92.6
10029|36.84|15.89|84.28
10030||18.06|94.14
10032||34.79|56.13
10075||39.42|69.57
10077||50.0|
10080|69.05|50.0|50.0
10084|52.06|34.9|93.89
10089||50.0|87.5
10091||10.16|92.5
10098|63.75|35.32|100.0
10099||57.06|100.0
10100|46.59|26.96|100.0
10101|100.0||100.0
10102||37.09|68.6
10103|25.0|24.67|93.48
10105||25.0|100.0
10111|57.08|35.94|100.0
10118||10.28|66.43
10122|40.0|13.96|100.0
10139|47.22|21.76|
10143|55.08|20.62|89.43
10158|24.93|28.11|92.55
10201|100.0|41.66|62.85
10205|100.0||
10207|100.0||
10208||50.0|100.0
10212|85.56|49.02|100.0
10214|91.25|17.13|87.81
10217|100.0||
10226||5.88|30.08
10229||19.96|30.0
10233|50.0||50.0
10242||50.0|50.0
10269|100.0|6.67|7.0
10299|100.0||100.0
10307|||97.11
10310|87.95|13.5|100.0
10320|100.0||
10326|50.52|39.92|100.0
10343|100.0||
10349||43.99|59.17
10359|100.0||
10390|50.0||50.0
10392|||100.0
10397|||100.0
10429|29.51|12.28|83.84
10430|55.56||
10439|67.42|50.0|50.0
10442|||25.0
10444|33.33||33.0
10464|100.0||
10474|||50.0
10480|100.0||69.64
10490|||50.0
10497||50.0|50.0
10507|||100.0
10511||50.0|100.0
10515|98.86||
10564|||58.12
10566|100.0||
10578|34.02|14.61|85.64
10583||33.33|67.0
10587||64.61|38.62
10598|100.0||
10617|100.0||
10620||0.69|
10670||38.26|79.64
10674|100.0||
10697|50.0|50.0|60.0
10700|100.0|50.0|50.0
10715||33.33|
10733|100.0||
10745|||95.26
10753|3.74|4.32|99.6
10778||28.76|33.18
10780|89.9||100.0
10796||13.17|95.62
10801|75.36||72.88
10823||50.0|
10834||21.76|100.0
10835|100.0||59.12
10837|||99.25
10846|||50.0
10851|||100.0
10880|48.81||
10881||37.38|97.02
10886|24.93|49.52|93.08
10906|||50.0
10910|100.0||
10912|100.0||50.0
10913|100.0|21.73|40.29
10929||33.33|37.64
10938|100.0||
10954|40.0|41.25|75.89
10965||32.39|65.87
10973||12.59|43.9
10975|||94.12
11006||41.32|100.0
11014||46.95|51.92
11017||25.0|
11019|||98.41
11030|||48.98
11039|100.0||100.0
11042|84.0||94.25
11049||33.33|
11051|57.14|46.62|74.78
11054||15.03|100.0
11055||17.09|
11071|37.56|28.59|53.16
11090|100.0|35.29|67.0
11096||25.33|62.21
11097|21.18||86.3
11114|82.76||80.77
11115|67.9|33.33|100.0
11116||50.0|
11133|||99.94
11139||26.67|
11164|||58.19
11170|80.77||50.0
11172|47.99|8.44|86.05
11178||37.5|25.0
11179|||67.0
11215||18.4|63.33
11228|||50.0
11232|54.29|19.63|95.05
11238|100.0||
11240|15.16|13.73|84.85
11242||33.48|67.0
11250|100.0||
11251|10.81||100.0
11260|17.11||69.23
11271|100.0|50.0|
11272||29.16|73.0
11282|||33.0
11284|33.33|33.33|79.86
11290|||100.0
11297|100.0|50.0|50.0
11315||19.64|
11320||24.99|88.24
11328|100.0||
11338|47.28|37.03|99.89
11340|69.13||32.11
11351||4.01|
11352|50.0|50.0|50.0
11358||33.33|100.0
11374|||100.0
11383|||72.82
11396|50.0|50.0|51.02
11399|||26.14
11403|47.61|18.04|85.43
11404|||45.84
11414|87.39||100.0
11419|43.81|33.5|43.2
11426||22.68|
11427||18.91|89.8
11430|100.0||
11432|36.28|24.68|99.32
11448|46.66|22.51|70.86
11472|100.0|46.67|60.0
11478|||53.33
11483|33.33||100.0
11486||5.33|
11488|100.0||
11492|77.84|36.23|66.67
11495|||70.0
11506||11.11|
11509|||50.0
11511|100.0||
11537|43.9|21.94|94.72
11540|100.0||
11546|100.0||
11556||43.02|83.08
11588|||71.0
11597||16.67|88.67
11644|50.0||50.0
11647|86.14||58.06
11650|100.0||
11661|||50.0
11664|42.66|6.42|40.62
11686||23.11|81.0
11691||34.37|35.39
11696|92.59|8.21|83.58
11706|30.33|33.33|93.36
11714|||50.0
11721|||100.0
11722|||75.0
11724|||100.0
11734|100.0|16.13|94.0
11738||50.0|
11752||50.0|50.0
11767|100.0||
11775|||50.0
11776|31.48|17.49|61.6
11795|||70.11
11796||22.99|90.26
11798||39.73|80.0
11802|||73.91
11814|100.0||
11815|96.47|14.29|62.5
11826|||100.0
11830|80.92|7.17|10.28
11831|||100.0
11835||38.15|62.3
11840|||14.58
11844|5.88|25.62|92.22
11845||28.39|40.54
11847|||50.0
11853|100.0||
11854|100.0||
11855|100.0|34.55|
11870||24.89|100.0
11878|52.07||98.02
11888||46.68|55.31
11889|100.0||
11904|100.0|28.04|
11911||33.33|33.0
11913||50.0|50.0
11915|28.52|24.39|26.77
11917|20.0|25.44|
11930|||100.0
11944|||100.0
11960|100.0||50.0
11963|||50.0
11979|72.76||28.79
11985|31.82|38.38|98.45
11992||49.81|50.27
11993||36.79|60.12
12008|8.24||100.0
12025|34.15|11.57|100.0
12035||50.0|
12041|95.52||100.0
12046|100.0||
12066|50.0||
12076|||100.0
12079|24.24|14.73|62.19
12083||50.0|50.0
12085|94.44|20.76|84.95
12110|48.09|48.09|100.0
12129||33.33|74.47
12130||14.29|86.0
12131||33.33|57.14
12136|33.33|33.62|91.85
12143||50.0|
12148||50.0|78.43
12150|100.0||
12161||50.0|100.0
12178|100.0||
12179|99.01|45.83|55.02
12180|95.83||37.0
12181|100.0||
12182|100.0|30.39|85.05
12183||50.0|50.0
12186||39.88|100.0
12188||50.0|50.0
12189|4.91|21.67|100.0
12196|||67.88
12208|100.0|11.53|5.0
12213|||77.47
12220|||48.0
12222|97.16||100.0
12243|33.33|33.33|85.5
12252|0.94|4.37|94.09
12257|||40.7
12259|65.28||
12260||47.06|50.0
12266|||33.0
12271||14.29|
12276|100.0||
12287|||53.12
12297||37.5|62.5
12301|97.22||72.98
12302|100.0|20.0|60.0
12303|67.78|26.8|65.99
12306|78.45|18.43|95.76
12307||25.0|95.83
12310|50.0||75.0
12312|||68.12
12315|100.0||
12316|100.0||
12322|56.34|23.11|86.99
12329|100.0||69.3
12334|||99.14
12337|32.31|12.23|96.03
12338|44.86|8.39|71.58
12344|100.0||
12350|||55.74
12353||50.0|50.0
12355|17.96|16.98|99.19
12360|100.0|20.0|55.79
12365||50.0|
12372|||27.67
12374|73.48|50.0|100.0
12381|||99.31
12389|9.26|11.69|93.28
12390|95.0||50.0
12392|86.76|7.17|70.54
12399|100.0||
12400|55.0|26.3|94.11
12414|63.78|30.15|81.36
12418|||69.74
12422|45.0|43.49|100.0
12430|75.0||38.15
12431|||50.0
12437|100.0||
12440||20.13|80.27
12455|100.0|25.0|75.0
12460|100.0||
12469|100.0||
12477|100.0||
12479|66.45|6.47|95.54
12488|||100.0
12491|40.64|27.69|93.35
12496|99.06|0.88|81.21
12502|||36.27
12508|100.0||
12509|100.0||
12510|100.0||
12511|||27.7
12517||50.0|
12541||23.75|26.85
12552||4.76|87.11
12555|||100.0
12557||25.0|
12561|100.0||
12564|100.0|50.0|
12566|100.0||
12570|96.32|50.0|53.42
12571||35.41|65.02
12573|||78.0
12576|||93.33
12577|100.0||
12578|100.0|54.17|100.0
12579|100.0||
12581|99.0|35.2|53.31
12586|91.04|12.27|64.13
12593|100.0||
12594|||50.0
12597|25.3|20.37|98.05
12605|100.0||
12608||4.55|100.0
12611|100.0||
12617||26.11|91.18
12620|100.0||
12625||20.0|100.0
12635||50.0|
12637|100.0|16.58|87.78
12638|100.0||
12643|100.0||
12654|6.43||100.0
12657|81.13|44.61|79.81
12658|100.0||
12663|100.0||
12668|74.07|50.0|78.26
12676|43.64||85.63
12678||12.5|100.0
12684|||75.35
12693|72.22||63.24
12695||12.31|85.66
12703|||82.87
12709|47.14|33.33|84.65
12713|||97.25
12714|100.0||81.25
12715||1.04|61.76
12722|||73.05
12727|52.63||54.35
12731|65.0||82.41
12732|34.28|30.03|100.0
12735|88.05|15.31|75.15
12739|100.0||
12741|100.0|28.81|96.75
12748|100.0||100.0
12750|100.0||
12754||33.33|67.0
12757||50.0|50.0
12759|100.0||
12767||39.81|31.08
12768||17.41|
12775|100.0|33.33|92.64
12776|100.0||
12778|||33.0
12779|99.03|55.56|76.16
12782|100.0||
12807|61.27||50.0
12812||50.0|100.0
12816||50.0|
12817|100.0||
12822||33.33|100.0
12824||56.19|76.64
12831||25.0|100.0
12843|7.47|2.86|63.94
12847|100.0||
12849|73.75|56.06|56.6
12853|100.0||
12857||52.53|100.0
12859||7.03|94.21
12874|40.74|12.5|86.28
12876|77.27|25.91|99.09
12880||50.0|
12886|100.0||57.81
12888||50.0|
12897|||78.6
12902|100.0||
12905|100.0||
12912|||74.14
12915|100.0||
12924||50.0|100.0
12926|97.37|50.0|67.39
12941|33.33||89.64
12942|59.79|41.77|67.0
12945|100.0||
12946||20.0|20.0
12956|63.0||99.59
12963|100.0||
12969|||75.0
12975|100.0|16.65|20.29
12978||10.0|100.0
12989|32.54|11.36|100.0
12991|||50.0
12993|100.0|50.0|50.0
12996|32.73|15.92|99.66
13000|47.85|49.4|55.59
13002|51.33|21.36|85.18
13004|100.0||
13005||50.0|69.44
13009|||93.94
13012|100.0||
13030|24.05|8.03|95.23
13037|93.98||74.6
13041|||61.44
13045|83.33||96.4
13046|100.0|50.0|33.0
13054|100.0||55.56
13058|11.11|11.11|42.96
13092|100.0||
13094|||70.75
13101|93.45||82.12
13113|100.0||75.0
13124|15.34|16.59|88.24
13127||26.67|85.33
13132|100.0||
13138||28.79|90.29
13156|89.12|21.11|78.92
13169|100.0||
13172|87.28|33.33|41.5
13178|100.0||
13179|||100.0
13182|90.91|25.0|75.0
13184|||66.75
13188|18.61|1.84|99.41
13189|93.63|25.0|79.04
13193||15.18|56.41
13194|53.16|9.83|98.87
13195|100.0||55.0
13213|10.63|11.31|97.03
13215|100.0||
13226|100.0||
13237||33.98|88.76
13238|45.8|10.57|60.23
13247||31.3|45.06
13272|100.0|50.0|
13273|100.0||
13282|||50.0
13285|100.0||55.87
13287|||53.51
13289|100.0||
13301||23.44|
13307|100.0||50.0
13319|100.0|25.6|75.95
13329||42.4|57.62
13331|14.88||100.0
13332||33.33|67.0
13335|11.15|1.94|100.0
13347||14.98|91.2
13351||12.13|7.0
13354|100.0||47.3
13357|100.0||
13359|||50.0
13367|||98.28
13370|100.0||75.0
13414|100.0|50.0|76.37
13415||32.29|96.31
13427|100.0||
13443|7.86|6.42|100.0
13445|56.69|21.4|96.67
13448|46.78|20.65|92.94
13462|||50.0
13476|100.0||
13487|100.0|33.33|
13489|21.31|4.98|83.18
13490|||50.0
13506|100.0|20.0|42.11
13535|100.0||
13536|34.32|11.91|69.36
13543|100.0||
13559||50.0|
13576|100.0|17.28|63.84
13579||36.48|75.1
13586||40.0|60.0
13591||5.97|74.0
13602|||50.59
13607|||100.0
13614||50.0|50.0
13618|100.0||100.0
13620||50.0|100.0
13626||42.86|60.73
13627||20.0|
13644||50.0|
13646|||100.0
13647|81.33|26.85|83.68
13649|17.88|30.79|84.49
13652|||83.33
13657||15.9|78.79
13658|||100.0
13679|99.25||79.17
13684|25.0|29.98|100.0
13706||50.0|
13722||50.0|50.0
13727|100.0||
13730|100.0||
13731|100.0||
13737|79.55|18.38|96.32
13739|||49.3
13746|62.5|33.33|53.6
13750|||77.91
13760|||66.96
13765|100.0||
13767||11.42|83.02
13768|45.54|3.7|100.0
13776|100.0||
13780||20.41|40.0
13781|88.89|23.35|81.62
13786|6.67|10.32|97.56
13789|100.0|50.0|57.64
13790|100.0||
13791|100.0||
13807|57.14|16.32|83.71
13813|100.0||100.0
13830|97.1|50.0|51.55
13849|97.62|14.29|81.85
13855|72.34||51.35
13868|100.0||
13876|||93.52
13878||50.0|100.0
13893|65.18||98.84
13895|100.0||50.0
13916|93.14||42.92
13925||33.33|61.36
13926|100.0||
13941|||71.5
13951||23.95|46.06
13959|100.0||50.0
13977|74.43|33.81|12.0
13984||21.67|85.62
13995|100.0||
13996|||64.57
13999|7.28|10.77|97.81
14007|||50.0
14014||37.0|67.69
14026|4.17||99.62
14031|100.0||
14037|99.55|26.13|90.08
14041|77.83|43.55|83.33
14043|41.72|31.63|100.0
14051|||50.0
14061|43.23||100.0
14074|100.0||
14076||42.71|91.39
14080|56.86|2.35|83.99
14085|||64.04
14086|100.0||
14116|100.0|33.33|
14117||27.13|
14135|100.0||
14145|100.0||
14148|38.35|16.8|100.0
14153|25.69||98.91
14155|100.0||
14157||33.33|67.0
14178|||100.0
14187|100.0||67.19
14200|100.0||
14203|33.87||91.41
14209|100.0||
14210|4.37||98.08
14230||19.74|93.97
14232||14.43|37.8
14244||12.5|68.04
14259||2.02|55.95
14265||14.27|93.83
14282|28.52|40.8|96.33
14299|100.0||
14315|89.17||32.6
14325|100.0||50.0
14333|33.33|34.34|89.54
14340|89.64|27.19|96.35
14361|57.2||74.14
14363|48.75|19.29|81.5
14381|25.0|27.59|100.0
14382|100.0||
14413||15.38|85.74
14420||1.24|95.0
14427|||51.28
14432|100.0||
14442|100.0||
14445|||100.0
14453||18.34|75.6
14454|20.0|34.58|70.98
14457||41.75|14.0
14477|100.0||
14478|||100.0
14490|||100.0
14492|82.71|35.24|83.4
14513|100.0||
14522||11.9|100.0
14525||26.13|66.23
14536||50.0|
14537||43.96|89.29
14544||33.33|
14558|||90.0
14570|100.0||55.88
14576||14.53|100.0
14585||50.0|50.0
14586|100.0||
14589|100.0|33.33|47.79
14593|80.12|6.12|100.0
14600|||100.0
14602||50.0|65.91
14607|100.0||
14615|100.0||
14618||7.74|
14627|||78.69
14630||23.39|94.12
14636||33.33|
14638||17.45|
14650|36.66|33.66|64.84
14694|57.14||100.0
14713|71.43||74.04
14717|||100.0
14742|100.0|35.65|100.0
14743|100.0|29.92|41.38
14744|100.0|23.39|45.94
14745|100.0|49.81|50.0
14746||50.0|94.32
14749|||100.0
14754|50.07|16.37|99.4
14756||23.33|
14770||33.33|99.25
14773|69.64|22.46|60.0
14778|14.59||100.0
14793||28.66|53.97
14803||42.9|
14805||40.97|
14821|||100.0
14840|23.45|11.63|92.22
14844|100.0||
14860|||59.0
14866||51.85|85.22
14868|52.29|31.03|90.79
14870|40.12|20.57|98.0
14877|59.78|14.55|73.31
14907||29.89|93.17
14928|100.0||
14935|||60.74
14977|100.0||
14978|33.33||85.86
14979||33.33|70.2
14987||33.33|50.0
14988||25.0|75.0
14995|66.67||100.0
15003|||100.0
15008|||100.0
15009|100.0||50.0
15020||25.9|100.0
15022|45.45|41.81|68.89
15083|||59.32
15084|||100.0
15085|84.14|8.04|7.83
15088|50.0|50.0|50.0
15092|||92.53
15095||29.33|76.0
15100|50.0||93.33
15101||33.33|100.0
15102|||25.0
15128|26.84|19.78|100.0
15130|44.29|22.24|80.5
15133|7.92|0.52|100.0
15135|34.19||97.21
15146||6.14|12.0
15147|20.0|17.04|37.14
15162|100.0||
15164|18.44|10.89|96.08
15169|10.17|8.19|99.47
15176|100.0||
15211||24.51|64.38
15216||33.33|
15224|31.8||90.96
15231|100.0||
15248|55.42|13.46|100.0
15267||33.33|
15290||18.37|67.38
15294||47.3|20.0
15296|50.88||50.0
15297|||100.0
15301|||50.0
15305||27.08|96.61
15317|96.34||50.0
15321|100.0||
15348|100.0||
15353|58.22|9.09|96.75
15368|65.28||80.48
15372|100.0||
15377|100.0||33.0
15391|100.0|29.05|65.36
15395||7.42|92.5
15399|82.69|33.22|85.61
15401|96.15|50.0|81.25
15404|14.75||100.0
15415|100.0||33.0
15419||50.0|50.0
15421|100.0||
15426|||78.68
15435|100.0|50.0|64.27
15436||19.35|100.0
15440|92.59|26.91|96.37
15447|100.0||
15450|100.0||
15451|100.0||
15457||50.0|
15465|||96.12
15490|100.0||
15493|82.98|54.17|49.19
15497|100.0||
15498|100.0|25.0|77.78
15499|100.0||
15510||21.64|78.29
15516|100.0|25.0|61.46
15517|100.0||
15519||33.33|
15525|82.56||
15533|53.85||74.77
15540||33.33|87.59
15542||11.31|68.35
15544|100.0||36.78
15547|100.0|50.0|50.0
15550|100.0||
15557|84.04|4.68|68.94
15562|50.0||88.19
15570|100.0||
15576|61.71|8.73|78.55
15589||33.33|71.55
15594||16.67|72.17
15598|46.22||90.9
15599|100.0||
15600|5.68|5.36|77.49
15605|100.0||87.5
15614||50.0|50.0
15622||50.0|
15623|100.0||75.55
15626||11.11|69.47
15632|||100.0
15640|100.0||
15655|100.0||
15659|100.0||60.19
15669|100.0||
15685|50.0||58.97
15692|100.0|20.0|40.0
15693|100.0||
15694||26.34|61.55
15695|5.63|5.84|100.0
15696||14.29|
15698|100.0||
15699|||44.83
15701|||88.89
15702|||59.62
15703|100.0||76.63
15704|4.6|5.84|92.81
15706||50.0|60.0
15716|100.0||
15723|100.0||
15725|100.0|43.33|55.67
15726|100.0|50.0|100.0
15734||27.51|80.58
15735||33.33|67.0
15739||47.49|
15743|||57.15
15744||50.0|50.0
15756|||50.0
15763|100.0|43.45|97.73
15765|100.0||
15766|||53.57
15769||57.58|100.0
15772||50.0|88.46
15774|15.38|7.69|96.74
15776|100.0||
15796|100.0||
15800|60.29||98.68
15802||12.28|97.8
15806|100.0||
15808|100.0||
15814||20.0|100.0
15815|100.0||
15817|100.0||
15826|100.0||
15830|1.1|3.07|100.0
15835|100.0||57.81
15836|95.45|50.0|100.0
15866|100.0||
15870|100.0||
15874|100.0||
15879|99.71|11.11|79.61
15894|||66.86
15895||33.33|70.2
15897||4.14|
15922||14.29|
15924|78.07|4.55|75.71
15925|100.0|50.0|50.0
15930|100.0||
15932|50.0|50.0|50.0
15935|100.0|15.33|91.88
15943|96.81|19.49|61.05
15945|91.3|42.86|64.9
15954|||91.7
15958||33.33|
15960|100.0|33.33|62.52
15964|44.31|10.04|90.72
15967|92.4|36.73|100.0
15969|100.0||
15975||50.0|
15987|45.67|25.91|46.46
15994|||53.33
16001|100.0||
16004|100.0||
16010|100.0|0.62|
16014|41.66|33.33|
16019|42.86|16.03|67.02
16024|100.0||100.0
16028|25.87||
16074|78.89||61.76
16082|94.44||82.84
16086|100.0|24.35|35.8
16089|||78.57
16095|100.0||
16097|||63.03
16108|100.0||
16116|16.55|6.66|32.0
16117|100.0||
16125||50.0|50.0
16128|100.0||
16143|100.0||
16150|100.0|3.22|52.94
16154|84.42|50.0|52.94
16164|100.0||
16175|90.68||52.94
16181|||78.57
16186||16.67|66.52
16188|100.0||
16189|||50.0
16190|||100.0
16202|50.24|16.31|40.12
16205|100.0||
16210||50.0|
16218||50.0|100.0
16236|100.0||100.0
16243|95.3|23.81|74.17
16244||50.0|100.0
16245||20.0|52.26
16246|100.0||57.62
16247|22.54|25.43|96.46
16260|100.0||
16262|100.0||
16265|9.09|8.33|98.86
16273|100.0||
16276|45.81|16.38|97.79
16284||25.0|75.0
16285|10.0|21.98|100.0
16298|100.0||
16300|100.0||
16302|100.0||57.71
16331|100.0||
16342|100.0||
16345||16.17|91.39
16347|78.99|13.54|84.97
16350|100.0||
16353|100.0|33.33|48.46
16354|100.0||
16365||50.0|
16371|100.0||
16375|100.0||
16376|||50.0
16378||33.33|100.0
16391|100.0||
16397|50.01|19.04|79.99
16406|||98.23
16409|||50.0
16411|100.0||
16413|100.0||
16417|||100.0
16422|||100.0
16423|100.0||
16430|100.0||
16436|||50.0
16462||41.43|
16467||50.0|
16478||26.01|74.83
16504|64.7|23.41|97.17
16509|52.4|2.74|100.0
16524||7.23|94.66
16531|54.04|26.59|98.57
16532|57.14||50.0
16539|77.27||100.0
16542||33.33|67.0
16550|||100.0
16552|10.79|7.06|100.0
16553|100.0||
16578|||100.0
16584|91.67|18.21|92.5
16591|100.0|50.0|51.82
16592|100.0||
16596|100.0||
16604||34.44|42.57
16622||50.0|
16625|||100.0
16626|||62.5
16628|||100.0
16629||12.12|
16637||24.57|81.22
16653|||100.0
16657|71.33|20.43|86.87
16668|100.0||
16685||50.0|84.62
16686|16.67||100.0
16692|52.63||50.0
16695|100.0||
16696|67.79|22.5|59.9
16698||33.69|
16700|||59.76
16701|100.0||
16702|100.0||100.0
16711|66.67||100.0
16713||27.43|94.1
16724|81.97|36.56|43.9
16734|||95.16
16735|19.56|10.51|95.59
16737|||100.0
16740||34.61|99.1
16787|49.22|13.93|62.43
16796|100.0||
16807|20.0||100.0
16814|96.15|4.65|41.95
16816|100.0||80.83
16827|||53.4
16832|100.0||
16838|||100.0
16839|14.31||100.0
16843|100.0||
16851|96.25||50.0
16858|||50.0
16863||45.9|61.54
16876|||49.26
16880|||100.0
16881|100.0||
16904||20.0|62.08
16906|||50.0
16920|25.38|50.24|100.0
16921||27.11|100.0
16925|63.55|49.51|52.95
16957|100.0||
16960|35.67|10.61|
16970|63.04||50.0
16973|50.0|50.0|100.0
17001|100.0||
17012|100.0||
17015|||50.0
17017|100.0||68.92
17019||50.0|50.0
17024|100.0|50.0|100.0
17025|29.59||
17035|100.0||100.0
17045||44.93|
17048|67.88|21.48|60.15
17054||10.03|88.78
17069|100.0||
17072|89.46|34.58|92.19
17098|||33.0
17103|48.08|48.75|81.43
17113|||62.76
17138|67.1|27.54|49.35
17139||24.53|37.58
17147||50.0|50.0
17151|||50.0
17160|100.0||100.0
17184|13.02|6.09|77.04
17185|||50.0
17210|26.97|26.14|78.19
17216|||53.22
17222||25.6|95.34
17223|||25.0
17231|||100.0
17234|||50.0
17306||25.0|88.14
17324|49.81|41.73|83.83
17336||50.0|
17378|13.68|14.7|90.39
17390|14.29|18.48|100.0
17394|48.1||100.0
17408|42.22|6.87|74.49
17412|100.0||
17415|87.5||83.75
17416|100.0||
17420|100.0||
17421|11.76|5.84|
17426|14.75||99.47
17428||39.45|87.12
17434|||68.75
17436||33.33|55.42
17439|29.89|14.36|93.26
17443|50.0||91.67
17444|100.0||
17447|22.68|14.96|76.55
17451|92.28|1.38|92.22
17457|82.37|40.35|78.13
17465||14.47|98.92
17471|38.46|8.06|89.94
17473||50.0|100.0
17477|9.8|19.98|81.07
17479|100.0||
17483|||98.37
17488|43.66|2.09|96.71
17492|100.0||
17494||50.0|53.85
17498|100.0||
17501|41.54|8.52|58.33
17509||50.0|100.0
17511|100.0||71.71
17516||33.33|44.12
17530|100.0||
17534|100.0||50.0
17537|100.0||
17538|||33.0
17547|100.0|18.44|66.7
17551|100.0||
17552|22.7|10.82|
17553|100.0||
17557||33.33|99.3
17559||24.05|52.04
17563|77.19||100.0
17564||31.94|44.39
17621||3.16|
17622||1.06|
17623|7.41|0.87|100.0
17625|||92.93
17633||33.33|
17635|100.0||
17638||12.99|100.0
17639|16.67|29.63|85.73
17645||50.0|50.0
17649|100.0||
17660|59.19|50.0|82.19
17665|||91.14
17666||50.0|
17670||67.29|19.33
17671|||100.0
17673|100.0||
17675|100.0|43.59|57.06
17676|||51.79
17682|100.0|25.0|47.44
17683|100.0||
17701|100.0||
17705|100.0||
17707||30.06|100.0
17709|43.23|50.12|48.28
17726|100.0||
17727||29.47|48.43
17732||33.33|
17734||50.0|
17746||33.33|
17747||14.66|82.26
17754||22.13|100.0
17762|43.06|10.02|24.75
17766|12.99|41.33|79.13
17771|92.96|7.11|91.55
17775||50.0|50.0
17803|33.33|45.35|
17806|54.58|26.09|92.73
17809||6.25|64.67
17813|50.0|33.33|70.83
17816||1.64|100.0
17819|25.8|17.27|99.69
17820|||100.0
17830|||100.0
17831|76.0||50.0
17832|89.83|2.63|21.13
17853|0.54|4.79|5.27
17884|48.15|48.81|53.64
17886||50.0|
17887||27.68|25.0
17916|100.0||52.94
17917|||99.15
17918||50.0|
17920|100.0|16.67|45.06
17924|100.0|50.0|50.0
17929|70.52|20.0|80.0
17931|100.0||
17932|100.0||
17934||50.0|100.0
17937|100.0||
17939|100.0||
17940|100.0||
17941|100.0|44.89|50.0
17944|100.0||
17948|100.0||
17953|100.0|40.29|83.51
17955|100.0||
17958|100.0||
17968||5.88|
17970||23.75|
17971||28.51|
17987|73.08||94.5
17990|||60.79
17996||25.0|63.46
18000|100.0||
18001|69.05|9.98|93.53
18002|||98.92
18004|100.0||13.58
18013|100.0||
18015|100.0||
18019|||100.0
18020|100.0||100.0
18041|69.75|6.39|39.5
18051||50.0|
18059||49.09|54.27
18068|100.0||50.0
18074|100.0||
18075|100.0||
18081|100.0||
18101||6.3|97.0
18103||33.33|67.0
18106||7.78|65.71
18119|100.0||
18126|51.14||60.94
18131|||100.0
18149|100.0||50.0
18182||50.0|50.0
18183||50.0|
18196||15.95|92.38
18200|87.5|27.66|49.0
18203|||100.0
18206|39.33|43.33|52.94
18207||10.25|70.93
18209|55.89||84.18
18210|21.43||79.36
18225|54.8||59.16
18229||7.14|97.84
18230|57.69||79.17
18231||50.0|100.0
18241|||80.0
18245||52.38|
18250|20.38|27.0|99.86
18254||8.95|79.58
18257||50.0|100.0
18259|27.28|14.63|100.0
18267|100.0||
18278|100.0||
18291||25.38|100.0
18351|||50.0
18353|100.0||76.59
18356|||100.0
18366|||53.75
18368|100.0||
18371|11.43|25.56|99.87
18390|19.91|15.46|100.0
18400|66.67|25.0|34.1
18402|||100.0
18403|88.85|6.15|99.51
18404|100.0||
18409||28.35|85.26
18422||33.77|74.71
18428|100.0|5.88|9.0
18439||24.44|100.0
18440||20.0|25.33
18450|21.55|24.48|94.84
18451|||50.0
18464|||100.0
18470|||50.0
18472|100.0||
18501|100.0||53.0
18526|||100.0
18530|79.39|28.51|80.59
18531|100.0||51.48
18535||50.0|
18541|100.0||
18561|100.0||
18563|100.0||
18565||50.0|50.0
18570|100.0|50.0|50.0
18592|||66.01
18601|100.0||
18604|100.0||
18618|100.0||
18638||34.21|92.52
18639||25.0|100.0
18666|65.57||25.0
18672|50.0||70.21
18678|60.0|17.62|69.0
18680|45.61||100.0
18696|100.0||
18701||50.0|
18703|87.66|15.98|47.7
18705|39.07|34.15|92.91
18712|||50.0
18717|98.89||98.85
18734||11.07|43.35
18747|31.37|15.15|95.77
18749|100.0||
18779|51.85|6.99|93.29
18792|38.89||95.57
18809|73.01|22.5|91.17
18828||50.0|
18840||33.33|67.0
18841||44.7|90.43
18845|100.0||
18859||14.8|95.4
18865|50.0||100.0
18881|53.3|11.18|77.34
18883|||69.87
18888|37.24|16.14|100.0
18897|89.41|20.0|55.0
18907||33.33|33.0
18915||37.0|100.0
18931||35.18|
18935|100.0||
18943|100.0|25.21|74.81
18973|25.64|32.51|67.93
18978|27.34|11.23|90.31
18981|||100.0
18982||50.0|50.0
18995|100.0||
19001|70.37||88.83
19009|100.0|19.51|78.43
19016|100.0|46.3|80.56
19019||30.24|58.0
19021|100.0||
19024|100.0|25.0|57.91
19032||50.0|
19037|26.53|22.65|50.37
19054|||71.78
19071|||50.0
19073|100.0|50.0|
19092||32.41|57.5
19108|8.38|21.11|68.49
19112|100.0||
19114|51.96|34.48|
19115|5.26||100.0
19117|100.0||
19127||35.41|
19133|||100.0
19148|||67.0
19149|100.0||
19151|||53.85
19165|20.92||100.0
19169|100.0||
19171||26.78|78.0
19180|99.6||100.0
19186|||96.39
19210|60.79||100.0
19212||50.0|
19218|25.0|12.86|75.0
19229|||60.0
19231|100.0||
19255|100.0|41.66|67.0
19256||20.0|96.88
19271||5.91|10.88
19281|100.0||
19310||33.33|
19318|52.21|12.16|67.68
19323|||50.0
19324|15.88||98.03
19332|63.92|8.34|57.09
19355||50.0|50.0
19367|100.0||
19381||50.0|50.0
19382|||66.41
19384|100.0||
19406|||51.0
19419||12.54|84.63
