region|date|from1to24|from25to49|from50to74|from75to100
apnic|20150515|6|6|14|108
apnic|20150615|7|7|15|110
apnic|20150715|8|9|15|114
apnic|20150815|9|5|16|121
apnic|20150915|9|5|16|121
apnic|20151015|7|5|18|115
apnic|20151115|8|7|17|114
apnic|20151215|10|6|20|114
apnic|20160115|11|8|16|114
apnic|20160215|11|8|20|118
apnic|20160315|11|8|20|118
apnic|20160415|12|8|21|111
apnic|20160515|14|7|22|107
apnic|20160615|14|7|20|117
apnic|20160715|15|6|23|125
apnic|20160815|15|6|23|127
apnic|20160915|15|8|24|124
apnic|20161015|16|9|25|135
apnic|20161115|16|9|25|135
apnic|20161215|17|8|30|142
apnic|20170115|18|10|26|145
apnic|20170215|18|10|24|149
apnic|20170315|17|13|26|151
apnic|20170415|17|13|27|147
apnic|20170515|17|13|27|147
apnic|20170615|20|11|27|152
apnic|20170715|18|15|28|155
apnic|20170815|18|15|28|155
apnic|20170915|18|19|31|146
apnic|20171015|18|19|31|146
apnic|20171115|20|17|27|158
apnic|20171215|21|19|28|151
apnic|20180115|27|20|23|147
apnic|20180215|28|16|31|153
apnic|20180315|26|19|40|177
apnic|20180415|25|21|32|156
apnic|20180515|23|21|32|161
apnic|20180615|24|20|31|169
apnic|20180715|29|22|30|176
apnic|20180815|24|28|26|181
apnic|20180915|24|28|26|181
apnic|20181015|25|26|30|181
apnic|20181115|32|26|31|181
apnic|20181215|31|29|31|182
apnic|20190115|33|29|32|188
apnic|20190215|35|31|37|196
apnic|20190315|35|31|37|196
apnic|20190415|32|25|40|207
apnic|20190515|32|26|38|214
apnic|20190615|27|29|36|219
apnic|20190715|31|33|41|210
apnic|20190815|31|33|41|210
apnic|20190915|33|34|38|216
apnic|20191015|33|34|38|216
apnic|20191115|39|36|37|222
apnic|20191215|36|35|33|240
apnic|20200115|38|30|39|245
apnic|20200215|42|32|42|237
apnic|20200315|38|35|35|233
apnic|20200415|40|36|36|255
apnic|20200515|42|38|36|258
apnic|20200615|45|31|40|268
apnic|20200715|45|34|35|270
apnic|20200815|43|43|35|272
apnic|20200915|47|49|43|281
apnic|20201015|46|45|49|270
apnic|20201115|40|43|50|266
apnic|20201215|47|46|48|282
apnic|20210115|46|46|49|286
apnic|20210215|43|35|55|273
apnic|20210315|43|46|52|293
apnic|20210415|45|39|54|294
apnic|20210515|51|38|58|293
apnic|20210615|56|46|64|308
apnic|20210715|53|48|58|303
apnic|20210815|53|47|61|324
apnic|20210915|51|50|59|315
apnic|20211015|53|51|60|326
apnic|20211115|58|51|55|321
apnic|20211215|59|50|63|325
apnic|20220115|66|58|60|342
apnic|20220215|59|54|50|337
apnic|20220315|65|56|62|348
apnic|20220415|61|55|61|353
apnic|20220515|57|58|60|354
apnic|20220615|61|60|63|364
apnic|20220715|64|66|58|374
apnic|20220815|66|67|64|390
apnic|20220915|68|67|64|403
apnic|20221015|63|68|73|407
apnic|20221115|58|65|80|409
apnic|20221215|61|65|81|433
apnic|20230115|61|66|78|446
apnic|20230215|63|68|75|446
apnic|20230315|65|69|83|437
apnic|20230415|64|64|83|462
apnic|20230515|60|72|75|465
apnic|20230615|67|69|77|485
apnic|20230715|72|65|82|498
apnic|20230815|71|72|79|506
apnic|20230915|75|77|85|518
apnic|20231015|73|74|83|520
apnic|20231115|72|67|90|526
apnic|20231215|78|62|89|539
apnic|20240115|77|67|94|540
apnic|20240215|77|71|87|539
apnic|20240315|82|74|91|558
apnic|20240415|80|81|88|574
apnic|20240515|82|84|90|587
apnic|20240615|76|82|92|605
arin|20140615|17|14|25|145
arin|20140715|17|17|24|154
arin|20140815|17|16|24|157
arin|20140915|17|15|29|149
arin|20141015|15|19|24|151
arin|20141115|14|19|26|147
arin|20141215|16|17|29|154
arin|20150115|15|18|28|161
arin|20150215|16|18|30|161
arin|20150315|16|18|30|161
arin|20150415|16|19|29|168
arin|20150515|19|20|30|165
arin|20150615|21|21|34|163
arin|20150715|21|20|29|170
arin|20150815|19|19|28|174
arin|20150915|23|20|28|182
arin|20151015|22|26|28|192
arin|20151115|22|22|34|196
arin|20151215|23|18|32|210
arin|20160115|26|16|33|215
arin|20160215|26|16|33|215
arin|20160315|29|22|36|216
arin|20160415|24|24|35|213
arin|20160515|28|24|38|213
arin|20160615|33|23|36|209
arin|20160715|26|30|35|212
arin|20160815|21|26|35|213
arin|20160915|21|23|38|219
arin|20161015|21|28|38|211
arin|20161115|25|23|42|218
arin|20161215|27|25|41|214
arin|20170115|30|24|41|217
arin|20170215|33|24|47|212
arin|20170315|31|22|48|207
arin|20170415|29|29|43|207
arin|20170515|29|29|43|207
arin|20170615|31|28|46|208
arin|20170715|32|30|43|209
arin|20170815|32|30|43|209
arin|20170915|22|18|23|100
arin|20171015|39|28|46|217
arin|20171115|39|33|47|226
arin|20171215|40|36|40|222
arin|20180115|41|38|44|220
arin|20180215|41|35|52|219
arin|20180315|42|41|51|237
arin|20180415|42|35|49|237
arin|20180515|45|32|53|237
arin|20180615|50|34|56|245
arin|20180715|52|37|59|247
arin|20180815|52|35|57|244
arin|20180915|52|35|57|244
arin|20181015|55|31|53|236
arin|20181115|54|30|54|239
arin|20181215|58|33|53|239
arin|20190115|55|33|53|245
arin|20190215|56|41|50|242
arin|20190315|56|41|50|242
arin|20190415|59|38|51|252
arin|20190515|62|43|48|256
arin|20190615|58|39|50|259
arin|20190715|58|54|60|255
arin|20190815|58|54|60|255
arin|20190915|71|45|56|262
arin|20191015|71|45|56|262
arin|20191115|68|47|53|276
arin|20191215|71|45|54|275
arin|20200115|75|47|52|291
arin|20200215|69|52|53|298
arin|20200315|64|54|49|254
arin|20200415|74|51|51|292
arin|20200515|76|56|45|290
arin|20200615|68|50|51|293
arin|20200715|69|54|52|287
arin|20200815|73|51|59|302
arin|20200915|73|56|58|293
arin|20201015|72|50|58|289
arin|20201115|68|47|63|295
arin|20201215|68|53|60|305
arin|20210115|68|55|64|300
arin|20210215|66|56|70|306
arin|20210315|71|54|68|307
arin|20210415|73|53|75|309
arin|20210515|80|57|79|299
arin|20210615|75|54|82|302
arin|20210715|72|53|77|298
arin|20210815|72|57|74|307
arin|20210915|63|60|73|302
arin|20211015|71|68|79|312
arin|20211115|67|71|75|315
arin|20211215|69|69|72|304
arin|20220115|72|67|79|314
arin|20220215|72|65|76|302
arin|20220315|73|64|76|326
arin|20220415|70|64|69|311
arin|20220515|72|61|74|316
arin|20220615|71|57|76|322
arin|20220715|68|58|80|306
arin|20220815|72|61|79|324
arin|20220915|67|66|78|331
arin|20221015|70|64|75|332
arin|20221115|72|63|81|330
arin|20221215|74|59|87|326
arin|20230115|77|55|82|328
arin|20230215|81|55|81|320
arin|20230315|83|58|78|313
arin|20230415|79|63|82|333
arin|20230515|81|63|85|346
arin|20230615|81|57|87|356
arin|20230715|80|54|84|360
arin|20230815|85|49|89|345
arin|20230915|90|56|97|362
arin|20231015|87|55|92|370
arin|20231115|83|64|92|362
arin|20231215|90|66|84|368
arin|20240115|91|59|89|366
arin|20240215|94|55|86|375
arin|20240315|93|57|88|371
arin|20240415|96|67|89|372
arin|20240515|93|66|97|363
arin|20240615|98|65|93|364
internet|20140615|30|48|78|694
internet|20140715|33|51|82|713
internet|20140815|32|47|85|720
internet|20140915|32|45|91|700
internet|20141015|29|51|81|708
internet|20141115|32|50|87|720
internet|20141215|31|49|88|713
internet|20150115|31|53|89|747
internet|20150215|31|53|89|747
internet|20150315|33|50|96|765
internet|20150415|39|53|93|775
internet|20150515|40|57|91|783
internet|20150615|41|62|96|808
internet|20150715|41|63|94|832
internet|20150815|41|64|93|836
internet|20150915|47|55|95|851
internet|20151015|47|63|102|865
internet|20151115|53|60|110|864
internet|20151215|57|52|105|876
internet|20160115|58|62|102|891
internet|20160215|58|62|102|891
internet|20160315|62|69|108|922
internet|20160415|60|76|117|901
internet|20160515|61|76|118|930
internet|20160615|64|79|121|948
internet|20160715|63|89|124|963
internet|20160815|61|84|125|972
internet|20160915|58|79|125|998
internet|20161015|60|85|129|984
internet|20161115|68|86|143|995
internet|20161215|77|87|141|1009
internet|20170115|77|84|138|1018
internet|20170215|82|87|143|1021
internet|20170315|83|99|148|1027
internet|20170415|83|99|148|1027
internet|20170515|83|99|148|1027
internet|20170615|88|98|155|1050
internet|20170715|88|98|155|1050
internet|20170815|94|106|157|1069
internet|20170915|94|106|157|1069
internet|20171015|108|109|163|1088
internet|20171115|113|116|174|1128
internet|20171215|113|128|175|1146
internet|20180115|120|133|171|1128
internet|20180215|122|131|183|1160
internet|20180315|132|148|205|1325
internet|20180415|122|140|171|1210
internet|20180515|123|142|185|1219
internet|20180615|138|135|189|1257
internet|20180715|152|156|195|1283
internet|20180815|152|156|195|1283
internet|20180915|154|156|201|1277
internet|20181015|162|148|199|1281
internet|20181115|172|155|206|1301
internet|20181215|171|171|218|1328
internet|20190115|170|176|222|1335
internet|20190215|170|176|222|1335
internet|20190315|185|192|225|1377
internet|20190415|173|185|233|1425
internet|20190515|184|200|235|1475
internet|20190615|185|201|229|1510
internet|20190715|185|201|229|1510
internet|20190815|180|229|237|1530
internet|20190915|180|229|237|1530
internet|20191015|206|217|239|1585
internet|20191115|210|227|260|1597
internet|20191215|216|235|247|1612
internet|20200115|233|213|257|1658
internet|20200215|239|228|254|1689
internet|20200315|226|250|236|1559
internet|20200415|242|235|285|1762
internet|20200515|253|239|272|1782
internet|20200615|248|233|262|1783
internet|20200715|261|245|274|1813
internet|20200815|255|255|299|1946
internet|20200915|268|296|317|2002
internet|20201015|264|266|317|1998
internet|20201115|258|271|323|1927
internet|20201215|280|289|325|2038
internet|20210115|282|308|326|2045
internet|20210215|282|301|329|2004
internet|20210315|283|323|329|2039
internet|20210415|302|321|349|2053
internet|20210515|321|327|377|2099
internet|20210615|338|357|403|2142
internet|20210715|330|344|386|2124
internet|20210815|346|368|388|2234
internet|20210915|330|361|377|2125
internet|20211015|344|375|391|2253
internet|20211115|323|377|386|2254
internet|20211215|338|378|390|2200
internet|20220115|343|398|405|2302
internet|20220215|336|399|392|2194
internet|20220315|353|389|418|2357
internet|20220415|337|389|397|2311
internet|20220515|356|398|405|2346
internet|20220615|357|405|437|2437
internet|20220715|360|417|447|2418
internet|20220815|388|431|447|2486
internet|20220915|380|455|457|2529
internet|20221015|373|454|463|2557
internet|20221115|386|454|490|2561
internet|20221215|398|452|503|2607
internet|20230115|396|450|521|2632
internet|20230215|418|471|513|2701
internet|20230315|425|512|523|2606
internet|20230415|421|510|530|2765
internet|20230515|431|514|525|2830
internet|20230615|448|495|535|2881
internet|20230715|466|492|554|2884
internet|20230815|477|494|577|2867
internet|20230915|515|550|601|2928
internet|20231015|494|526|606|2983
internet|20231115|490|544|605|2998
internet|20231215|524|564|583|3053
internet|20240115|528|561|601|3052
internet|20240215|524|561|612|3087
internet|20240315|555|592|599|3105
internet|20240415|576|606|609|3147
internet|20240515|575|617|639|3169
internet|20240615|576|629|618|3218
lacnic|20140615|4|5|5|19
lacnic|20140715|5|5|6|18
lacnic|20140815|4|6|7|18
lacnic|20140915|4|6|8|17
lacnic|20141015|5|6|6|21
lacnic|20141115|6|6|7|19
lacnic|20141215|5|5|8|17
lacnic|20150115|5|5|7|25
lacnic|20150215|5|5|7|25
lacnic|20150315|5|3|7|29
lacnic|20150415|7|5|7|25
lacnic|20150515|6|7|7|21
lacnic|20150615|6|7|8|32
lacnic|20150715|5|6|8|31
lacnic|20150815|6|9|8|30
lacnic|20150915|6|8|7|29
lacnic|20151015|7|9|8|33
lacnic|20151115|7|9|8|33
lacnic|20151215|7|8|9|39
lacnic|20160115|7|8|9|39
lacnic|20160215|7|8|9|39
lacnic|20160315|7|9|7|44
lacnic|20160415|7|13|8|47
lacnic|20160515|4|13|8|62
lacnic|20160615|4|14|10|57
lacnic|20160715|4|14|10|57
lacnic|20160815|11|17|6|65
lacnic|20160915|11|17|6|65
lacnic|20161015|10|13|13|68
lacnic|20161115|10|13|13|68
lacnic|20161215|12|20|13|73
lacnic|20170115|12|20|13|73
lacnic|20170215|12|20|13|73
lacnic|20170315|11|22|14|81
lacnic|20170415|11|22|14|81
lacnic|20170515|12|25|9|101
lacnic|20170615|11|21|12|96
lacnic|20170715|11|21|12|96
lacnic|20170815|10|26|13|95
lacnic|20170915|10|26|13|95
lacnic|20171015|11|23|16|106
lacnic|20171115|17|20|23|118
lacnic|20171215|17|23|23|118
lacnic|20180115|19|24|22|119
lacnic|20180215|19|28|23|121
lacnic|20180315|20|35|27|199
lacnic|20180415|16|29|25|132
lacnic|20180515|17|34|24|138
lacnic|20180615|23|36|28|156
lacnic|20180715|23|41|23|175
lacnic|20180815|23|41|23|175
lacnic|20180915|30|39|29|158
lacnic|20181015|32|39|32|169
lacnic|20181115|33|37|36|185
lacnic|20181215|33|41|43|197
lacnic|20190115|34|47|45|206
lacnic|20190215|34|47|45|206
lacnic|20190315|36|57|48|211
lacnic|20190415|32|56|48|213
lacnic|20190515|37|60|54|248
lacnic|20190615|43|66|49|262
lacnic|20190715|43|66|49|262
lacnic|20190815|44|68|43|281
lacnic|20190915|44|68|43|281
lacnic|20191015|48|68|51|310
lacnic|20191115|45|72|62|301
lacnic|20191215|46|74|55|304
lacnic|20200115|55|66|55|311
lacnic|20200215|59|74|54|324
lacnic|20200315|52|93|56|317
lacnic|20200415|56|84|79|333
lacnic|20200515|71|85|73|351
lacnic|20200615|72|89|68|350
lacnic|20200715|81|89|74|359
lacnic|20200815|74|91|84|369
lacnic|20200915|83|109|92|400
lacnic|20201015|77|102|88|431
lacnic|20201115|82|108|81|445
lacnic|20201215|90|112|91|458
lacnic|20210115|95|127|83|464
lacnic|20210215|95|127|83|464
lacnic|20210315|96|136|83|480
lacnic|20210415|99|146|97|503
lacnic|20210515|101|152|113|531
lacnic|20210615|110|172|122|549
lacnic|20210715|117|160|113|553
lacnic|20210815|131|165|120|566
lacnic|20210915|126|162|118|585
lacnic|20211015|133|169|116|609
lacnic|20211115|120|165|114|611
lacnic|20211215|126|170|118|617
lacnic|20220115|120|182|116|635
lacnic|20220215|121|183|123|633
lacnic|20220315|127|190|121|666
lacnic|20220415|121|185|120|685
lacnic|20220515|138|191|124|699
lacnic|20220615|140|194|142|710
lacnic|20220715|136|199|152|738
lacnic|20220815|150|204|150|729
lacnic|20220915|147|212|163|757
lacnic|20221015|134|227|163|780
lacnic|20221115|151|232|182|780
lacnic|20221215|156|232|179|805
lacnic|20230115|150|220|201|806
lacnic|20230215|161|245|193|848
lacnic|20230315|171|271|197|816
lacnic|20230415|169|266|198|875
lacnic|20230515|183|264|204|890
lacnic|20230615|191|260|210|910
lacnic|20230715|211|259|221|913
lacnic|20230815|208|255|231|918
lacnic|20230915|235|290|243|920
lacnic|20231015|209|276|237|952
lacnic|20231115|214|286|237|984
lacnic|20231215|233|290|237|992
lacnic|20240115|240|294|226|1001
lacnic|20240215|233|295|237|1014
lacnic|20240315|247|318|230|1010
lacnic|20240415|262|313|243|1020
lacnic|20240515|265|330|261|1039
lacnic|20240615|271|335|249|1059
ripencc|20140615|4|24|37|419
ripencc|20140715|6|23|44|428
ripencc|20140815|4|20|43|430
ripencc|20140915|4|17|42|427
ripencc|20141015|2|16|39|428
ripencc|20141115|4|17|43|446
ripencc|20141215|4|20|43|437
ripencc|20150115|6|20|45|457
ripencc|20150215|1|10|15|189
ripencc|20150315|8|22|47|473
ripencc|20150415|8|22|47|473
ripencc|20150515|9|23|40|485
ripencc|20150615|7|26|39|499
ripencc|20150715|7|27|41|510
ripencc|20150815|8|25|43|504
ripencc|20150915|9|21|44|512
ripencc|20151015|11|22|48|518
ripencc|20151115|16|20|50|510
ripencc|20151215|16|19|44|507
ripencc|20160115|14|25|45|515
ripencc|20160215|14|25|45|515
ripencc|20160315|14|29|45|537
ripencc|20160415|16|30|52|524
ripencc|20160515|14|31|50|541
ripencc|20160615|13|34|55|558
ripencc|20160715|15|33|57|556
ripencc|20160815|14|35|60|559
ripencc|20160915|14|34|53|573
ripencc|20161015|13|35|52|560
ripencc|20161115|21|36|53|566
ripencc|20161215|21|34|55|570
ripencc|20170115|20|34|55|572
ripencc|20170215|22|36|56|577
ripencc|20170315|23|41|58|578
ripencc|20170415|23|41|58|578
ripencc|20170515|25|36|65|580
ripencc|20170615|24|38|68|584
ripencc|20170715|13|22|29|284
ripencc|20170815|32|34|71|602
ripencc|20170915|16|22|26|273
ripencc|20171015|39|38|69|611
ripencc|20171115|36|45|75|618
ripencc|20171215|33|50|83|645
ripencc|20180115|32|50|82|630
ripencc|20180215|33|51|77|653
ripencc|20180315|43|52|86|700
ripencc|20180415|38|54|65|674
ripencc|20180515|35|53|76|672
ripencc|20180615|39|45|72|676
ripencc|20180715|46|56|82|676
ripencc|20180815|46|56|82|676
ripencc|20180915|46|51|87|681
ripencc|20181015|47|49|83|685
ripencc|20181115|51|58|83|686
ripencc|20181215|48|65|88|699
ripencc|20190115|47|63|89|685
ripencc|20190215|47|63|89|685
ripencc|20190315|56|59|89|717
ripencc|20190415|49|62|93|741
ripencc|20190515|52|66|94|746
ripencc|20190615|56|62|93|759
ripencc|20190715|56|62|93|759
ripencc|20190815|46|68|91|772
ripencc|20190915|46|68|91|772
ripencc|20191015|51|66|92|782
ripencc|20191115|55|69|106|784
ripencc|20191215|58|78|100|780
ripencc|20200115|60|67|106|797
ripencc|20200215|65|69|100|815
ripencc|20200315|65|69|100|815
ripencc|20200415|68|61|112|866
ripencc|20200515|63|59|109|865
ripencc|20200615|63|59|109|865
ripencc|20200715|64|64|109|881
ripencc|20200815|64|65|116|981
ripencc|20200915|64|65|116|981
ripencc|20201015|67|66|118|986
ripencc|20201115|66|68|125|902
ripencc|20201215|73|73|123|968
ripencc|20210115|70|75|126|972
ripencc|20210215|68|86|124|917
ripencc|20210315|70|81|124|932
ripencc|20210415|83|77|121|919
ripencc|20210515|87|75|124|947
ripencc|20210615|94|81|131|957
ripencc|20210715|86|79|133|943
ripencc|20210815|86|79|133|943
ripencc|20210915|87|83|121|900
ripencc|20211015|84|79|131|982
ripencc|20211115|76|82|136|984
ripencc|20211215|82|80|131|929
ripencc|20220115|83|83|144|983
ripencc|20220215|83|90|136|895
ripencc|20220315|86|72|154|992
ripencc|20220415|83|79|144|937
ripencc|20220515|86|84|144|950
ripencc|20220615|86|84|144|950
ripencc|20220715|89|89|154|975
ripencc|20220815|97|94|151|1014
ripencc|20220915|96|103|147|1014
ripencc|20221015|101|89|146|1011
ripencc|20221115|100|89|141|1012
ripencc|20221215|103|89|150|1015
ripencc|20230115|103|89|150|1015
ripencc|20230215|109|99|156|1049
ripencc|20230315|104|108|157|1005
ripencc|20230415|107|112|160|1057
ripencc|20230515|103|111|155|1092
ripencc|20230615|105|103|156|1092
ripencc|20230715|101|108|163|1076
ripencc|20230815|110|110|175|1060
ripencc|20230915|113|118|172|1087
ripencc|20231015|119|113|187|1102
ripencc|20231115|115|119|179|1082
ripencc|20231215|117|136|169|1113
ripencc|20240115|115|131|187|1102
ripencc|20240215|116|130|195|1117
ripencc|20240315|129|135|183|1126
ripencc|20240415|136|136|185|1138
ripencc|20240515|133|132|183|1138
ripencc|20240615|129|140|176|1148
