as_type|date|observed_ases|use_moreSpecific|moreSpecific_fraction
hosting|20181015|3874|530|13.68
hosting|20181115|3916|535|13.66
hosting|20181215|3959|550|13.89
hosting|20190115|3966|553|13.94
hosting|20190215|4010|543|13.54
hosting|20190315|4010|543|13.54
hosting|20190415|4029|558|13.85
hosting|20190515|4094|571|13.95
hosting|20190615|4134|579|14.01
hosting|20190715|4134|579|14.01
hosting|20190815|4189|585|13.97
hosting|20190915|4189|585|13.97
hosting|20191015|4278|604|14.12
hosting|20191115|4318|618|14.31
hosting|20191215|4352|622|14.29
hosting|20200115|4394|631|14.36
hosting|20200215|4433|640|14.44
hosting|20200315|4450|655|14.72
hosting|20200415|4510|665|14.75
hosting|20200515|4545|664|14.61
hosting|20200615|4543|659|14.51
hosting|20200715|4634|698|15.06
hosting|20200815|4665|698|14.96
hosting|20200915|4716|715|15.16
hosting|20201015|4745|712|15.01
hosting|20201115|4781|726|15.19
hosting|20201215|4820|733|15.21
hosting|20210115|4850|743|15.32
hosting|20210215|4899|746|15.23
hosting|20210315|4927|758|15.38
hosting|20210415|4987|753|15.10
hosting|20210515|5031|759|15.09
hosting|20210615|5083|778|15.31
hosting|20210715|5088|781|15.35
hosting|20210815|5126|781|15.24
hosting|20210915|5178|803|15.51
hosting|20211015|5215|802|15.38
hosting|20211115|5249|802|15.28
hosting|20211215|5273|807|15.30
hosting|20220115|5306|812|15.30
hosting|20220215|5350|823|15.38
hosting|20220315|5404|835|15.45
hosting|20220415|5403|824|15.25
hosting|20220515|5440|830|15.26
hosting|20220615|5472|851|15.55
hosting|20220715|5531|862|15.58
hosting|20220815|5593|877|15.68
hosting|20220915|5602|881|15.73
hosting|20221015|5620|862|15.34
hosting|20221115|5677|866|15.25
hosting|20221215|5720|886|15.49
hosting|20230115|5747|896|15.59
hosting|20230215|5781|904|15.64
hosting|20230315|5856|929|15.86
hosting|20230415|5905|906|15.34
hosting|20230515|5965|914|15.32
hosting|20230615|5996|912|15.21
hosting|20230715|6040|902|14.93
hosting|20230815|6111|905|14.81
hosting|20230915|6188|928|15.00
hosting|20231015|6179|930|15.05
hosting|20231115|6220|940|15.11
hosting|20231215|6279|954|15.19
hosting|20240115|6348|960|15.12
hosting|20240215|6423|983|15.30
hosting|20240315|6499|987|15.19
hosting|20240415|6580|1000|15.20
hosting|20240515|6654|1022|15.36
hosting|20240615|6696|1022|15.26
business|20140615|1386|100|7.22
business|20140715|1407|104|7.39
business|20140815|1442|108|7.49
business|20140915|1477|112|7.58
business|20141015|1503|114|7.58
business|20141115|1540|116|7.53
business|20141215|1560|120|7.69
business|20150115|1592|117|7.35
business|20150215|1592|117|7.35
business|20150315|1621|123|7.59
business|20150415|1640|122|7.44
business|20150515|1661|128|7.71
business|20150615|1705|134|7.86
business|20150715|1714|132|7.70
business|20150815|1732|129|7.45
business|20150915|1719|124|7.21
business|20151015|1748|129|7.38
business|20151115|1800|140|7.78
business|20151215|1829|139|7.60
business|20160115|1846|145|7.85
business|20160215|1846|145|7.85
business|20160315|1921|156|8.12
business|20160415|1915|152|7.94
business|20160515|1948|160|8.21
business|20160615|1955|155|7.93
business|20160715|1993|166|8.33
business|20160815|2012|169|8.40
business|20160915|2028|173|8.53
business|20161015|2070|175|8.45
business|20161115|2075|174|8.39
business|20161215|2118|176|8.31
business|20170115|2130|178|8.36
business|20170215|2169|187|8.62
business|20170315|2198|188|8.55
business|20170415|2198|188|8.55
business|20170515|2240|179|7.99
business|20170615|2294|194|8.46
business|20170715|2294|194|8.46
business|20170815|2356|207|8.79
business|20170915|2356|207|8.79
business|20171015|2397|202|8.43
business|20171115|2468|214|8.67
business|20171215|2478|218|8.80
business|20180115|2500|218|8.72
business|20180215|2532|220|8.69
business|20180315|2543|221|8.69
business|20180415|2569|220|8.56
business|20180515|2594|224|8.64
business|20180615|2638|231|8.76
business|20180715|2687|240|8.93
business|20180815|2687|240|8.93
business|20180915|2735|235|8.59
business|20181015|2759|249|9.03
business|20181115|2776|249|8.97
business|20181215|2834|253|8.93
business|20190115|2845|256|9.00
business|20190215|2845|256|9.00
business|20190315|2913|263|9.03
business|20190415|2930|258|8.81
business|20190515|2970|269|9.06
business|20190615|2977|263|8.83
business|20190715|2977|263|8.83
business|20190815|3022|267|8.84
business|20190915|3022|267|8.84
business|20191015|3094|269|8.69
business|20191115|3121|277|8.88
business|20191215|3161|275|8.70
business|20200115|3207|281|8.76
business|20200215|3245|281|8.66
business|20200315|3252|287|8.83
business|20200415|3300|296|8.97
business|20200515|3337|303|9.08
business|20200615|3362|305|9.07
business|20200715|3450|309|8.96
business|20200815|3453|318|9.21
business|20200915|3516|337|9.58
business|20201015|3527|329|9.33
business|20201115|3584|343|9.57
business|20201215|3636|343|9.43
business|20210115|3643|342|9.39
business|20210215|3729|344|9.22
business|20210315|3774|346|9.17
business|20210415|3795|351|9.25
business|20210515|3844|365|9.50
business|20210615|3925|391|9.96
business|20210715|3951|394|9.97
business|20210815|3977|401|10.08
business|20210915|4049|411|10.15
business|20211015|4084|420|10.28
business|20211115|4118|427|10.37
business|20211215|4196|430|10.25
business|20220115|4297|434|10.10
business|20220215|4349|434|9.98
business|20220315|4427|437|9.87
business|20220415|4457|443|9.94
business|20220515|4499|442|9.82
business|20220615|4558|444|9.74
business|20220715|4626|459|9.92
business|20220815|4699|476|10.13
business|20220915|4725|495|10.48
business|20221015|4737|492|10.39
business|20221115|4814|504|10.47
business|20221215|4865|501|10.30
business|20230115|4908|505|10.29
business|20230215|4987|524|10.51
business|20230315|5093|541|10.62
business|20230415|5108|540|10.57
business|20230515|5166|551|10.67
business|20230615|5200|547|10.52
business|20230715|5252|560|10.66
business|20230815|5337|575|10.77
business|20230915|5423|605|11.16
business|20231015|5462|593|10.86
business|20231115|5482|597|10.89
business|20231215|5524|602|10.90
business|20240115|5583|609|10.91
business|20240215|5660|628|11.10
business|20240315|5712|634|11.10
business|20240415|5815|640|11.01
business|20240515|5858|653|11.15
business|20240615|5959|667|11.19
education|20140615|559|54|9.66
education|20140715|554|55|9.93
education|20140815|559|52|9.30
education|20140915|563|54|9.59
education|20141015|567|53|9.35
education|20141115|569|57|10.02
education|20141215|575|55|9.57
education|20150115|577|55|9.53
education|20150215|577|55|9.53
education|20150315|580|58|10.00
education|20150415|584|58|9.93
education|20150515|590|61|10.34
education|20150615|599|63|10.52
education|20150715|596|65|10.91
education|20150815|605|68|11.24
education|20150915|602|67|11.13
education|20151015|609|65|10.67
education|20151115|610|67|10.98
education|20151215|623|68|10.91
education|20160115|630|67|10.63
education|20160215|630|67|10.63
education|20160315|642|65|10.12
education|20160415|649|69|10.63
education|20160515|657|70|10.65
education|20160615|662|70|10.57
education|20160715|666|70|10.51
education|20160815|662|68|10.27
education|20160915|662|63|9.52
education|20161015|667|64|9.60
education|20161115|670|67|10.00
education|20161215|686|70|10.20
education|20170115|686|70|10.20
education|20170215|689|70|10.16
education|20170315|691|71|10.27
education|20170415|691|71|10.27
education|20170515|698|76|10.89
education|20170615|703|76|10.81
education|20170715|703|76|10.81
education|20170815|722|75|10.39
education|20170915|722|75|10.39
education|20171015|717|75|10.46
education|20171115|723|78|10.79
education|20171215|724|81|11.19
education|20180115|734|84|11.44
education|20180215|736|82|11.14
education|20180315|745|85|11.41
education|20180415|750|85|11.33
education|20180515|756|87|11.51
education|20180615|759|89|11.73
education|20180715|768|88|11.46
education|20180815|768|88|11.46
education|20180915|778|88|11.31
education|20181015|786|90|11.45
education|20181115|785|86|10.96
education|20181215|786|88|11.20
education|20190115|788|92|11.68
education|20190215|788|92|11.68
education|20190315|791|96|12.14
education|20190415|798|96|12.03
education|20190515|812|98|12.07
education|20190615|815|100|12.27
education|20190715|815|100|12.27
education|20190815|809|102|12.61
education|20190915|809|102|12.61
education|20191015|836|108|12.92
education|20191115|835|107|12.81
education|20191215|840|109|12.98
education|20200115|839|107|12.75
education|20200215|833|102|12.24
education|20200315|842|100|11.88
education|20200415|847|103|12.16
education|20200515|851|107|12.57
education|20200615|852|107|12.56
education|20200715|855|106|12.40
education|20200815|850|104|12.24
education|20200915|859|108|12.57
education|20201015|859|105|12.22
education|20201115|868|108|12.44
education|20201215|878|110|12.53
education|20210115|888|112|12.61
education|20210215|891|115|12.91
education|20210315|890|114|12.81
education|20210415|890|116|13.03
education|20210515|897|114|12.71
education|20210615|924|117|12.66
education|20210715|936|113|12.07
education|20210815|938|113|12.05
education|20210915|945|112|11.85
education|20211015|922|113|12.26
education|20211115|928|112|12.07
education|20211215|930|113|12.15
education|20220115|928|113|12.18
education|20220215|940|116|12.34
education|20220315|953|121|12.70
education|20220415|950|120|12.63
education|20220515|953|125|13.12
education|20220615|951|126|13.25
education|20220715|964|128|13.28
education|20220815|967|124|12.82
education|20220915|954|123|12.89
education|20221015|956|124|12.97
education|20221115|962|125|12.99
education|20221215|966|127|13.15
education|20230115|968|126|13.02
education|20230215|975|130|13.33
education|20230315|1003|132|13.16
education|20230415|999|142|14.21
education|20230515|999|145|14.51
education|20230615|1003|143|14.26
education|20230715|1002|142|14.17
education|20230815|1005|145|14.43
education|20230915|1017|148|14.55
education|20231015|1020|147|14.41
education|20231115|1020|146|14.31
education|20231215|1025|150|14.63
education|20240115|1036|148|14.29
education|20240215|1043|149|14.29
education|20240315|1039|148|14.24
education|20240415|1044|147|14.08
education|20240515|1043|147|14.09
education|20240615|1048|149|14.22
none|20140615|1377|109|7.92
none|20140715|1377|106|7.70
none|20140815|1396|108|7.74
none|20140915|1400|109|7.79
none|20141015|1397|108|7.73
none|20141115|1415|112|7.92
none|20141215|1445|119|8.24
none|20150115|1452|119|8.20
none|20150215|1452|119|8.20
none|20150315|1480|119|8.04
none|20150415|1492|121|8.11
none|20150515|1533|124|8.09
none|20150615|1542|127|8.24
none|20150715|1556|131|8.42
none|20150815|1562|127|8.13
none|20150915|1586|128|8.07
none|20151015|1605|136|8.47
none|20151115|1635|135|8.26
none|20151215|1661|138|8.31
none|20160115|1671|140|8.38
none|20160215|1671|140|8.38
none|20160315|1740|150|8.62
none|20160415|1730|151|8.73
none|20160515|1752|159|9.08
none|20160615|1763|162|9.19
none|20160715|1792|164|9.15
none|20160815|1797|168|9.35
none|20160915|1803|165|9.15
none|20161015|1825|163|8.93
none|20161115|1813|163|8.99
none|20161215|1843|165|8.95
none|20170115|1847|165|8.93
none|20170215|1892|163|8.62
none|20170315|1895|165|8.71
none|20170415|1895|165|8.71
none|20170515|1909|169|8.85
none|20170615|1929|176|9.12
none|20170715|1929|176|9.12
none|20170815|1952|182|9.32
none|20170915|1952|182|9.32
none|20171015|1954|171|8.75
none|20171115|1996|180|9.02
none|20171215|1969|182|9.24
none|20180115|1977|184|9.31
none|20180215|1985|191|9.62
none|20180315|1982|195|9.84
none|20180415|1983|199|10.04
none|20180515|1994|198|9.93
none|20180615|2016|191|9.47
none|20180715|2071|204|9.85
none|20180815|2071|204|9.85
none|20180915|2005|206|10.27
none|20181015|2000|209|10.45
none|20181115|2006|221|11.02
none|20181215|2008|225|11.21
none|20190115|1993|221|11.09
none|20190215|1993|221|11.09
none|20190315|1970|218|11.07
none|20190415|1984|223|11.24
none|20190515|1992|227|11.40
none|20190615|1981|220|11.11
none|20190715|1981|220|11.11
none|20190815|1999|229|11.46
none|20190915|1999|229|11.46
none|20191015|2050|243|11.85
none|20191115|2043|249|12.19
none|20191215|2023|248|12.26
none|20200115|2077|250|12.04
none|20200215|2050|239|11.66
none|20200315|2033|248|12.20
none|20200415|2053|254|12.37
none|20200515|2030|249|12.27
none|20200615|2012|243|12.08
none|20200715|2054|249|12.12
none|20200815|2001|239|11.94
none|20200915|2069|250|12.08
none|20201015|2037|254|12.47
none|20201115|2015|253|12.56
none|20201215|2024|251|12.40
none|20210115|2008|249|12.40
none|20210215|2022|257|12.71
none|20210315|2010|260|12.94
none|20210415|2021|251|12.42
none|20210515|2050|271|13.22
none|20210615|2125|283|13.32
none|20210715|2047|261|12.75
none|20210815|2045|251|12.27
none|20210915|2063|271|13.14
none|20211015|2012|271|13.47
none|20211115|1986|260|13.09
none|20211215|1951|255|13.07
none|20220115|1942|251|12.92
none|20220215|1910|244|12.77
none|20220315|1912|250|13.08
none|20220415|1869|236|12.63
none|20220515|1844|228|12.36
none|20220615|1832|230|12.55
none|20220715|1829|230|12.58
none|20220815|1846|223|12.08
none|20220915|1817|228|12.55
none|20221015|1743|228|13.08
none|20221115|1721|225|13.07
none|20221215|1694|225|13.28
none|20230115|1664|214|12.86
none|20230215|1610|219|13.60
none|20230315|1656|229|13.83
none|20230415|1534|210|13.69
none|20230515|1466|210|14.32
none|20230615|1400|194|13.86
none|20230715|1328|185|13.93
none|20230815|1348|185|13.72
none|20230915|1383|187|13.52
none|20231015|1325|157|11.85
none|20231115|1239|140|11.30
none|20231215|1099|131|11.92
none|20240115|1053|117|11.11
none|20240215|1030|110|10.68
none|20240315|961|96|9.99
none|20240415|893|85|9.52
none|20240515|842|75|8.91
none|20240615|743|57|7.67
government|20140615|166|18|10.84
government|20140715|171|18|10.53
government|20140815|174|18|10.34
government|20140915|180|18|10.00
government|20141015|183|18|9.84
government|20141115|183|19|10.38
government|20141215|183|20|10.93
government|20150115|183|20|10.93
government|20150215|183|20|10.93
government|20150315|183|20|10.93
government|20150415|184|19|10.33
government|20150515|181|19|10.50
government|20150615|181|19|10.50
government|20150715|184|21|11.41
government|20150815|188|22|11.70
government|20150915|184|17|9.24
government|20151015|187|19|10.16
government|20151115|196|20|10.20
government|20151215|197|21|10.66
government|20160115|200|19|9.50
government|20160215|200|19|9.50
government|20160315|205|22|10.73
government|20160415|207|21|10.14
government|20160515|214|23|10.75
government|20160615|212|22|10.38
government|20160715|218|24|11.01
government|20160815|225|23|10.22
government|20160915|221|21|9.50
government|20161015|225|22|9.78
government|20161115|227|21|9.25
government|20161215|225|23|10.22
government|20170115|222|26|11.71
government|20170215|226|28|12.39
government|20170315|226|28|12.39
government|20170415|226|28|12.39
government|20170515|227|28|12.33
government|20170615|231|29|12.55
government|20170715|231|29|12.55
government|20170815|237|29|12.24
government|20170915|237|29|12.24
government|20171015|235|31|13.19
government|20171115|239|33|13.81
government|20171215|244|31|12.70
government|20180115|244|31|12.70
government|20180215|246|33|13.41
government|20180315|249|31|12.45
government|20180415|252|32|12.70
government|20180515|254|35|13.78
government|20180615|255|35|13.73
government|20180715|261|35|13.41
government|20180815|261|35|13.41
government|20180915|259|34|13.13
government|20181015|263|35|13.31
government|20181115|261|36|13.79
government|20181215|262|37|14.12
government|20190115|265|35|13.21
government|20190215|265|35|13.21
government|20190315|268|35|13.06
government|20190415|272|35|12.87
government|20190515|274|35|12.77
government|20190615|274|38|13.87
government|20190715|274|38|13.87
government|20190815|280|41|14.64
government|20190915|280|41|14.64
government|20191015|291|41|14.09
government|20191115|299|41|13.71
government|20191215|309|43|13.92
government|20200115|313|45|14.38
government|20200215|312|44|14.10
government|20200315|312|42|13.46
government|20200415|319|43|13.48
government|20200515|321|42|13.08
government|20200615|326|43|13.19
government|20200715|333|42|12.61
government|20200815|335|44|13.13
government|20200915|335|43|12.84
government|20201015|336|45|13.39
government|20201115|343|46|13.41
government|20201215|349|48|13.75
government|20210115|356|49|13.76
government|20210215|360|47|13.06
government|20210315|357|46|12.89
government|20210415|362|46|12.71
government|20210515|361|44|12.19
government|20210615|371|44|11.86
government|20210715|374|45|12.03
government|20210815|377|44|11.67
government|20210915|378|45|11.90
government|20211015|380|46|12.11
government|20211115|382|45|11.78
government|20211215|386|45|11.66
government|20220115|384|45|11.72
government|20220215|387|46|11.89
government|20220315|394|45|11.42
government|20220415|393|44|11.20
government|20220515|395|46|11.65
government|20220615|398|48|12.06
government|20220715|403|48|11.91
government|20220815|404|49|12.13
government|20220915|407|51|12.53
government|20221015|403|52|12.90
government|20221115|406|52|12.81
government|20221215|415|53|12.77
government|20230115|416|52|12.50
government|20230215|414|52|12.56
government|20230315|423|55|13.00
government|20230415|423|53|12.53
government|20230515|426|54|12.68
government|20230615|428|56|13.08
government|20230715|432|55|12.73
government|20230815|432|55|12.73
government|20230915|437|55|12.59
government|20231015|434|54|12.44
government|20231115|434|54|12.44
government|20231215|438|53|12.10
government|20240115|436|54|12.39
government|20240215|437|53|12.13
government|20240315|438|54|12.33
government|20240415|438|53|12.10
government|20240515|446|55|12.33
government|20240615|449|55|12.25
