#as_type|date|from1to24|from25to49|from50to74|from75to99
business|20200915|85|150|102|0
business|20201015|85|150|102|0
business|20201115|90|151|102|0
business|20201215|88|148|107|0
business|20210115|88|149|104|0
business|20210215|88|148|108|0
business|20210315|88|151|106|1
business|20210415|96|146|108|1
business|20210515|97|157|109|1
business|20210615|105|166|119|1
business|20210715|106|172|115|1
business|20210815|105|171|125|0
business|20210915|104|179|128|0
business|20211015|109|178|133|0
business|20211115|112|182|133|0
business|20211215|115|181|134|0
business|20220115|118|187|128|0
business|20220215|113|193|128|0
business|20220315|114|194|129|0
business|20220415|119|192|132|0
business|20220515|124|191|126|0
business|20220615|120|189|135|0
business|20220715|127|201|131|0
business|20220815|135|203|138|0
business|20220915|143|210|142|0
business|20221015|135|209|148|0
business|20221115|143|216|145|0
business|20221215|150|212|139|0
business|20230115|151|214|140|0
business|20230215|156|215|153|0
business|20230315|160|232|149|0
business|20230415|153|235|152|0
business|20230515|155|242|154|0
business|20230615|156|234|157|0
business|20230715|157|246|157|0
business|20230815|163|250|162|0
business|20230915|172|269|164|0
business|20231015|160|269|164|0
business|20231115|160|274|163|0
business|20231215|167|268|167|0
business|20240115|173|277|159|0
business|20240215|182|276|170|0
business|20240315|183|280|171|0
business|20240415|184|280|176|0
business|20240515|189|284|179|1
business|20240615|189|288|189|1
education|20140615|15|15|24|0
education|20140715|12|20|23|0
education|20140815|11|18|24|0
education|20140915|11|18|24|0
education|20141015|11|18|24|0
education|20141115|11|20|26|0
education|20141215|11|19|25|0
education|20150115|12|18|25|0
education|20150215|12|18|25|0
education|20150315|11|22|25|0
education|20150415|11|21|26|0
education|20150515|12|22|27|0
education|20150615|13|24|26|0
education|20150715|13|26|26|0
education|20150815|15|24|29|0
education|20150915|15|22|30|0
education|20151015|13|25|27|0
education|20151115|14|24|29|0
education|20151215|15|26|27|0
education|20160115|15|25|27|0
education|20160215|15|25|27|0
education|20160315|14|28|23|0
education|20160415|16|27|26|0
education|20160515|16|27|27|0
education|20160615|15|29|26|0
education|20160715|16|30|24|0
education|20160815|16|27|25|0
education|20160915|15|24|24|0
education|20161015|16|24|24|0
education|20161115|15|27|25|0
education|20161215|16|28|26|0
education|20170115|17|28|25|0
education|20170215|17|28|25|0
education|20170315|17|28|26|0
education|20170415|17|28|26|0
education|20170515|17|31|28|0
education|20170615|17|31|28|0
education|20170715|17|31|28|0
education|20170815|16|34|25|0
education|20170915|16|34|25|0
education|20171015|17|34|24|0
education|20171115|17|36|25|0
education|20171215|16|38|27|0
education|20180115|20|36|28|0
education|20180215|18|37|27|0
education|20180315|20|37|28|0
education|20180415|22|35|28|0
education|20180515|24|35|28|0
education|20180615|24|34|31|0
education|20180715|23|35|30|0
education|20180815|23|35|30|0
education|20180915|22|34|32|0
education|20181015|22|34|34|0
education|20181115|21|32|33|0
education|20181215|21|34|33|0
education|20190115|21|37|34|0
education|20190215|21|37|34|0
education|20190315|23|40|33|0
education|20190415|24|40|32|0
education|20190515|26|41|31|0
education|20190615|27|39|34|0
education|20190715|27|39|34|0
education|20190815|27|40|35|0
education|20190915|27|40|35|0
education|20191015|29|42|37|0
education|20191115|30|40|37|0
education|20191215|26|46|37|0
education|20200115|24|48|35|0
education|20200215|27|41|34|0
education|20200315|24|41|35|0
education|20200415|26|39|38|0
education|20200515|27|43|37|0
education|20200615|28|45|34|0
education|20200715|28|44|34|0
education|20200815|25|44|35|0
education|20200915|31|44|33|0
education|20201015|30|43|32|0
education|20201115|31|43|34|0
education|20201215|34|40|36|0
education|20210115|35|41|36|0
education|20210215|35|44|36|0
education|20210315|35|43|36|0
education|20210415|36|41|39|0
education|20210515|35|39|40|0
education|20210615|36|41|40|0
education|20210715|36|40|37|0
education|20210815|36|41|36|0
education|20210915|36|40|36|0
education|20211015|35|42|36|0
education|20211115|36|41|35|0
education|20211215|36|42|35|0
education|20220115|39|40|34|0
education|20220215|43|38|35|0
education|20220315|43|40|38|0
education|20220415|42|39|39|0
education|20220515|44|40|41|0
education|20220615|43|41|42|0
education|20220715|43|44|41|0
education|20220815|42|41|41|0
education|20220915|44|36|43|0
education|20221015|45|38|41|0
education|20221115|46|37|42|0
education|20221215|47|37|43|0
education|20230115|46|39|41|0
education|20230215|49|39|42|0
education|20230315|49|39|44|0
education|20230415|46|42|54|0
education|20230515|48|44|53|0
education|20230615|47|45|51|0
education|20230715|49|42|51|0
education|20230815|51|44|50|0
education|20230915|52|44|52|0
education|20231015|50|45|52|0
education|20231115|48|47|51|0
education|20231215|51|46|53|0
education|20240115|50|45|53|0
education|20240215|53|43|53|0
education|20240315|52|43|53|0
education|20240415|52|42|53|0
education|20240515|53|41|53|0
education|20240615|55|42|52|0
government|20140615|5|9|4|0
government|20140715|5|9|4|0
government|20140815|5|8|5|0
government|20140915|5|9|4|0
government|20141015|5|9|4|0
government|20141115|6|9|4|0
government|20141215|5|10|5|0
government|20150115|5|10|5|0
government|20150215|5|10|5|0
government|20150315|5|11|4|0
government|20150415|5|10|4|0
government|20150515|5|10|4|0
government|20150615|5|10|4|0
government|20150715|4|12|5|0
government|20150815|4|14|4|0
government|20150915|4|12|1|0
government|20151015|4|13|2|0
government|20151115|4|13|3|0
government|20151215|4|14|3|0
government|20160115|4|13|2|0
government|20160215|4|13|2|0
government|20160315|4|15|3|0
government|20160415|5|12|4|0
government|20160515|4|16|3|0
government|20160615|5|13|4|0
government|20160715|4|16|4|0
government|20160815|4|16|3|0
government|20160915|4|13|4|0
government|20161015|4|14|4|0
government|20161115|4|12|5|0
government|20161215|4|16|3|0
government|20170115|5|17|4|0
government|20170215|4|18|6|0
government|20170315|5|18|5|0
government|20170415|5|18|5|0
government|20170515|4|18|6|0
government|20170615|4|20|5|0
government|20170715|4|20|5|0
government|20170815|3|21|5|0
government|20170915|3|21|5|0
government|20171015|3|23|5|0
government|20171115|3|24|6|0
government|20171215|3|22|6|0
government|20180115|3|24|4|0
government|20180215|4|22|7|0
government|20180315|4|23|4|0
government|20180415|5|22|5|0
government|20180515|7|22|6|0
government|20180615|7|23|5|0
government|20180715|6|24|5|0
government|20180815|6|24|5|0
government|20180915|7|22|5|0
government|20181015|8|22|5|0
government|20181115|8|24|4|0
government|20181215|8|22|7|0
government|20190115|8|22|5|0
government|20190215|8|22|5|0
government|20190315|9|19|7|0
government|20190415|9|21|5|0
government|20190515|9|22|4|0
government|20190615|11|22|5|0
government|20190815|11|23|7|0
government|20191015|11|22|8|0
government|20191115|11|24|6|0
government|20191215|11|24|8|0
government|20200115|10|26|9|0
government|20200215|10|26|9|0
government|20200315|9|24|9|0
government|20200415|9|25|9|0
government|20200515|9|24|9|0
government|20200615|9|24|10|0
government|20200715|10|26|6|0
government|20200815|10|27|7|0
government|20200915|10|27|6|0
government|20201015|10|28|7|0
government|20201115|10|30|6|0
government|20201215|10|30|6|0
government|20210115|10|29|10|0
government|20210215|10|29|10|0
government|20210315|10|30|6|0
government|20210415|9|31|6|0
government|20210515|9|28|7|0
government|20210615|9|28|7|0
government|20210715|8|30|7|0
government|20210815|8|29|7|0
government|20210915|10|27|8|0
government|20211015|10|27|9|0
government|20211115|11|27|7|0
government|20211215|11|27|7|0
government|20220115|12|26|7|0
government|20220215|13|26|7|0
government|20220315|13|27|5|0
government|20220415|14|26|4|0
government|20220515|13|27|6|0
government|20220615|14|27|7|0
government|20220715|13|28|7|0
government|20220815|14|29|6|0
government|20220915|15|29|7|0
government|20221015|15|29|8|0
government|20221115|15|30|7|0
government|20221215|15|30|8|0
government|20230115|14|30|8|0
government|20230215|14|30|8|0
government|20230315|16|30|9|0
government|20230415|13|30|10|0
government|20230515|14|29|11|0
government|20230615|13|31|12|0
government|20230715|11|32|12|0
government|20230815|11|34|10|0
government|20230915|12|33|10|0
government|20231015|12|33|9|0
government|20231115|11|33|10|0
government|20231215|12|31|10|0
government|20240115|13|30|11|0
government|20240215|12|30|11|0
government|20240315|11|30|13|0
government|20240415|11|29|13|0
government|20240515|11|30|14|0
government|20240615|11|31|13|0
hosting|20140615|80|86|78|0
hosting|20140715|83|85|81|0
hosting|20140815|80|89|87|0
hosting|20140915|85|87|87|0
hosting|20141015|89|86|92|0
hosting|20141115|93|85|87|0
hosting|20141215|89|89|83|0
hosting|20150115|93|88|88|0
hosting|20150215|18|20|21|0
hosting|20150315|97|102|88|0
hosting|20150415|100|96|87|0
hosting|20150515|106|103|90|0
hosting|20150615|107|105|89|0
hosting|20150715|110|107|87|0
hosting|20150815|108|105|91|0
hosting|20150915|106|114|86|0
hosting|20151015|110|119|91|0
hosting|20151115|115|113|97|0
hosting|20151215|114|117|98|0
hosting|20160115|114|119|98|0
hosting|20160215|114|119|98|0
hosting|20160315|122|114|104|0
hosting|20160415|123|112|106|0
hosting|20160515|132|118|102|0
hosting|20160615|140|115|106|0
hosting|20160715|141|116|105|0
hosting|20160815|141|115|107|0
hosting|20160915|147|114|111|0
hosting|20161015|152|121|116|0
hosting|20161115|155|122|125|0
hosting|20161215|154|134|122|0
hosting|20170115|154|136|122|0
hosting|20170215|160|140|114|0
hosting|20170315|164|140|119|0
hosting|20170415|164|140|119|0
hosting|20170515|164|135|120|0
hosting|20170615|167|133|122|0
hosting|20170715|167|133|122|0
hosting|20170815|167|145|120|0
hosting|20170915|167|145|120|0
hosting|20171015|176|147|116|0
hosting|20171115|184|149|122|0
hosting|20171215|185|148|113|0
hosting|20180115|187|153|111|0
hosting|20180215|190|160|109|0
hosting|20180315|192|161|109|0
hosting|20180415|196|168|112|0
hosting|20180515|194|171|113|0
hosting|20180615|200|181|112|0
hosting|20180715|212|185|116|0
hosting|20180815|212|185|116|0
hosting|20180915|221|181|120|0
hosting|20181015|226|180|124|0
hosting|20181115|222|182|131|0
hosting|20181215|229|191|130|0
hosting|20190115|234|193|126|0
hosting|20190215|234|193|126|0
hosting|20190315|233|187|123|0
hosting|20190415|242|195|121|0
hosting|20190515|250|195|126|0
hosting|20190615|252|201|126|0
hosting|20190715|252|201|126|0
hosting|20190815|256|203|126|0
hosting|20190915|256|203|126|0
hosting|20191015|268|211|125|0
hosting|20191115|270|221|127|0
hosting|20191215|273|225|124|0
hosting|20200115|273|226|132|0
hosting|20200215|279|224|137|0
hosting|20200315|281|234|140|0
hosting|20200415|284|241|140|0
hosting|20200515|290|238|136|0
hosting|20200615|291|235|133|0
hosting|20200715|300|250|148|0
hosting|20200815|304|252|142|0
hosting|20200915|310|258|147|0
hosting|20201015|314|251|147|0
hosting|20201115|320|255|151|0
hosting|20201215|324|257|152|0
hosting|20210115|333|260|150|0
hosting|20210215|329|268|149|0
hosting|20210315|338|266|154|0
hosting|20210415|332|270|151|0
hosting|20210515|338|276|145|0
hosting|20210615|350|279|149|0
hosting|20210715|352|284|145|0
hosting|20210815|351|283|147|0
hosting|20210915|355|297|151|0
hosting|20211015|355|284|163|0
hosting|20211115|363|274|165|0
hosting|20211215|361|287|158|1
hosting|20220115|365|289|157|1
hosting|20220215|371|287|164|1
hosting|20220315|383|284|167|1
hosting|20220415|383|285|155|1
hosting|20220515|390|282|157|1
hosting|20220615|397|290|163|1
hosting|20220715|402|294|165|1
hosting|20220815|409|302|165|1
hosting|20220915|420|297|164|0
hosting|20221015|403|296|163|0
hosting|20221115|399|302|165|0
hosting|20221215|407|313|166|0
hosting|20230115|414|316|165|1
hosting|20230215|413|320|170|1
hosting|20230315|431|329|168|1
hosting|20230415|421|321|163|1
hosting|20230515|420|324|169|1
hosting|20230615|423|319|169|1
hosting|20230715|415|322|164|1
hosting|20230815|421|324|159|1
hosting|20230915|435|333|159|1
hosting|20231015|440|331|158|1
hosting|20231115|444|331|164|1
hosting|20231215|465|329|159|1
hosting|20240115|452|346|161|1
hosting|20240215|463|358|161|1
hosting|20240315|461|366|159|1
hosting|20240415|471|365|163|1
hosting|20240515|489|370|162|1
hosting|20240615|484|373|164|1
internet|20140615|271|287|258|2
internet|20140715|278|292|261|2
internet|20140815|278|298|282|2
internet|20140915|287|301|283|2
internet|20141015|292|313|285|2
internet|20141115|308|343|281|1
internet|20141215|307|348|295|1
internet|20150115|326|337|291|1
internet|20150215|326|337|291|1
internet|20150315|319|351|305|1
internet|20150415|329|352|301|1
internet|20150515|338|361|311|1
internet|20150615|345|377|306|1
internet|20150715|352|388|300|1
internet|20150815|359|379|307|1
internet|20150915|346|383|306|1
internet|20151015|356|404|320|1
internet|20151115|366|422|333|1
internet|20151215|382|440|329|1
internet|20160115|392|444|333|1
internet|20160215|392|444|333|1
internet|20160315|426|466|354|1
internet|20160415|421|460|361|2
internet|20160515|435|481|366|2
internet|20160615|450|493|378|2
internet|20160715|456|515|377|2
internet|20160815|461|525|374|1
internet|20160915|463|525|382|2
internet|20161015|469|544|397|2
internet|20161115|472|558|412|1
internet|20161215|481|581|416|1
internet|20170115|481|595|409|1
internet|20170215|499|602|411|1
internet|20170315|514|619|419|1
internet|20170415|514|619|419|1
internet|20170515|514|648|424|1
internet|20170615|539|663|439|1
internet|20170715|247|289|201|0
internet|20170815|574|703|435|1
internet|20170915|250|286|186|0
internet|20171015|577|695|434|1
internet|20171115|608|731|470|1
internet|20171215|630|752|469|1
internet|20180115|639|776|472|1
internet|20180215|648|770|480|1
internet|20180315|655|779|488|1
internet|20180415|669|794|496|1
internet|20180515|678|803|495|1
internet|20180615|708|820|510|1
internet|20180715|735|862|537|1
internet|20180815|735|862|537|1
internet|20180915|782|882|568|2
internet|20181015|798|912|583|2
internet|20181115|802|938|594|2
internet|20181215|819|958|609|2
internet|20190115|835|955|619|2
internet|20190215|835|955|619|2
internet|20190315|830|985|629|2
internet|20190415|861|1004|627|2
internet|20190515|888|1020|639|4
internet|20190615|907|1079|629|4
internet|20190715|907|1079|629|4
internet|20190815|952|1123|629|5
internet|20190915|952|1123|629|5
internet|20191015|990|1211|666|5
internet|20191115|1033|1219|667|6
internet|20191215|1020|1253|687|4
internet|20200115|1035|1252|723|4
internet|20200215|1055|1271|713|5
internet|20200315|1051|1318|723|5
internet|20200415|1084|1387|738|5
internet|20200515|1119|1413|735|4
internet|20200615|1145|1432|726|5
internet|20200715|1185|1496|746|7
internet|20200815|1192|1487|753|4
internet|20200915|1241|1598|778|5
internet|20201015|1244|1599|814|6
internet|20201115|1270|1657|811|6
internet|20201215|1305|1679|835|4
internet|20210115|1326|1735|835|6
internet|20210215|1323|1806|826|5
internet|20210315|1374|1856|844|6
internet|20210415|1363|1902|869|6
internet|20210515|1406|1956|882|7
internet|20210615|1469|2056|914|7
internet|20210715|1471|2028|905|6
internet|20210815|1461|2068|922|3
internet|20210915|1513|2154|942|4
internet|20211015|1537|2148|981|5
internet|20211115|1539|2149|980|4
internet|20211215|1541|2217|964|6
internet|20220115|1552|2241|945|5
internet|20220215|1580|2254|951|6
internet|20220315|1620|2271|985|7
internet|20220415|1640|2276|975|7
internet|20220515|1642|2296|977|6
internet|20220615|1677|2336|1004|4
internet|20220715|1716|2408|1029|5
internet|20220815|1735|2463|1042|5
internet|20220915|1774|2479|1092|3
internet|20221015|1752|2462|1097|4
internet|20221115|1783|2503|1115|5
internet|20221215|1842|2537|1113|5
internet|20230115|1846|2546|1138|5
internet|20230215|1881|2596|1176|3
internet|20230315|1925|2713|1205|4
internet|20230415|1904|2671|1211|4
internet|20230515|1932|2690|1218|4
internet|20230615|1932|2674|1217|6
internet|20230715|1942|2707|1227|8
internet|20230815|1986|2774|1243|8
internet|20230915|2059|2872|1266|9
internet|20231015|2004|2811|1247|9
internet|20231115|1997|2850|1245|8
internet|20231215|2024|2881|1254|7
internet|20240115|2017|2908|1248|8
internet|20240215|2054|2926|1274|6
internet|20240315|2053|2968|1280|6
internet|20240415|2071|2978|1290|7
internet|20240515|2104|3022|1326|7
internet|20240615|2136|3014|1328|8
isp|20140615|113|93|85|2
isp|20140715|117|95|87|2
isp|20140815|122|96|98|2
isp|20140915|125|97|97|2
isp|20141015|125|97|97|2
isp|20141115|131|143|89|1
isp|20141215|136|144|95|1
isp|20150115|148|132|94|1
isp|20150215|148|132|94|1
isp|20150315|144|126|98|1
isp|20150415|147|132|100|1
isp|20150515|146|131|102|1
isp|20150615|150|138|96|1
isp|20150715|151|141|95|1
isp|20150815|160|138|97|1
isp|20150915|155|138|100|1
isp|20151015|160|149|102|1
isp|20151115|162|166|106|1
isp|20151215|177|170|109|1
isp|20160115|185|170|112|1
isp|20160215|185|170|112|1
isp|20160315|207|184|122|1
isp|20160415|198|190|120|2
isp|20160515|202|190|126|2
isp|20160615|210|203|138|2
isp|20160715|214|206|142|2
isp|20160815|218|213|138|1
isp|20160915|216|221|139|2
isp|20161015|216|231|150|2
isp|20161115|216|247|152|1
isp|20161215|221|252|161|1
isp|20170115|218|261|155|1
isp|20170215|230|257|163|1
isp|20170315|238|274|165|1
isp|20170415|238|274|165|1
isp|20170515|241|306|168|1
isp|20170615|253|314|177|1
isp|20170715|253|314|177|1
isp|20170815|281|331|175|1
isp|20170915|281|331|175|1
isp|20171015|284|318|186|1
isp|20171115|302|340|207|1
isp|20171215|327|359|207|1
isp|20180115|327|380|212|1
isp|20180215|331|363|219|1
isp|20180315|335|368|225|1
isp|20180415|339|380|228|1
isp|20180515|344|387|223|1
isp|20180615|363|401|235|1
isp|20180715|383|429|242|1
isp|20180815|383|429|242|1
isp|20180915|418|454|275|2
isp|20181015|421|475|284|2
isp|20181115|432|492|283|2
isp|20181215|431|506|296|2
isp|20190115|439|509|304|2
isp|20190215|439|509|304|2
isp|20190315|440|539|310|2
isp|20190415|464|551|307|2
isp|20190515|474|568|305|4
isp|20190615|494|623|298|4
isp|20190715|494|623|298|4
isp|20190815|532|656|292|5
isp|20190915|532|656|292|5
isp|20191015|554|724|324|5
isp|20191115|580|721|326|6
isp|20191215|581|744|338|4
isp|20200115|594|741|361|4
isp|20200215|606|769|358|5
isp|20200315|601|799|361|5
isp|20200415|626|850|372|5
isp|20200515|652|872|378|4
isp|20200615|673|889|384|5
isp|20200715|700|928|396|6
isp|20200815|707|916|406|4
isp|20200915|738|998|428|5
isp|20201015|742|1006|464|6
isp|20201115|754|1052|456|6
isp|20201215|786|1083|466|3
isp|20210115|799|1130|474|5
isp|20210215|798|1186|463|4
isp|20210315|838|1237|477|4
isp|20210415|828|1295|496|4
isp|20210515|865|1322|507|5
isp|20210615|906|1393|529|5
isp|20210715|907|1367|539|4
isp|20210815|907|1404|551|2
isp|20210915|947|1465|556|3
isp|20211015|963|1477|575|4
isp|20211115|960|1485|578|3
isp|20211215|959|1545|570|4
isp|20220115|961|1563|562|3
isp|20220215|980|1583|561|4
isp|20220315|1000|1600|590|5
isp|20220415|1019|1616|591|5
isp|20220515|1011|1638|598|4
isp|20220615|1038|1673|608|3
isp|20220715|1067|1723|637|4
isp|20220815|1074|1771|647|4
isp|20220915|1090|1789|688|3
isp|20221015|1095|1772|686|4
isp|20221115|1121|1806|702|5
isp|20221215|1162|1838|700|5
isp|20230115|1170|1839|729|4
isp|20230215|1193|1883|749|2
isp|20230315|1210|1972|776|3
isp|20230415|1213|1941|782|3
isp|20230515|1234|1956|777|3
isp|20230615|1241|1958|773|5
isp|20230715|1259|1982|792|7
isp|20230815|1287|2035|817|7
isp|20230915|1328|2111|836|8
isp|20231015|1300|2058|824|8
isp|20231115|1294|2099|823|7
isp|20231215|1298|2142|830|6
isp|20240115|1301|2156|829|7
isp|20240215|1316|2174|842|5
isp|20240315|1320|2212|851|5
isp|20240415|1328|2230|857|6
isp|20240515|1344|2269|889|5
isp|20240615|1386|2259|885|6
none|20140615|37|42|30|0
none|20140715|39|42|25|0
none|20140815|40|45|23|0
none|20140915|41|44|24|0
none|20141015|41|42|25|0
none|20141115|43|41|28|0
none|20141215|41|44|34|0
none|20150115|42|46|31|0
none|20150215|42|46|31|0
none|20150315|37|46|36|0
none|20150415|39|49|33|0
none|20150515|40|49|35|0
none|20150615|40|51|36|0
none|20150715|46|52|33|0
none|20150815|44|49|34|0
none|20150915|42|46|40|0
none|20151015|43|49|44|0
none|20151115|41|53|41|0
none|20151215|42|57|39|0
none|20160115|43|58|39|0
none|20160215|43|58|39|0
none|20160315|48|61|41|0
none|20160415|48|58|45|0
none|20160515|51|61|47|0
none|20160615|51|64|47|0
none|20160715|49|73|42|0
none|20160815|49|77|42|0
none|20160915|50|71|44|0
none|20161015|47|74|42|0
none|20161115|50|70|43|0
none|20161215|49|74|42|0
none|20170115|49|74|42|0
none|20170215|48|73|42|0
none|20170315|49|77|39|0
none|20170415|49|77|39|0
none|20170515|50|76|43|0
none|20170615|54|81|41|0
none|20170715|23|37|23|0
none|20170815|61|81|40|0
none|20170915|20|38|16|0
none|20171015|54|82|35|0
none|20171115|59|86|35|0
none|20171215|60|81|41|0
none|20180115|64|77|43|0
none|20180215|64|83|44|0
none|20180315|65|85|45|0
none|20180415|66|86|47|0
none|20180515|67|80|51|0
none|20180615|66|78|47|0
none|20180715|64|80|60|0
none|20180815|64|80|60|0
none|20180915|63|85|58|0
none|20181015|60|92|57|0
none|20181115|64|92|65|0
none|20181215|73|91|61|0
none|20190115|71|84|66|0
none|20190215|71|84|66|0
none|20190315|65|89|64|0
none|20190415|65|89|69|0
none|20190515|65|87|75|0
none|20190615|61|92|67|0
none|20190715|61|92|67|0
none|20190815|65|93|71|0
none|20190915|65|93|71|0
none|20191015|66|103|74|0
none|20191115|75|97|77|0
none|20191215|66|97|85|0
none|20200115|67|96|87|0
none|20200215|65|94|80|0
none|20200315|66|100|82|0
none|20200415|68|111|75|0
none|20200515|70|110|69|0
none|20200615|71|109|63|0
none|20200715|72|113|63|1
none|20200815|66|109|64|0
none|20200915|67|121|62|0
none|20201015|62|127|65|0
none|20201115|65|126|62|0
none|20201215|64|121|65|1
none|20210115|61|126|61|1
none|20210215|64|129|63|1
none|20210315|65|129|65|1
none|20210415|62|119|69|1
none|20210515|62|134|74|1
none|20210615|63|149|70|1
none|20210715|62|135|62|1
none|20210815|54|140|56|1
none|20210915|61|146|63|1
none|20211015|65|140|65|1
none|20211115|57|140|62|1
none|20211215|59|135|60|1
none|20220115|57|136|57|1
none|20220215|60|127|56|1
none|20220315|67|126|56|1
none|20220415|63|118|54|1
none|20220515|60|118|49|1
none|20220615|65|116|49|0
none|20220715|64|118|48|0
none|20220815|61|117|45|0
none|20220915|62|118|48|0
none|20221015|59|118|51|0
none|20221115|59|112|54|0
none|20221215|61|107|57|0
none|20230115|51|108|55|0
none|20230215|56|109|54|0
none|20230315|59|111|59|0
none|20230415|58|102|50|0
none|20230515|61|95|54|0
none|20230615|52|87|55|0
none|20230715|51|83|51|0
none|20230815|53|87|45|0
none|20230915|60|82|45|0
none|20231015|42|75|40|0
none|20231115|40|66|34|0
none|20231215|31|65|35|0
none|20240115|28|54|35|0
none|20240215|28|45|37|0
none|20240315|26|37|33|0
none|20240415|25|32|28|0
none|20240515|18|28|29|0
none|20240615|11|21|25|0
