region|date|from1to24|from25to49|from50to74|from75to99
afrinic|20140615|165|113|27|0
afrinic|20140715|158|116|29|0
afrinic|20140815|162|122|23|0
afrinic|20140915|172|120|26|0
afrinic|20141015|166|122|21|1
afrinic|20141115|165|127|18|1
afrinic|20141215|167|120|26|1
afrinic|20150115|173|115|25|1
afrinic|20150215|172|120|25|1
afrinic|20150315|175|118|26|1
afrinic|20150415|175|117|29|1
afrinic|20150515|171|122|30|1
afrinic|20150615|168|123|30|1
afrinic|20150715|178|123|35|1
afrinic|20150815|182|122|35|1
afrinic|20150915|182|125|37|1
afrinic|20151015|180|128|33|1
afrinic|20151115|189|123|31|1
afrinic|20151215|184|131|29|1
afrinic|20160115|184|134|28|1
afrinic|20160215|191|138|28|1
afrinic|20160315|185|142|26|1
afrinic|20160415|188|146|32|1
afrinic|20160515|191|144|30|1
afrinic|20160615|190|155|28|1
afrinic|20160715|197|149|25|1
afrinic|20160815|218|161|26|1
afrinic|20160915|216|163|24|1
afrinic|20161015|219|162|29|1
afrinic|20161115|228|162|26|1
afrinic|20161215|225|168|22|1
afrinic|20170115|228|161|23|1
afrinic|20170215|229|161|21|1
afrinic|20170315|236|154|24|1
afrinic|20170415|229|161|27|1
afrinic|20170515|240|156|28|1
afrinic|20170615|234|167|26|1
afrinic|20170715|249|150|28|1
afrinic|20170815|253|163|27|1
afrinic|20170915|251|177|27|1
afrinic|20171015|254|173|31|1
afrinic|20171115|268|168|25|1
afrinic|20171215|262|166|22|1
afrinic|20180115|244|172|27|1
afrinic|20180215|241|170|27|1
afrinic|20180315|258|169|24|1
afrinic|20180415|251|178|24|1
afrinic|20180515|263|175|28|1
afrinic|20180615|271|184|28|0
afrinic|20180715|278|174|32|0
afrinic|20180815|281|179|33|0
afrinic|20180915|278|191|26|0
afrinic|20181015|272|200|26|0
afrinic|20181115|280|187|33|0
afrinic|20181215|277|183|34|0
afrinic|20190115|282|181|40|0
afrinic|20190215|275|193|37|0
afrinic|20190315|274|202|38|0
afrinic|20190415|285|191|42|0
afrinic|20190515|292|199|38|0
afrinic|20190615|297|195|37|0
afrinic|20190715|297|200|36|0
afrinic|20190815|301|201|36|0
afrinic|20190915|300|208|32|0
afrinic|20191015|307|208|31|0
afrinic|20191115|309|212|38|0
afrinic|20191215|302|211|39|0
afrinic|20200115|305|203|44|0
afrinic|20200215|310|204|48|0
afrinic|20200315|310|214|41|0
afrinic|20200415|312|214|46|0
afrinic|20200515|322|217|44|0
afrinic|20200615|324|230|43|0
afrinic|20200715|317|235|46|0
afrinic|20200815|311|232|46|0
afrinic|20200915|317|227|42|0
afrinic|20201015|315|222|43|0
afrinic|20201115|319|221|48|0
afrinic|20201215|331|225|53|0
afrinic|20210115|326|226|49|0
afrinic|20210215|333|225|50|0
afrinic|20210315|336|230|49|0
afrinic|20210415|340|234|49|0
afrinic|20210515|354|226|53|0
afrinic|20210615|340|242|49|0
afrinic|20210715|350|242|49|0
afrinic|20210815|354|241|48|0
afrinic|20210915|351|247|54|0
afrinic|20211015|355|245|54|0
afrinic|20211115|354|248|54|0
afrinic|20211215|366|257|49|0
afrinic|20220115|367|256|49|0
afrinic|20220215|372|250|47|0
afrinic|20220315|374|251|49|0
afrinic|20220415|376|250|54|0
afrinic|20220515|371|250|52|0
afrinic|20220615|386|254|52|0
afrinic|20220715|378|257|52|0
afrinic|20220815|379|261|52|0
afrinic|20220915|377|268|53|0
afrinic|20221015|377|263|57|0
afrinic|20221115|379|264|61|0
afrinic|20221215|381|254|67|0
afrinic|20230115|384|255|64|0
afrinic|20230215|383|263|65|0
afrinic|20230315|387|267|64|0
afrinic|20230415|383|267|63|0
afrinic|20230515|391|258|68|0
afrinic|20230615|391|255|67|0
afrinic|20230715|396|261|61|0
afrinic|20230815|394|275|61|0
afrinic|20230915|399|265|61|0
afrinic|20231015|399|281|53|0
afrinic|20231115|401|278|60|0
afrinic|20231215|403|270|54|0
afrinic|20240115|401|277|58|0
afrinic|20240215|409|271|56|0
afrinic|20240315|419|246|58|0
afrinic|20240415|423|268|53|0
afrinic|20240515|416|269|56|0
afrinic|20240615|410|273|56|0
apnic|20140615|1120|685|166|0
apnic|20140715|1069|663|113|0
apnic|20140815|1082|670|103|0
apnic|20140915|1135|705|167|0
apnic|20141015|1135|713|158|0
apnic|20141115|1136|716|168|0
apnic|20141215|1142|719|156|0
apnic|20150115|1159|724|154|0
apnic|20150215|1156|734|158|0
apnic|20150315|1156|718|155|0
apnic|20150415|1181|733|167|0
apnic|20150515|1213|742|161|0
apnic|20150615|1201|699|107|0
apnic|20150715|1222|695|110|0
apnic|20150815|1252|733|159|0
apnic|20150915|1267|741|163|0
apnic|20151015|1258|728|154|0
apnic|20151115|1251|731|105|0
apnic|20151215|1260|737|103|0
apnic|20160115|1304|760|164|0
apnic|20160215|1314|775|165|0
apnic|20160315|1308|779|156|0
apnic|20160415|1341|777|156|0
apnic|20160515|1333|808|156|0
apnic|20160615|1360|801|150|0
apnic|20160715|1376|818|163|0
apnic|20160815|1398|821|166|0
apnic|20160915|1382|839|163|0
apnic|20161015|1389|852|162|0
apnic|20161115|1373|843|160|0
apnic|20161215|1389|862|162|0
apnic|20170115|1403|867|175|0
apnic|20170215|1397|862|157|0
apnic|20170315|1435|884|163|0
apnic|20170415|1440|908|164|0
apnic|20170515|1437|899|181|0
apnic|20170615|1440|916|156|0
apnic|20170715|1442|903|160|0
apnic|20170815|1459|915|160|0
apnic|20170915|1526|958|149|0
apnic|20171015|1556|1000|149|0
apnic|20171115|1558|1026|140|0
apnic|20171215|1479|951|146|0
apnic|20180115|1472|958|146|0
apnic|20180215|1467|983|150|0
apnic|20180315|1502|1049|147|0
apnic|20180415|1532|1041|147|1
apnic|20180515|1554|1029|147|1
apnic|20180615|1567|1028|141|1
apnic|20180715|1571|1027|143|1
apnic|20180815|1556|1020|151|1
apnic|20180915|1565|1002|156|1
apnic|20181015|1545|1020|147|1
apnic|20181115|1552|1020|178|1
apnic|20181215|1572|1019|170|1
apnic|20190115|1585|1040|168|1
apnic|20190215|1568|1057|143|1
apnic|20190315|1570|1062|141|1
apnic|20190415|1584|1071|147|1
apnic|20190515|1607|1079|150|0
apnic|20190615|1617|1078|145|0
apnic|20190715|1629|1086|142|0
apnic|20190815|1647|1096|146|0
apnic|20190915|1646|1113|148|0
apnic|20191015|1619|1091|152|0
apnic|20191115|1640|1131|150|0
apnic|20191215|1643|1138|142|0
apnic|20200115|1633|1140|136|0
apnic|20200215|1647|1171|134|0
apnic|20200315|1658|1205|134|0
apnic|20200415|1670|1214|136|0
apnic|20200515|1656|1221|132|0
apnic|20200615|1670|1234|133|0
apnic|20200715|1709|1234|141|0
