#region|date|total_ases|use_selective
ripencc|20220115|28365|7399
ripencc|20220215|28367|7401
ripencc|20220315|28277|7422
ripencc|20220415|28294|7382
ripencc|20220515|28323|7467
ripencc|20220615|28333|7529
ripencc|20220715|28431|7637
ripencc|20220815|28417|7497
ripencc|20220915|28431|7569
ripencc|20221015|28353|7553
ripencc|20221115|28341|7524
ripencc|20221215|28367|7469
ripencc|20230115|28398|7508
ripencc|20230215|28382|7427
ripencc|20230315|28440|7443
ripencc|20230415|28517|7524
ripencc|20230515|28515|7514
ripencc|20230615|28534|7484
ripencc|20230715|28532|7422
ripencc|20230815|28570|7550
ripencc|20230915|28597|7568
ripencc|20231015|28645|7583
ripencc|20231115|28676|7631
ripencc|20231215|28682|7529
ripencc|20240115|28700|7579
ripencc|20240215|28734|7481
ripencc|20240315|28776|7582
ripencc|20240415|28807|7609
ripencc|20240515|28844|7618
ripencc|20240615|28872|7683
internet|20140615|46690|13668
internet|20140715|47038|13880
internet|20140815|47308|14001
internet|20140915|47626|14183
internet|20141015|47873|14237
internet|20141115|48134|14394
internet|20141215|48449|14507
internet|20150115|48663|14679
internet|20150215|48955|14743
internet|20150315|49173|14844
internet|20150415|49539|14948
internet|20150515|49882|15009
internet|20150615|50117|15083
internet|20150715|50411|15140
internet|20150815|50643|15274
internet|20150915|50948|15371
internet|20151015|51265|15467
internet|20151115|51522|15628
internet|20151215|51833|15759
internet|20160115|52037|15896
internet|20160215|52343|16089
internet|20160315|52648|16270
internet|20160415|52990|16358
internet|20160515|53295|16462
internet|20160615|53604|16601
internet|20160715|53912|16682
internet|20160815|54239|16901
internet|20160915|54533|16998
internet|20161015|54757|17005
internet|20161115|55009|17110
internet|20161215|55338|17176
internet|20170115|55545|17216
internet|20170215|55848|17470
internet|20170315|56155|17703
internet|20170415|56467|17803
internet|20170515|56757|17920
internet|20170615|57150|18023
internet|20170715|57393|18040
internet|20170815|57685|18283
internet|20170915|58010|18466
internet|20171015|58277|18645
internet|20171115|58614|18933
internet|20171215|58977|18796
internet|20180115|59151|18763
internet|20180215|59485|18931
internet|20180315|59762|19258
internet|20180415|60080|19754
internet|20180515|60426|19765
internet|20180615|60676|20019
internet|20180715|60903|19840
internet|20180815|61269|20046
internet|20180915|61581|20074
internet|20181015|61894|20189
internet|20181115|62263|20400
internet|20181215|62512|20421
internet|20190115|62695|20495
internet|20190215|63044|20596
internet|20190315|63356|20784
internet|20190415|63681|20665
internet|20190515|63980|20921
internet|20190615|64291|20913
internet|20190715|64654|21008
internet|20190815|64958|21145
internet|20190915|65317|21345
internet|20191015|65656|21591
internet|20191115|65992|21815
internet|20191215|66254|21648
internet|20200115|66513|21953
internet|20200215|66834|21984
internet|20200315|67247|22322
internet|20200415|67532|22458
internet|20200515|67807|22579
internet|20200615|68104|22659
internet|20200715|68434|22821
internet|20200815|68852|23036
internet|20200915|69205|23184
internet|20201015|69472|23285
internet|20201115|69735|23244
internet|20201215|70040|23548
internet|20210115|70088|23498
internet|20210215|70369|23529
internet|20210315|70612|23712
internet|20210415|70888|23879
internet|20210515|71018|23880
internet|20210615|71254|23945
internet|20210715|71417|23935
internet|20210815|71581|24159
internet|20210915|71887|24367
internet|20211015|71920|24678
internet|20211115|72181|24491
internet|20211215|72268|24385
internet|20220115|72503|24660
internet|20220215|72679|24729
internet|20220315|72667|24719
internet|20220415|72819|24648
internet|20220515|73002|24733
internet|20220615|73107|24909
internet|20220715|73427|25217
internet|20220815|73482|25050
internet|20220915|73680|25205
internet|20221015|73576|25078
internet|20221115|73643|24912
internet|20221215|73776|24964
internet|20230115|73893|25027
internet|20230215|73905|25001
internet|20230315|74024|25006
internet|20230415|74250|25197
internet|20230515|74265|25193
internet|20230615|74355|25162
internet|20230715|74375|25154
internet|20230815|74498|25835
internet|20230915|74634|25981
internet|20231015|74769|25987
internet|20231115|74855|25936
internet|20231215|74952|25825
internet|20240115|75045|25877
internet|20240215|75152|25455
internet|20240315|75280|25890
internet|20240415|75409|26117
internet|20240515|75606|26165
internet|20240615|75657|26237
