#as_origin|region|country|as_type|prefix01(neighbors_announced);prefix02(neighbors_announced);...
36629|arin|US|none|2001:503:91ef::/48(3356,3549);2620:74:19::/48(3356,3549);2001:500:856e::/48(3356,3549);2001:503:c27::/48(3356);2001:503:d414::/48(3356,3549);2001:500:7967::/48(3356,3549);2001:500:d937::/48(3356);2001:503:231d::/48(3356);2001:503:83eb::/48(3356);2001:503:a83e::/48(3356);2001:503:cc2c::/48(3356)
36630|arin|US|none|2001:500:ed30::/48(3491,2914)
36631|arin|US|none|2001:500:856e::/48(2516);2001:503:4872::/48(10026,2516);2001:503:d414::/48(10026)
36632|arin|US|none|2001:503:d414::/48(7342,3549);2001:503:e8ef::/48(7342,2914,3549);2620:74:19::/48(3549)
36646|arin|US|isp|2001:4998:44::/46(10310);2001:4998:efeb::/48(10310)
36647|arin|US|isp|2001:4998:c::/46(10310);2001:4998:eff5::/48(10310)
36667|arin|US|business|2620:109:6000::/44(6128,174);2620:109:6000::/48(6128);2620:109:6001::/48(12033);2620:109:6002::/48(174)
36671|arin|US|business|2620:106:3000::/40(174,3356)
36683|arin|US|education|2607:cf00:8000::/33(6939)
36687|arin|US|isp|2604:9200::/32(174,6939,6461)
36692|arin|US|hosting|2620:0:cc0::/48(3257,3356,2914);2620:0:cc1::/48(3257,3356,2914);2620:0:cc3::/48(3257,3356,2914);2620:0:cc4::/48(1103,12859,6939,3257,34288,3356,2914,9002,50300);2620:0:cc5::/48(3257,2914,6939);2620:0:cc6::/48(3257,3356,2914,6939);2620:0:cc7::/48(29686,3356,6939,34288);2620:0:cc8::/48(3257,3356,2914,6939);2620:0:cc9::/48(6939,3257,3356,2914,9002);2620:0:cca::/48(3257,2914,6939);2620:0:ccb::/48(6939,3257,16735,3356,2914,9002);2620:0:ccc::/48(1103,12859,6939,3257,34288,16735,22652,3356,2914,9002,50300);2620:0:ccd::/48(1103,12859,6939,3257,34288,16735,22652,3356,2914,9002,50300);2620:0:cce::/48(2914,6939);2620:0:ccf::/48(2914,4637);2620:119:10::/48(3257,3356,22652);2620:119:11::/48(3257)
36711|arin|US|business|2620:3a:4000::/44(4323);2620:3a:400a::/48(4323);2620:3a:400b::/48(4323);2620:3a:400c::/48(4323);2620:3a:400d::/48(4323)
36726|arin|US|business|2620:d1:8000::/48(22958)
36728|arin|US|isp|2600:b00::/28(3356,6939);2607:f3e8::/32(3356,6939)
36731|arin|CA|hosting|2602:ffc1::/36(22652,6939)
36752|arin|US|isp|2001:4998:28::/46(10310);2001:4998:2c::/46(10310)
36786|arin|CA|education|2620:0:1af0::/48(376)
36791|arin|US|hosting|2001:470:50::/48(6939)
36805|arin|US|none|2a00:95c0:c000::/48(3257,1299,3356)
36810|arin|PR|none|2001:500:10::/48(23114)
36811|arin|US|isp|2620:64::/48(30170)
36816|arin|US|none|2607:f9f8::/32(174)
36850|arin|US|education|2610:28:3090::/48(81)
36856|arin|US|business|2620:101:8000::/40(1299,6461);2620:101:8001::/48(12182,9002,6939,3549)
36867|afrinic|SC|business|2001:42e0::/32(6939)
36868|afrinic|MU|isp|2c0f:fe68::/32(37271)
36884|afrinic|MA|isp|2c0f:fa18::/32(3320)
36909|afrinic|TZ|isp|2c0f:fd20::/32(37084)
36910|afrinic|ZA|none|2001:4330::/32(37105,3741,6939)
36913|afrinic|MW|business|2c0f:fac0::/32(37100)
36914|afrinic|KE|education|2c0f:fe08::/32(36944)
36915|afrinic|KE|isp|2001:4370::/32(37273)
36925|afrinic|MA|isp|2c0f:fb20::/32(5511,174);2c0f:fb20:c000::/36(5511,174);2c0f:fb20:d000::/36(5511,174);2c0f:fb20:e000::/36(5511,174);2c0f:fb20:f000::/36(5511,174)
36930|afrinic|TZ|isp|2c0f:fdc0::/32(8966)
36937|afrinic|ZA|isp|2001:42a8::/32(6453)
36943|afrinic|ZA|hosting|2c0f:fe90::/32(37105)
36944|afrinic|ZA|education|2001:43f8:20::/48(12859,6762,6939,5580,8426,57463,50763,6667,29140,20965,9002,4589,31019,42708,13237,50300,13030,34288,2914,25220,34309)
36947|afrinic|DZ|isp|2c0f:f858::/32(57023)
36958|afrinic|SC|isp|2c0f:fef0::/32(3356)
36959|afrinic|ZM|business|2c0f:feb8::/32(36994,6939)
36965|afrinic|TZ|isp|2001:43a0::/32(37100)
36982|afrinic|ZA|education|2001:43f8:70::/45(2018)
36991|afrinic|UG|none|2c0f:fec0::/32(5511)
36992|afrinic|EG|isp|2001:42b8:1400::/48(6453);2c0f:fc88::/32(6453,6762);2c0f:fc88::/48(6453)
36994|afrinic|ZA|isp|2c0f:fe48:800::/40(3257,1273,3356)
36998|afrinic|SD|isp|2c0f:faa0::/32(59605)
37002|afrinic|RE|isp|2c0f:f918:4000::/48(174);2c0f:f918:4001::/48(174)
37011|afrinic|AO|isp|2c0f:fa80::/32(1103,12859,6939,13030,8218,34288,37105,41695,9002,13237,43531,34309,50300)
37013|afrinic|TZ|hosting|2c0f:fd10::/32(9498)
37043|afrinic|ZM|none|2c0f:fe80::/32(30844)
37044|afrinic|KE|business|2c0f:ff18::/32(37273,6939)
37045|afrinic|TZ|hosting|2001:43f8:e0::/48(37084,6939)
37047|afrinic|MZ|none|2c0f:f968::/32(6939)
37049|afrinic|ZA|isp|2c0f:fdc8::/32(37105)
37053|afrinic|ZA|isp|2c0f:f800::/28(3741)
37061|afrinic|KE|isp|2001:43d0::/32(33771)
37074|afrinic|GH|education|2001:43e0::/32(6939)
37084|afrinic|TZ|isp|2001:4258::/32(37100,6453)
37100|afrinic|MU|hosting|2c0f:feb0::/32(12859,6939,5580,44953,3356,50763,8365,6667,1103,29140,8218,9002,4589,31019,42708,174,50300,13237,6453,13030,3257,34288,37105,41695,2914,25220,1299,34309);2c0f:feb1::/32(12859,6939,5580,44953,50763,8365,6667,1103,29140,8218,9002,4589,31019,42708,174,50300,13237,6453,13030,3257,34288,37105,41695,2914,25220,1299,34309);2c0f:feb1::/48(12859,6939,5580,44953,50763,8365,6667,1103,29140,8218,9002,4589,31019,42708,174,13237,6453,13030,3257,34288,41695,2914,25220,1299,34309);2c0f:feb1:99::/48(12859,6939,5580,44953,50763,8365,6667,1103,29140,8218,9002,4589,31019,42708,174,13237,6453,13030,34288,41695,2914,25220,1299,34309)
37105|afrinic|ZA|isp|2001:43e8::/32(3741,3356,6939,30844);2001:43f8:360::/48(6939,30844);2c0f:fb40::/32(3741,3356,6939,30844)
37143|afrinic|TZ|isp|2c0f:fb88::/32(37084)
37148|afrinic|NG|isp|2c0f:f9e0::/48(1299)
37153|afrinic|ZA|hosting|2c0f:fce8::/34(37179);2c0f:fce8:4000::/34(37179)
37168|afrinic|ZA|isp|2c0f:ff08::/32(2914,6762)
37177|afrinic|MU|hosting|2001:43f8:120::/48(33764)
37179|afrinic|ZA|isp|2c0f:fe18::/32(5580,174,3356,6939)
37181|afrinic|MU|business|2001:43f8:110::/48(33764)
37187|afrinic|MW|isp|2001:43f8:380::/48(6453,6939);2c0f:fd50::/32(6453,6939)
37197|afrinic|SD|none|2c0f:fec8::/32(15706);2c0f:fec8:1a::/48(15706)
37213|afrinic|TZ|none|2c0f:fb78::/32(37100)
37253|afrinic|ZA|none|2c0f:fda0::/32(1103,6939,8218,34288,37105,41695,3356,9002,13237,34309,50300)
37271|afrinic|ZA|isp|2c0f:fa90::/32(3741,3356)
37273|afrinic|UG|isp|2c0f:ffa0::/32(9498)
37282|afrinic|NG|hosting|2c0f:fc98::/32(6453,3549);2c0f:fc98::/36(6453,3549);2c0f:fc98:100::/40(6453,3549);2c0f:fc98:200::/48(6453,3549);2c0f:fc98:201::/48(6453,3549);2c0f:fc98:202::/48(6453,3549);2c0f:fc98:203::/48(6453,3549);2c0f:fc98:204::/48(6453,3549);2c0f:fc98:500::/48(6453,3549);2c0f:fc98:501::/48(6453,3549);2c0f:fc98:502::/48(6453,3549);2c0f:fc98:503::/48(6453,3549);2c0f:fc98:504::/48(6453,3549);2c0f:fc98:1200::/48(6453,3549)
37304|afrinic|GH|business|2001:43f8:240::/47(6939);2001:43f8:241::/48(6939)
37305|afrinic|KE|isp|2c0f:fc70::/32(6762)
37312|afrinic|ZA|business|2001:43f8:2c0::/48(36937,6939)
37323|afrinic|GM|isp|2c0f:fcb8::/32(6939)
37334|afrinic|ZA|isp|2c0f:ff30::/32(37105)
37349|afrinic|TZ|isp|2c0f:fda8::/32(6939)
37354|afrinic|KE|hosting|2001:43f8:6e0::/48(6939)
37364|afrinic|TZ|business|2001:43f8:330::/48(37084)
37386|afrinic|UG|none|2001:43f8:130::/48(36991)
37406|afrinic|SS|isp|2c0f:f690::/32(6939)
37419|afrinic|TZ|business|2001:43f8:610::/48(37013)
37492|afrinic|TN|isp|2c0f:fab0:1000::/48(5511)
37501|afrinic|ZA|education|2001:43f8:770::/46(2018)
37503|afrinic|GM|isp|2c0f:f890::/32(8657)
37513|afrinic|NA|education|2001:43f8:80::/48(16637)
37520|afrinic|ZA|education|2001:4200:1010::/48(2018);2001:4200:1011::/48(2018);2001:4200:1018::/45(2018);2001:43f8:750::/45(36937,2018)
37555|afrinic|NG|none|2001:43f8:780::/48(37148)
37560|afrinic|LR|none|2001:67c:1350::/48(42708,6939);2c0f:f930::/32(42708,6939)
37596|afrinic|ZA|none|2c0f:f970::/32(6939)
37618|afrinic|ZA|isp|2c0f:f6e0::/32(37195)
37661|afrinic|NG|education|2c0f:f638::/32(30988)
37674|afrinic|MU|none|2c0f:f9b8:a::/48(30999,6939)
37918|apnic|JP|business|2001:df0:45::/48(2497)
37944|apnic|CN|none|2001:cc0::/32(18344);2001:cc0:2016::/48(7497);2001:cc0:201e::/48(7497);2001:cc0:2020::/48(7497);2001:cc0:2026::/48(7497);2001:cc0:202a::/48(7497);2001:cc0:202e::/48(7497);2001:cc0:2044::/48(7497);2402:1000::/32(18344)
37963|apnic|CN|business|2401:2e00::/32(24367)
37984|apnic|JP|none|2405:d200::/32(4713,2907)
37989|apnic|SG|hosting|2405:fc00::/48(4844)
37992|apnic|TH|education|2001:fb0:100e::/48(7470);2001:fb0:100f::/48(7470);2404:140::/32(7470)
37996|apnic|AU|none|2401:400::/32(4826,703)
38001|apnic|SG|hosting|2406:f400::/32(4657,1273,6939);2407:2f00::/32(1273,6939)
38005|apnic|MY|business|2407:4000::/32(2042);2407:4000:2::/48(2042);2407:4000:3::/48(2042);2407:4000:5::/48(2042)
38016|apnic|AU|isp|2001:7010::/48(6939);2003:7010::/48(6939);2406:c800:80::/41(17746);2406:c800:f000::/48(6939)
38022|apnic|NZ|education|2404:138::/48(38018);2404:138:39::/48(9503,38018);2404:138:45::/48(7575);2404:138:4009::/48(9503,38018);2404:138:4011::/48(7575);2404:139:300::/43(38018);2404:139:1c00::/43(7575)
38039|apnic|LK|none|2401:7900::/32(9329)
38040|apnic|TH|hosting|2001:df0:62::/48(1273,6939,7018,3356,2914,4635,10026,3491,174)
38044|apnic|MY|business|2400:7400::/32(4788,18206)
38062|apnic|AU|none|2401:ed00::/32(4739,1221)
38064|apnic|NZ|isp|2001:dce:1000::/48(9560);2001:dce:8800::/48(9560)
38082|apnic|TH|isp|2405:4000::/32(12859,5580,3549,44953,1836,57463,50763,6667,1103,29140,16735,9002,31019,42708,174,7473,50300,13237,1273,6453,34288,2497,2914,25220)
38083|apnic|AU|education|2403:3b00::/32(7575)
38148|apnic|ID|hosting|2401:9b00::/32(45147,6939);2401:9b00::/48(45147);2401:9b00:1a::/48(45147);2401:9b00:1e::/48(45147);2401:9b00:1f::/48(45147);2401:9b00:11e::/48(45147);2401:9b00:122::/48(45147);2401:9b00:145::/48(45147);2401:9b00:1440::/48(45147);2401:9b00:9b00::/48(45147);2401:9b00:bd00::/48(45147);2401:9b00:dead::/48(45147)
38149|apnic|ID|business|2407:f200::/32(45147,3491)
38154|apnic|ID|hosting|2001:f20:f000::/48(2914);2001:f20:f100::/48(6453)
38158|apnic|ID|isp|2402:9800::/32(1273,6453,6939,2914,1299,7473)
38185|apnic|IN|business|2404:4100::/48(4755)
38186|apnic|HK|isp|2404:ee00::/32(10026,4635,6939)
38193|apnic|PK|hosting|2404:d400::/32(553,31025,25560,286,29140,8529,34288,6695,8218,9002,3356,174,31019,25220,42708,7473,34309,13237)
38195|apnic|AU|isp|2404:c600::/32(4826)
38197|apnic|HK|none|2403:ea00::/32(10026,4635);2404:6700::/48(10026)
38199|apnic|MY|none|2402:9a00::/32(2914);2402:9a00:1000::/36(2914);2402:9a00:2000::/36(2914)
38200|apnic|BD|hosting|2401:580::/32(58629)
38224|apnic|IN|business|2405:e200::/32(4755)
38227|apnic|WS|isp|2407:2800::/32(4323)
38229|apnic|LK|education|2401:dd00::/32(24490,9329)
38248|apnic|VN|hosting|2401:b800::/32(6939)
38258|apnic|SG|business|2400:3c00::/32(10026,2914)
38264|apnic|PK|isp|2402:fd00::/32(38193)
38278|apnic|MY|hosting|2400:7c00::/32(132837,9304)
38280|apnic|AU|education|2404:2400:200::/48(7473,24514)
38285|apnic|AU|none|2403:9e00:b::/48(7474);2403:9e00:1f::/48(1221)
38294|apnic|NZ|business|2400:c000::/32(38477)
38295|apnic|AU|business|2400:f900::/32(7474)
38299|apnic|NZ|business|2404:138:40::/48(38022);2404:138:44::/48(38022);2404:138:46::/48(38022);2404:138:47::/48(38022);2404:138:4000::/48(38022);2404:138:4211::/48(38022);2404:138:4222::/48(38022);2404:138:4230::/48(38022);2404:138:4231::/48(38022)
38307|apnic|AU|none|2401:8c01::/32(7575)
38321|apnic|SG|business|2406:4800::/40(1273,2914,6939)
38322|apnic|MY|isp|2401:3c00::/32(2914,6939)
38328|apnic|TH|government|2401:4f00::/32(9931)
38331|apnic|ID|business|2001:df0:426::/48(7713)
38332|apnic|AU|business|2407:6e00:4::/48(174,6939);2407:6e00:253::/48(6939)
38345|apnic|CN|hosting|2401:8d00::/48(4635,4641);2401:8d00:1::/48(7497,6453,6939,4641,4635);2401:8d00:3::/48(7497,6939);2401:8d00:4::/48(7497,6939);2401:8d00:5::/48(6453);2401:8d00:6::/48(6453)
38442|apnic|FJ|isp|2401:5100::/32(1273)
38450|apnic|TH|government|2403:5400::/32(38040,9931);2403:5400:f800::/48(9931)
38456|apnic|AU|isp|2406:5e00::/48(10026,4826);2406:5e00:1::/48(10026,4826);2406:5e00:2::/48(10026,4826);2406:5e00:4::/48(4826);2406:5e00:5::/48(4826)
38457|apnic|IN|isp|2401:4800::/32(9498);2401:4800:230::/48(9498);2401:4800:bad::/48(9498);2401:4800:e42::/48(9498);2401:4800:f86::/48(9498);2401:4800:2011::/48(9498);2401:4800:2021::/48(9498);2401:4800:3021::/48(9498);2401:4800:ac00::/48(9498);2401:4800:bad2::/48(9498);2401:4800:bb50::/48(9498);2401:4800:bb74::/48(9498);2401:4800:f210::/48(9498);2401:4800:f226::/48(9498)
38462|apnic|JP|business|2405:8000::/32(10026,2914)
38466|apnic|MY|isp|2405:3800::/32(9304)
38470|apnic|AU|government|2400:b300::/32(7718,1221);2400:b300::/34(7718,1221);2400:b300:4000::/34(7718,1221);2400:b300:8000::/34(7718,1221);2400:b300:c000::/34(7718,1221)
38474|apnic|AU|government|2405:7100::/33(7575);2405:7100:8000::/33(7575)
38477|apnic|NZ|hosting|2401:f000::/32(4826)
38478|apnic|HK|hosting|2400:f100::/48(10026,4635,6939);2400:f100:1::/48(10026,4635,6939);2400:f100:2::/48(10026,4635,6939)
38496|apnic|ID|isp|2401:2400::/32(3491);2401:2400::/48(3491);2401:2400:1::/48(3491);2401:2400:1000::/36(3491)
38500|apnic|ID|isp|2403:2700:a::/48(4795);2403:2700:b::/48(4795);2403:2700:d::/48(4795);2403:2700:b2::/48(4761);2403:2700:b3::/48(4761);2403:2700:c0ff::/48(4795)
38506|apnic|ID|isp|2403:b200:a99c::/48(17996)
38511|apnic|ID|isp|2404:cf00::/32(58552,55818);2404:cf00:b::/48(55818);2404:cf00:efa::/48(55818)
38515|apnic|ID|isp|2402:600::/32(4761)
38529|apnic|IN|business|2402:8e00::/32(4755);2402:8e00:1::/48(9498)
38532|apnic|SG|hosting|2407:d200::/32(10026,3758)
38536|apnic|IN|business|2402:ef0e::/32(4755)
38544|apnic|AU|none|2402:9400::/32(2914)
38566|apnic|TH|hosting|2403:2800::/32(4651,38082,2914)
38567|apnic|ID|business|2001:df0:65::/48(10217)
38574|apnic|HK|government|2001:df0:22b::/48(4635,6939)
38584|apnic|PK|business|2400:1a80::/32(38193)
38585|apnic|CN|none|2402:2000::/32(24350)
38590|apnic|NZ|business|2001:df0:dc::/48(38477)
38592|apnic|BD|isp|2402:2300::/32(58717)
38620|apnic|AU|business|2405:d600::/32(10084)
38621|apnic|SG|none|2402:6800:730::/48(3491,4637);2607:f4e8:ac::/48(4637)
38622|apnic|AU|isp|2402:6800:740::/48(4648,30071)
38625|apnic|IN|isp|2402:2800::/32(4755,18101)
38626|apnic|NZ|business|2001:df7:3000::/47(23655);2001:df7:3000::/48(38022);2001:df7:3001::/48(38022)
38628|apnic|JP|isp|2401:e700::/32(2497)
38629|apnic|JP|business|2001:df0:43::/48(2914)
38635|apnic|JP|education|2001:df0:eb::/48(2500)
38636|apnic|JP|hosting|2401:bd00::/32(2497,2914,2516);2401:bd00:b001::/48(2497,2516);2401:bd00:b002::/48(2497,2516);2401:bd00:dc01::/48(2497,2516);2401:bd00:dc02::/48(2497,2914)
38639|apnic|JP|business|2402:c800::/32(2914,9002)
38648|apnic|JP|business|2402:3b00::/32(2516)
38651|apnic|JP|business|2401:f100::/32(2518,17676)
38652|apnic|JP|hosting|2406:b800::/32(4713)
38689|apnic|KR|none|2406:2000:104::/46(10310)
38712|apnic|BD|isp|2400:5800::/32(132267,58656);2400:5800:4::/48(58656)
38716|apnic|AU|hosting|2402:1300::/32(38809,10084)
38719|apnic|AU|hosting|2400:6d80::/32(38809,10143);2407:4c00::/32(38809,10143);2a00:fd80:aaaa::/48(38809,10143)
38726|apnic|VN|isp|2400:bc80::/32(4635,2914,6939)
38742|apnic|AF|isp|2400:e500::/32(38264)
38758|apnic|ID|isp|2404:3e00::/48(55658);2404:3e00:1::/48(55658);2404:3e00:2::/48(55658);2404:3e00:3::/48(55658);2404:3e00:8::/48(55658);2404:3e00:9::/48(55658);2404:3e00:a::/48(55658);2404:3e00:b::/48(55658);2404:3e00:99::/48(55658);2404:3e00:2000::/48(55658);2404:3e00:4000::/48(55658)
38759|apnic|ID|business|2001:d68::/32(45147,17451,6939,13030);2001:d68:1000::/42(45147,17451,6939,13030);2001:d68:1040::/42(45147,17451,6939,13030);2001:d68:1080::/42(45147,17451,6939,13030);2001:d68:10c0::/42(45147,17451,6939,13030)
38766|apnic|ID|isp|2403:ae00::/32(4761)
38772|apnic|ID|business|2403:af00::/32(6939)
38793|apnic|NZ|isp|2405:a400::/32(4826)
38794|apnic|TH|isp|2001:df0:1e::/48(45796,4651);2400:cd00::/32(45796,4651)
38796|apnic|AU|hosting|2001:dcd:11::/48(4826,2914);2001:dcd:12::/48(4826,2914);2001:dcd:30::/48(4826,2914);2001:dcd:40::/48(4826,2914)
38809|apnic|AU|hosting|2401:1c00::/32(7474,2914);2401:1c00:3080::/48(7474,2914);2402:bd00::/32(2914,30071);2401:1c00:6000::/40(7606)
38819|apnic|HK|isp|2403:1000:1::/48(2914,4637);2403:1000:10::/44(2914,4637);2403:1000:20::/44(2914,4637);2403:1000:4000::/36(2914,4637);2403:1000:5000::/36(2914,4637)
38826|apnic|AU|isp|2400:5000::/32(4826)
38830|apnic|AU|business|2001:df0:218::/48(38809)
38836|apnic|AU|none|2406:e600:1::/48(24130)
38858|apnic|AU|hosting|2401:8c00::/32(38809);2401:8c00::/34(38809);2401:8c00:4000::/34(38809);2401:8c00:8000::/34(38809)
38861|apnic|SG|none|2406:3000:4::/48(1273,6939,13030,5580,8218,3549,3356,4589,1299);2406:3001::/32(6939,13030,5580,8218,3549,4589)
38880|apnic|AU|hosting|2400:9c00::/32(6939,4436,9002,4826,174,45896);2405:c400:175::/48(4826);2405:c400:176::/48(4826)
38883|apnic|AU|isp|2402:7400::/32(4826,4739);2402:7400:5000::/36(4826);2402:7400:6000::/36(4826);2402:7400:7000::/36(4826)
38895|apnic|JP|none|2400:6500::/32(2914)
38901|apnic|KH|isp|2404:300::/32(55329)
38904|apnic|MY|none|2400:3700::/32(4788,9930)
38915|ripencc|NL|business|2a00:1de0::/32(12859,6939,3549,57463,50763,20562,24785,1103,29140,8218,9002,31019,42708,13237,50300,13030,34288,15435,25220)
38917|ripencc|RU|isp|2a04:2cc0::/32(20485);2a04:2cc1::/32(20485);2a04:2cc2::/32(20485);2a04:2cc3::/32(20485);2a04:2cc4::/32(20485);2a04:2cc5::/32(20485);2a04:2cc6::/32(20485);2a04:2cc7::/32(20485)
38924|ripencc|BG|isp|2a00:fc40::/32(41313)
38927|ripencc|DE|hosting|2a02:420::/48(42652);2a02:420:1::/48(42652);2a02:420:2::/48(42652)
38930|ripencc|NL|hosting|2a00:ec8::/32(1299,3549);2a02:1330::/32(1299,3549);2a02:4600::/32(1299)
38951|ripencc|RU|isp|2a03:fe00::/32(42610)
38952|ripencc|CZ|business|2a02:4f0::/32(6939,5588,251,9002,6881)
38955|ripencc|AT|hosting|2a00:1a68::/32(21013,9002);2a00:1a68::/34(21013,9002);2a00:1a68:4000::/34(21013,9002);2a00:1a68:8000::/34(21013,9002);2a00:1a68:c000::/34(21013,9002)
38984|ripencc|RU|isp|2a03:7f00::/32(9002)
38987|ripencc|PL|isp|2a02:22e0::/32(251,6939)
39004|ripencc|NL|none|2001:67c:2854::/48(8455)
39010|ripencc|LB|isp|2a00:1580::/32(6939,30071)
39015|ripencc|BH|none|2a02:c400::/29(41426);2a02:c400:1::/48(41426);2a02:c400:f000::/48(41426);2a02:c400:f001::/48(41426)
39020|ripencc|ES|hosting|2a00:1d70::/32(8220,13030,3257,5580,2914,4589,174);2a03:c7c0::/32(8220,13030,3257,5580,2914,4589,174)
39022|ripencc|NL|hosting|2001:67c:2464::/48(39647)
39028|ripencc|RU|isp|2a02:2698:8400::/38(9049)
39029|ripencc|NO|hosting|2001:67c:21e0::/48(42708,6667,3549);2001:67c:2804::/48(42708,3356,6667,3549);2a02:c0::/32(42708,3356,6667,3549);2a04:ddc0::/29(42708,3356,6667)
39040|ripencc|CH|isp|2a02:388::/32(15576)
39045|ripencc|RU|isp|2a01:b640:7700::/40(9002,12389)
39051|ripencc|FR|none|2a03:7280::/32(3356,702)
39057|ripencc|AT|business|2001:67c:13f8::/48(1853,6830)
39087|ripencc|RU|isp|2a00:1b78::/32(9002)
39090|ripencc|DE|isp|2a02:d180::/29(286,33891)
39093|ripencc|IE|isp|2a02:3d8::/32(3257,3356,43531,174,13237)
39102|ripencc|RU|isp|2a02:1e0::/32(8359)
39104|ripencc|FR|hosting|2a03:c580::/32(6939,13030,5580,8218,34288,3356,9002,31019,29608)
39107|ripencc|RO|none|2a00:ff0:1234::/48(39743,6939)
39120|ripencc|IT|isp|2a01:9a80::/32(1103,12859,6939,1836,3257,29140,13237,50763,34288,44953,3356,9002,31019,25220,42708,50300)
39122|ripencc|IE|hosting|2a01:a8::/32(1299,6939,34288,3356,9002,31019,43531,174,29608,13237)
39131|ripencc|RU|education|2001:b08:7::/48(3267)
39134|ripencc|RU|hosting|2a00:f940:2::/48(28917,9002);2a02:2100::/32(28917,9002)
39138|ripencc|DE|isp|2001:67c:194::/48(12859,6939,5580,44953,8928,50763,8365,6667,1103,29140,8218,9002,31019,42708,13237,50300,34288,41695,2914,25220,34309);2a01:a700::/29(12859,6939,5580,44953,8928,50763,8365,6667,1103,29140,8218,9002,31019,42708,13237,50300,34288,37105,41695,2914,25220,34309);2a01:a700::/32(12859,6939,5580,44953,8928,50763,8365,6667,1103,29140,8218,9002,31019,42708,13237,50300,34288,37105,41695,2914,25220,34309)
39141|ripencc|ES|none|2a01:6840::/32(31479)
39145|ripencc|LI|business|2a02:380::/32(12387,48362);2a03:f80:9001::/48(12387,6939)
39150|ripencc|RU|hosting|2a02:d0c0::/32(31500);2a02:d0c1::/32(31500)
39151|ripencc|DE|isp|2a02:588::/32(3491)
39180|ripencc|FR|isp|2a01:378::/32(12859,6939,3356,286,553,25560,43100,29140,8218,251,9002,31019,42708,174,29608,13237,33843,34288,6695,25220,34309,29686)
39194|ripencc|FI|isp|2a00:7a20::/32(16086)
39197|ripencc|NO|none|2a02:a38::/32(2119);2a03:6780::/48(2119)
39211|ripencc|EE|business|2a01:158::/32(12578,3249)
39216|ripencc|IQ|isp|2a04:2dc0::/48(29049)
39217|ripencc|IT|hosting|2a00:4760::/32(35612)
39218|ripencc|DE|business|2a01:6b20:8000::/34(3320,12843)
39227|ripencc|DE|hosting|2001:67c:2ba8::/48(1299,3356);2a00:1f78:fffe::/48(1299,3356)
39234|ripencc|BE|none|2a00:7000::/32(174)
39242|ripencc|FI|hosting|2a02:ef0::/32(3292)
39250|ripencc|IT|business|2a00:1d68::/32(6939)
39251|ripencc|BG|isp|2a00:1728:7::/48(34224)
39257|ripencc|DE|isp|2a02:8c0::/32(6453)
39263|ripencc|ES|hosting|2a00:a840::/32(2914,31479)
39264|ripencc|RU|isp|2a00:1410::/32(20485,9002)
39265|ripencc|CH|business|2001:67c:21c0::/48(15576,3303)
39279|ripencc|MD|business|2a00:c5a0::/32(31252)
39280|ripencc|AZ|isp|2a03:ba40::/32(29049)
39287|ripencc|SE|hosting|2001:67c:2354::/48(42708,6939);2001:67c:2358::/48(42708,6939);2001:67c:235c::/48(42708,6939)
39288|ripencc|PL|isp|2a02:2928::/32(5580,174,6939)
39290|ripencc|DE|business|2001:4d20:c000::/34(3356)
39293|ripencc|RU|business|2001:67c:244c::/48(43975,12389)
39301|ripencc|EE|none|2a01:1b8::/32(3356)
39309|ripencc|NL|none|2a01:670::/32(12859,6939,3549,44953,3356,1136,57463,50763,8365,1103,29140,9002,4589,31019,42708,13237,50300,13030,34288,25220)
