#origin_as|region|country|as_type|use_selective|selective_prefixes|selective_neighbors|selective_proportion|median_intensity
1|arin|US|isp|True|9|6|1.00|0.17
2|arin|US|education|True|4|4|1.00|0.25
3|arin|US|education|True|41|10|1.00|0.30
4|arin|US|education|True|9|3|1.00|0.67
5|arin|US|none|True|2|2|1.00|0.50
6|arin|US|business|True|20|4|1.00|0.75
7|ripencc|EU|government|True|2|2|1.00|0.50
8|arin|US|education|True|10|5|1.00|0.80
9|arin|US|education|True|8|6|1.00|0.50
10|arin|US|none|False|0|0|0.00|1.00
12|arin|US|education|True|10|6|1.00|0.67
13|arin|US|government|False|0|0|0.00|1.00
14|arin|US|education|True|11|3|0.61|0.50
16|arin|US|government|False|0|0|0.00|1.00
17|arin|US|education|False|0|0|0.00|1.00
18|arin|US|education|True|3|1|0.11|1.00
19|arin|US|business|True|18|2|1.00|0.67
20|arin|US|education|True|1|1|0.00|1.00
21|arin|US|business|False|0|0|0.00|1.00
22|arin|US|government|False|0|0|0.00|1.00
24|arin|US|government|False|0|0|0.00|1.00
25|arin|US|education|False|0|0|0.00|1.00
26|arin|US|education|False|0|0|0.00|1.00
27|arin|US|education|True|5|2|1.00|0.67
29|arin|US|education|True|2|3|0.50|0.80
30|arin|US|education|False|0|0|0.00|1.00
31|arin|US|education|False|0|0|0.00|1.00
32|arin|US|education|False|0|0|0.00|1.00
33|arin|US|business|True|4|1|0.33|1.00
34|arin|US|education|True|4|5|1.00|0.80
37|arin|US|government|False|0|0|0.00|1.00
38|arin|US|education|False|0|0|0.00|1.00
41|arin|US|none|False|0|0|0.00|1.00
42|arin|US|hosting|True|169|81|1.00|0.17
43|arin|US|government|False|0|0|0.00|1.00
44|arin|US|government|False|0|0|0.00|1.00
45|arin|US|education|False|0|0|0.00|1.00
46|arin|US|education|True|3|2|0.01|1.00
47|arin|US|education|True|4|3|1.00|0.67
48|arin|US|government|False|0|0|0.00|1.00
49|arin|US|government|False|0|0|0.00|1.00
50|arin|US|education|True|9|3|1.00|0.67
52|arin|US|education|False|0|0|0.00|1.00
55|arin|US|education|True|10|5|1.00|0.80
57|arin|US|education|True|3|6|1.00|0.83
59|arin|US|education|False|0|0|0.00|1.00
62|arin|US|hosting|True|35|5|1.00|0.60
63|arin|US|education|False|0|0|0.00|1.00
67|arin|US|none|False|0|0|0.00|1.00
68|arin|US|education|False|0|0|0.00|1.00
70|arin|US|government|True|1|2|0.00|1.00
71|arin|US|none|True|33|4|0.50|1.00
72|arin|US|business|True|162|16|1.00|0.12
73|arin|US|education|False|0|0|0.00|1.00
74|arin|CA|none|False|0|0|0.00|1.00
77|arin|US|education|True|7|2|0.98|0.75
78|arin|US|isp|True|8|4|1.00|0.50
80|arin|US|business|False|0|0|0.00|1.00
81|arin|US|education|True|12|5|0.08|1.00
83|arin|US|none|False|0|0|0.00|1.00
84|arin|US|government|False|0|0|0.00|1.00
85|arin|US|business|True|22|2|0.83|0.50
87|arin|US|education|False|0|0|0.00|1.00
88|arin|US|education|False|0|0|0.00|1.00
89|arin|US|government|False|0|0|0.00|1.00
90|arin|US|none|False|0|0|0.00|1.00
91|arin|US|education|True|2|2|0.67|0.50
92|arin|US|education|False|0|0|0.00|1.00
97|arin|US|hosting|False|0|0|0.00|1.00
98|arin|US|education|False|0|0|0.00|1.00
100|arin|US|business|True|7|6|1.00|0.17
101|arin|US|education|True|7|12|1.00|0.83
102|arin|US|government|True|3|2|1.00|0.50
103|arin|US|education|True|20|3|0.45|1.00
104|arin|US|education|False|0|0|0.00|1.00
106|arin|US|business|False|0|0|0.00|1.00
109|arin|US|business|True|75|24|1.00|0.21
111|arin|US|education|True|20|4|1.00|0.50
112|arin|US|hosting|False|0|0|0.00|1.00
114|arin|US|none|False|0|0|0.00|1.00
116|arin|US|business|True|28|4|1.00|0.50
120|arin|US|none|True|3|2|1.00|0.50
122|arin|US|business|True|2|1|0.25|1.00
125|arin|US|business|True|38|4|1.00|0.50
127|arin|US|government|True|4|2|0.03|1.00
130|arin|US|none|False|0|0|0.00|1.00
131|arin|US|education|False|0|0|0.00|1.00
132|arin|US|none|False|0|0|0.00|1.00
137|ripencc|EU|education|False|0|0|0.00|1.00
138|arin|US|government|False|0|0|0.00|1.00
140|arin|US|none|False|0|0|0.00|1.00
144|arin|US|none|False|0|0|0.00|1.00
149|arin|US|government|False|0|0|0.00|1.00
151|arin|US|none|True|12|2|1.00|0.50
154|arin|US|none|False|0|0|0.00|1.00
156|arin|US|education|True|1|1|0.00|1.00
157|arin|US|business|True|13|4|1.00|0.25
158|arin|US|business|True|4|1|0.05|1.00
159|arin|US|education|True|4|1|0.01|1.00
160|arin|US|education|True|1|3|0.00|1.00
161|arin|US|business|False|0|0|0.00|1.00
166|arin|US|education|True|7|3|0.01|1.00
167|arin|US|education|True|15|1|0.00|1.00
173|apnic|JP|business|False|0|0|0.00|1.00
174|arin|US|isp|True|2587|50|1.00|0.84
186|arin|US|education|False|0|0|0.00|1.00
187|arin|US|hosting|False|0|0|0.00|1.00
188|arin|US|business|False|0|0|0.00|1.00
190|arin|US|government|False|0|0|0.00|1.00
194|arin|US|education|False|0|0|0.00|1.00
195|arin|US|education|True|1|1|0.00|1.00
196|arin|US|business|False|0|0|0.00|1.00
205|arin|US|education|False|0|0|0.00|1.00
206|arin|US|hosting|True|42|3|1.00|0.67
209|arin|US|isp|True|911|27|1.00|0.70
210|arin|US|education|True|22|3|0.37|1.00
213|arin|US|government|False|0|0|0.00|1.00
217|arin|US|education|False|0|0|0.00|1.00
220|arin|US|none|False|0|0|0.00|1.00
224|ripencc|NO|education|False|0|0|0.00|1.00
225|arin|US|education|True|5|1|0.00|1.00
226|arin|US|education|True|94|9|0.83|0.78
228|arin|US|government|False|0|0|0.00|1.00
229|arin|US|education|False|0|0|0.00|1.00
231|arin|US|education|False|0|0|0.00|1.00
234|arin|US|none|False|0|0|0.00|1.00
237|arin|US|education|True|52|10|1.00|0.80
239|arin|CA|education|False|0|0|0.00|1.00
243|arin|US|business|True|55|5|1.00|0.40
246|arin|US|none|False|0|0|0.00|1.00
250|ripencc|EU|hosting|True|2|3|0.43|1.00
251|ripencc|EU|none|True|46|4|1.00|0.93
252|arin|US|government|False|0|0|0.00|1.00
257|arin|US|government|False|0|0|0.00|1.00
260|arin|US|hosting|True|6|24|1.00|0.88
264|arin|US|education|True|16|2|1.00|0.50
268|arin|US|government|True|9|2|1.00|0.50
270|arin|US|government|False|0|0|0.00|1.00
271|arin|CA|education|True|50|5|0.99|0.60
273|arin|US|government|False|0|0|0.00|1.00
276|arin|US|education|False|0|0|0.00|1.00
278|lacnic|MX|education|True|87|7|0.99|0.43
283|arin|US|hosting|True|5|2|1.00|0.50
286|ripencc|EU|none|True|223|43|1.00|0.05
288|ripencc|EU|business|True|83|6|1.00|0.17
289|arin|US|government|False|0|0|0.00|1.00
291|arin|US|business|False|0|0|0.00|1.00
292|arin|US|business|False|0|0|0.00|1.00
293|arin|US|business|True|2|21|1.00|0.05
297|arin|US|government|True|12|10|0.24|1.00
299|arin|US|education|False|0|0|0.00|1.00
300|arin|US|government|False|0|0|0.00|1.00
302|arin|US|education|True|1|3|0.00|1.00
306|arin|US|government|False|0|0|0.00|1.00
308|arin|US|none|False|0|0|0.00|1.00
309|arin|US|none|False|0|0|0.00|1.00
310|arin|US|none|False|0|0|0.00|1.00
311|arin|US|none|False|0|0|0.00|1.00
313|arin|US|none|False|0|0|0.00|1.00
316|arin|US|government|False|0|0|0.00|1.00
317|arin|US|government|True|2|2|1.00|0.50
319|arin|US|government|False|0|0|0.00|1.00
320|arin|US|government|False|0|0|0.00|1.00
321|arin|US|government|False|0|0|0.00|1.00
322|arin|US|government|False|0|0|0.00|1.00
323|arin|US|government|False|0|0|0.00|1.00
324|arin|US|government|False|0|0|0.00|1.00
325|arin|US|government|False|0|0|0.00|1.00
326|arin|US|government|False|0|0|0.00|1.00
327|arin|US|government|False|0|0|0.00|1.00
328|arin|US|government|False|0|0|0.00|1.00
329|arin|US|government|False|0|0|0.00|1.00
331|arin|US|government|False|0|0|0.00|1.00
332|arin|US|none|False|0|0|0.00|1.00
334|arin|US|government|True|10|3|1.00|0.33
335|arin|US|government|False|0|0|0.00|1.00
337|arin|US|government|False|0|0|0.00|1.00
338|arin|US|government|False|0|0|0.00|1.00
339|arin|US|government|False|0|0|0.00|1.00
340|arin|US|government|False|0|0|0.00|1.00
341|arin|US|government|False|0|0|0.00|1.00
342|arin|US|government|False|0|0|0.00|1.00
343|arin|US|government|False|0|0|0.00|1.00
344|arin|US|government|False|0|0|0.00|1.00
345|arin|US|government|True|6|4|1.00|0.25
346|arin|US|government|False|0|0|0.00|1.00
347|arin|US|government|True|3|2|1.00|0.50
348|arin|US|government|True|3|2|1.00|0.50
349|arin|US|government|False|0|0|0.00|1.00
350|arin|US|government|False|0|0|0.00|1.00
351|arin|US|government|False|0|0|0.00|1.00
352|arin|US|government|False|0|0|0.00|1.00
355|arin|US|government|False|0|0|0.00|1.00
356|arin|US|government|False|0|0|0.00|1.00
357|arin|US|government|False|0|0|0.00|1.00
360|arin|US|government|False|0|0|0.00|1.00
361|arin|US|government|False|0|0|0.00|1.00
362|arin|US|government|False|0|0|0.00|1.00
366|arin|US|government|False|0|0|0.00|1.00
367|arin|US|government|True|3|2|1.00|0.50
368|arin|US|government|False|0|0|0.00|1.00
369|arin|US|government|False|0|0|0.00|1.00
370|arin|US|government|False|0|0|0.00|1.00
371|arin|US|government|False|0|0|0.00|1.00
372|arin|US|government|True|5|2|1.00|0.50
375|ripencc|EU|business|True|4|1|0.01|1.00
376|arin|CA|education|True|249|6|0.79|0.67
377|arin|US|education|False|0|0|0.00|1.00
378|ripencc|EU|education|False|0|0|0.00|1.00
381|arin|US|none|False|0|0|0.00|1.00
382|arin|US|none|False|0|0|0.00|1.00
383|arin|US|none|False|0|0|0.00|1.00
387|arin|US|none|False|0|0|0.00|1.00
390|arin|US|none|False|0|0|0.00|1.00
391|arin|US|none|False|0|0|0.00|1.00
395|arin|US|none|False|0|0|0.00|1.00
400|arin|US|government|True|11|2|1.00|0.50
409|arin|US|government|False|0|0|0.00|1.00
412|arin|US|none|False|0|0|0.00|1.00
427|arin|US|government|False|0|0|0.00|1.00
440|arin|US|none|False|0|0|0.00|1.00
444|arin|US|none|False|0|0|0.00|1.00
450|arin|US|none|False|0|0|0.00|1.00
466|arin|US|none|False|0|0|0.00|1.00
472|arin|US|none|False|0|0|0.00|1.00
474|arin|US|none|False|0|0|0.00|1.00
477|arin|US|none|False|0|0|0.00|1.00
491|arin|US|none|False|0|0|0.00|1.00
497|arin|US|none|False|0|0|0.00|1.00
500|arin|US|government|False|0|0|0.00|1.00
509|arin|US|none|False|0|0|0.00|1.00
510|arin|US|hosting|True|2|2|1.00|0.50
511|arin|US|hosting|False|0|0|0.00|1.00
513|ripencc|CH|education|True|17|2|1.00|0.89
517|ripencc|EU|none|False|0|0|0.00|1.00
523|arin|US|none|False|0|0|0.00|1.00
527|arin|US|none|False|0|0|0.00|1.00
532|arin|US|none|True|2|2|1.00|0.50
539|arin|US|none|False|0|0|0.00|1.00
543|arin|US|hosting|True|16|3|0.97|0.67
545|arin|US|education|False|0|0|0.00|1.00
546|arin|US|none|False|0|0|0.00|1.00
547|arin|US|none|False|0|0|0.00|1.00
549|arin|CA|hosting|True|10|5|1.00|0.20
552|arin|US|none|False|0|0|0.00|1.00
553|ripencc|EU|education|True|42|9|1.00|0.97
555|arin|US|none|True|2|1|0.00|1.00
557|arin|US|education|True|3|1|0.00|1.00
558|arin|US|none|True|30|9|1.00|0.78
559|ripencc|EU|hosting|True|2|31|0.00|1.00
560|arin|US|hosting|False|0|0|0.00|1.00
565|ripencc|EU|education|False|0|0|0.00|1.00
566|arin|CA|business|False|0|0|0.00|1.00
571|arin|US|government|False|0|0|0.00|1.00
575|arin|US|none|False|0|0|0.00|1.00
577|arin|CA|isp|True|351|16|1.00|0.90
578|arin|US|none|False|0|0|0.00|1.00
579|arin|US|none|True|2|3|0.67|0.67
589|arin|US|education|False|0|0|0.00|1.00
596|arin|US|business|False|0|0|0.00|1.00
597|arin|US|none|False|0|0|0.00|1.00
600|arin|US|education|True|89|1|0.77|0.75
603|arin|CA|isp|True|43|3|1.00|0.67
605|arin|US|none|False|0|0|0.00|1.00
607|arin|US|none|False|0|0|0.00|1.00
609|arin|US|business|False|0|0|0.00|1.00
610|arin|US|none|False|0|0|0.00|1.00
611|arin|CA|education|True|4|2|0.00|1.00
612|arin|US|none|False|0|0|0.00|1.00
613|arin|US|none|True|2|2|1.00|0.50
615|arin|US|government|False|0|0|0.00|1.00
616|arin|US|government|False|0|0|0.00|1.00
619|arin|US|government|False|0|0|0.00|1.00
627|arin|US|government|False|0|0|0.00|1.00
637|arin|US|government|True|115|5|1.00|0.20
638|arin|US|none|True|6|2|1.00|0.50
647|arin|US|government|False|0|0|0.00|1.00
655|arin|US|none|False|0|0|0.00|1.00
664|arin|US|government|False|0|0|0.00|1.00
665|arin|US|government|True|179|2|1.00|0.50
668|arin|US|government|True|3|1|0.06|1.00
670|arin|US|government|False|0|0|0.00|1.00
671|arin|US|government|False|0|0|0.00|1.00
672|arin|US|government|False|0|0|0.00|1.00
673|arin|US|government|False|0|0|0.00|1.00
676|lacnic|AR|business|True|7|2|0.94|0.50
679|ripencc|AT|education|False|0|0|0.00|1.00
680|ripencc|DE|education|True|333|10|1.00|0.93
681|apnic|NZ|education|True|1|1|0.00|1.00
683|arin|US|education|True|4|1|0.00|1.00
687|arin|US|government|False|0|0|0.00|1.00
688|arin|US|government|False|0|0|0.00|1.00
693|arin|US|education|False|0|0|0.00|1.00
698|arin|US|education|False|0|0|0.00|1.00
699|arin|US|none|False|0|0|0.00|1.00
701|arin|US|isp|True|1461|20|1.00|0.85
702|arin|US|isp|True|283|10|1.00|0.76
703|arin|US|isp|True|83|9|1.00|0.55
705|arin|US|none|True|173|4|1.00|0.25
714|arin|US|business|True|159|27|1.00|0.07
715|arin|US|hosting|True|9|4|0.25|1.00
719|ripencc|EU|isp|False|0|0|0.00|1.00
721|arin|US|government|True|221|1|0.98|0.50
722|arin|US|government|False|0|0|0.00|1.00
724|arin|US|none|True|3|2|1.00|0.50
745|arin|US|government|False|0|0|0.00|1.00
747|arin|US|government|False|0|0|0.00|1.00
760|ripencc|AT|education|False|0|0|0.00|1.00
764|ripencc|EU|government|False|0|0|0.00|1.00
766|ripencc|ES|business|True|4|1|0.29|1.00
771|arin|US|none|False|0|0|0.00|1.00
773|arin|US|business|True|13|5|1.00|0.20
775|ripencc|EU|education|False|0|0|0.00|1.00
776|ripencc|EU|education|False|0|0|0.00|1.00
777|ripencc|EU|education|True|9|2|1.00|0.50
781|ripencc|EU|education|False|0|0|0.00|1.00
786|ripencc|GB|education|True|191|35|1.00|0.86
789|ripencc|EU|education|False|0|0|0.00|1.00
790|ripencc|EU|none|False|0|0|0.00|1.00
792|arin|US|business|True|2|3|1.00|0.50
793|arin|US|hosting|False|0|0|0.00|1.00
794|arin|US|none|True|7|6|1.00|0.33
797|arin|US|isp|True|51|2|1.00|0.50
802|arin|CA|education|False|0|0|0.00|1.00
803|arin|CA|isp|True|73|6|1.00|0.83
806|arin|CA|business|False|0|0|0.00|1.00
808|arin|CA|business|False|0|0|0.00|1.00
812|arin|CA|isp|True|380|13|1.00|0.93
813|arin|US|none|True|43|2|1.00|0.50
818|arin|CA|government|False|0|0|0.00|1.00
819|arin|CA|business|True|9|5|0.96|0.80
822|arin|CA|business|False|0|0|0.00|1.00
823|arin|CA|education|False|0|0|0.00|1.00
825|arin|CA|none|False|0|0|0.00|1.00
841|arin|CA|none|True|8|2|0.95|0.50
852|arin|CA|isp|True|516|12|1.00|0.87
855|arin|CA|isp|True|764|20|1.00|0.50
940|arin|CA|none|False|0|0|0.00|1.00
1101|ripencc|EU|education|True|11|2|1.00|0.50
1102|ripencc|EU|education|False|0|0|0.00|1.00
1103|ripencc|EU|education|True|100|35|1.00|0.80
1104|ripencc|EU|education|False|0|0|0.00|1.00
1109|ripencc|AT|education|False|0|0|0.00|1.00
1110|ripencc|AT|education|False|0|0|0.00|1.00
1111|ripencc|AT|education|False|0|0|0.00|1.00
1112|ripencc|AT|education|False|0|0|0.00|1.00
1113|ripencc|AT|education|False|0|0|0.00|1.00
1114|ripencc|AT|education|False|0|0|0.00|1.00
1117|ripencc|EU|education|False|0|0|0.00|1.00
1120|ripencc|EU|education|True|3|9|1.00|0.90
1124|ripencc|EU|education|False|0|0|0.00|1.00
1125|ripencc|EU|none|False|0|0|0.00|1.00
1126|ripencc|EU|hosting|False|0|0|0.00|1.00
1128|ripencc|EU|education|False|0|0|0.00|1.00
1132|ripencc|EU|none|False|0|0|0.00|1.00
1133|ripencc|EU|education|False|0|0|0.00|1.00
1134|ripencc|EU|none|True|22|3|1.00|0.67
1136|ripencc|EU|isp|True|168|14|1.00|0.93
1140|ripencc|EU|business|False|0|0|0.00|1.00
1142|ripencc|EU|none|True|6|2|0.00|1.00
1145|ripencc|EU|education|False|0|0|0.00|1.00
1147|ripencc|EU|education|True|1|1|0.94|0.50
1161|ripencc|EU|education|False|0|0|0.00|1.00
1197|ripencc|IE|business|False|0|0|0.00|1.00
1200|ripencc|NL|isp|True|4|27|1.00|0.87
1201|arin|US|education|True|13|3|0.02|1.00
1202|arin|US|none|True|53|2|1.00|0.50
1204|arin|US|education|False|0|0|0.00|1.00
1205|ripencc|AT|education|False|0|0|0.00|1.00
1206|arin|US|education|False|0|0|0.00|1.00
1207|arin|US|education|False|0|0|0.00|1.00
1208|arin|US|government|False|0|0|0.00|1.00
1213|ripencc|IE|education|True|83|5|0.00|1.00
1215|arin|US|hosting|False|0|0|0.00|1.00
1217|arin|US|hosting|True|2|1|0.40|1.00
1221|apnic|AU|isp|True|510|2|1.00|0.67
1222|arin|US|education|True|1|1|0.67|0.50
1224|arin|US|education|True|3|4|1.00|0.50
1226|arin|US|government|True|3|1|0.00|1.00
1234|ripencc|EU|business|False|0|0|0.00|1.00
1236|arin|US|business|True|7|3|1.00|0.67
1237|apnic|KR|education|True|1|2|0.00|1.00
1239|arin|US|isp|True|451|30|1.00|0.73
1241|ripencc|EU|isp|True|61|32|1.00|0.82
1246|arin|US|isp|True|41|8|1.00|0.12
1248|ripencc|EU|hosting|True|48|25|1.00|0.76
1249|arin|US|education|False|0|0|0.00|1.00
1251|lacnic|BR|education|True|72|28|1.00|0.25
1252|arin|US|education|False|0|0|0.00|1.00
1254|arin|US|none|False|0|0|0.00|1.00
1257|ripencc|EU|isp|True|238|27|1.00|0.85
1258|arin|US|business|False|0|0|0.00|1.00
1261|arin|US|hosting|False|0|0|0.00|1.00
1267|ripencc|EU|isp|True|122|9|1.00|0.91
1273|ripencc|EU|isp|True|327|29|1.00|0.82
1277|arin|US|hosting|True|16|6|1.00|0.17
1280|arin|US|business|True|23|16|1.00|0.75
1286|arin|US|hosting|True|12|1|0.80|0.67
1287|arin|US|education|True|3|2|1.00|0.67
1289|arin|US|education|False|0|0|0.00|1.00
1290|ripencc|EU|isp|True|28|31|1.00|0.97
1293|arin|US|none|False|0|0|0.00|1.00
1294|arin|US|business|True|22|5|1.00|0.40
1295|arin|US|none|True|67|3|0.98|0.33
1297|ripencc|CH|none|False|0|0|0.00|1.00
1299|ripencc|EU|isp|True|195|32|1.00|0.87
1301|ripencc|EU|business|True|5|1|0.19|1.00
1303|ripencc|EU|education|False|0|0|0.00|1.00
1307|ripencc|EU|education|False|0|0|0.00|1.00
1311|arin|US|business|True|4|2|1.00|0.50
1312|arin|US|education|False|0|0|0.00|1.00
1313|arin|US|business|True|2|4|1.00|0.50
1316|arin|US|none|False|0|0|0.00|1.00
1317|arin|US|none|False|0|0|0.00|1.00
1328|arin|US|none|False|0|0|0.00|1.00
1331|arin|US|none|False|0|0|0.00|1.00
1333|arin|US|none|False|0|0|0.00|1.00
1341|arin|US|business|False|0|0|0.00|1.00
1342|ripencc|EU|hosting|False|0|0|0.00|1.00
1343|arin|US|none|True|8|2|1.00|0.50
1347|arin|US|business|True|13|3|1.00|0.67
1348|arin|US|government|True|10|3|1.00|0.33
1350|arin|US|none|False|0|0|0.00|1.00
1351|arin|US|education|False|0|0|0.00|1.00
1355|arin|US|business|False|0|0|0.00|1.00
1356|arin|US|none|False|0|0|0.00|1.00
1358|arin|US|isp|True|5|1|1.00|0.50
1359|arin|US|none|False|0|0|0.00|1.00
1378|arin|US|isp|False|0|0|0.00|1.00
1379|arin|US|business|False|0|0|0.00|1.00
1380|arin|US|business|False|0|0|0.00|1.00
1395|arin|US|none|False|0|0|0.00|1.00
1396|arin|US|none|False|0|0|0.00|1.00
1397|arin|US|none|False|0|0|0.00|1.00
1398|arin|US|none|False|0|0|0.00|1.00
1399|arin|US|none|False|0|0|0.00|1.00
1400|arin|US|none|False|0|0|0.00|1.00
1401|arin|US|business|False|0|0|0.00|1.00
1402|arin|US|none|False|0|0|0.00|1.00
1403|arin|CA|isp|True|2|1|0.13|1.00
1404|arin|US|none|False|0|0|0.00|1.00
1405|arin|US|none|False|0|0|0.00|1.00
1406|arin|US|hosting|True|13|5|1.00|0.40
1407|arin|US|business|False|0|0|0.00|1.00
1409|arin|US|none|False|0|0|0.00|1.00
1410|arin|US|isp|False|0|0|0.00|1.00
1411|arin|US|education|False|0|0|0.00|1.00
1412|arin|US|business|False|0|0|0.00|1.00
1413|arin|US|none|False|0|0|0.00|1.00
1414|arin|US|hosting|True|2|2|0.50|1.00
1415|arin|US|business|False|0|0|0.00|1.00
1416|arin|US|education|True|2|2|0.00|1.00
1418|arin|CA|none|False|0|0|0.00|1.00
1419|arin|US|none|True|2|2|1.00|0.50
1420|arin|US|business|False|0|0|0.00|1.00
1421|arin|US|hosting|True|53|8|1.00|0.25
1422|arin|US|business|True|7|2|1.00|0.67
1423|arin|US|isp|True|1|1|0.03|1.00
1426|arin|US|hosting|False|0|0|0.00|1.00
1427|arin|US|none|False|0|0|0.00|1.00
1428|arin|US|business|False|0|0|0.00|1.00
1429|arin|US|none|False|0|0|0.00|1.00
1430|arin|US|government|False|0|0|0.00|1.00
1432|arin|US|education|True|2|1|0.00|1.00
1433|arin|US|business|False|0|0|0.00|1.00
1434|arin|US|none|False|0|0|0.00|1.00
1435|arin|US|none|True|1|1|0.53|0.50
1436|arin|US|business|False|0|0|0.00|1.00
1437|arin|US|business|False|0|0|0.00|1.00
1438|arin|US|business|False|0|0|0.00|1.00
1440|arin|US|business|False|0|0|0.00|1.00
1442|arin|US|business|True|2|1|0.00|1.00
1443|arin|US|business|True|6|2|1.00|0.50
1444|arin|US|none|False|0|0|0.00|1.00
1445|arin|US|business|False|0|0|0.00|1.00
1447|arin|US|business|False|0|0|0.00|1.00
1451|arin|US|none|False|0|0|0.00|1.00
1452|arin|US|none|False|0|0|0.00|1.00
1453|arin|US|none|False|0|0|0.00|1.00
1455|arin|US|none|False|0|0|0.00|1.00
1456|arin|US|none|False|0|0|0.00|1.00
1457|arin|US|none|False|0|0|0.00|1.00
1458|arin|US|none|False|0|0|0.00|1.00
1460|arin|US|none|False|0|0|0.00|1.00
1461|arin|US|none|False|0|0|0.00|1.00
1462|arin|US|none|False|0|0|0.00|1.00
1463|arin|US|none|False|0|0|0.00|1.00
1464|arin|US|none|False|0|0|0.00|1.00
1465|arin|US|none|False|0|0|0.00|1.00
1466|arin|US|none|False|0|0|0.00|1.00
1467|arin|US|none|False|0|0|0.00|1.00
1468|arin|US|none|False|0|0|0.00|1.00
1471|arin|US|none|False|0|0|0.00|1.00
1472|arin|US|none|False|0|0|0.00|1.00
1474|arin|US|none|False|0|0|0.00|1.00
1475|arin|US|none|False|0|0|0.00|1.00
1476|arin|US|none|False|0|0|0.00|1.00
1477|arin|US|none|False|0|0|0.00|1.00
1479|arin|US|none|False|0|0|0.00|1.00
1480|arin|US|none|False|0|0|0.00|1.00
1482|arin|US|none|False|0|0|0.00|1.00
1483|arin|US|none|False|0|0|0.00|1.00
1484|arin|US|none|False|0|0|0.00|1.00
1488|arin|US|none|False|0|0|0.00|1.00
1489|arin|US|none|False|0|0|0.00|1.00
1491|arin|US|none|False|0|0|0.00|1.00
1493|arin|US|government|False|0|0|0.00|1.00
1494|arin|US|none|False|0|0|0.00|1.00
1495|arin|US|none|False|0|0|0.00|1.00
1498|arin|US|none|False|0|0|0.00|1.00
1500|arin|US|none|False|0|0|0.00|1.00
1501|arin|US|government|False|0|0|0.00|1.00
1502|arin|US|government|False|0|0|0.00|1.00
1503|arin|US|none|False|0|0|0.00|1.00
1504|arin|US|none|False|0|0|0.00|1.00
1505|arin|US|none|False|0|0|0.00|1.00
1506|arin|US|none|False|0|0|0.00|1.00
1509|arin|US|none|False|0|0|0.00|1.00
1510|arin|US|none|False|0|0|0.00|1.00
1511|arin|US|none|False|0|0|0.00|1.00
1515|arin|US|none|False|0|0|0.00|1.00
1516|arin|US|government|False|0|0|0.00|1.00
1519|arin|US|none|False|0|0|0.00|1.00
1524|arin|US|none|False|0|0|0.00|1.00
1525|arin|US|none|False|0|0|0.00|1.00
1526|arin|US|none|False|0|0|0.00|1.00
1527|arin|US|none|False|0|0|0.00|1.00
1528|arin|US|none|False|0|0|0.00|1.00
1531|arin|US|none|False|0|0|0.00|1.00
1533|arin|US|none|False|0|0|0.00|1.00
1535|arin|US|none|False|0|0|0.00|1.00
1547|ripencc|MD|isp|True|41|35|1.00|0.81
1551|arin|US|government|False|0|0|0.00|1.00
1553|arin|US|government|False|0|0|0.00|1.00
1554|arin|US|government|True|51|2|1.00|0.50
1555|arin|US|government|False|0|0|0.00|1.00
1556|arin|US|government|False|0|0|0.00|1.00
1559|arin|US|government|False|0|0|0.00|1.00
1562|arin|US|government|False|0|0|0.00|1.00
1563|arin|US|government|True|2|2|1.00|0.50
1564|arin|US|none|False|0|0|0.00|1.00
1565|arin|US|government|False|0|0|0.00|1.00
1567|arin|US|government|False|0|0|0.00|1.00
1568|arin|US|government|False|0|0|0.00|1.00
1569|arin|US|none|False|0|0|0.00|1.00
1580|arin|US|government|True|6|2|1.00|0.50
1582|arin|US|none|False|0|0|0.00|1.00
1585|arin|US|government|False|0|0|0.00|1.00
1586|arin|US|none|False|0|0|0.00|1.00
1590|arin|US|government|False|0|0|0.00|1.00
1591|arin|US|none|True|100|2|1.00|0.50
1598|arin|US|none|False|0|0|0.00|1.00
1599|arin|US|none|False|0|0|0.00|1.00
1600|arin|US|government|False|0|0|0.00|1.00
1602|arin|US|government|False|0|0|0.00|1.00
1603|arin|US|education|False|0|0|0.00|1.00
1605|arin|US|business|True|5|4|1.00|0.50
1606|arin|US|business|False|0|0|0.00|1.00
1608|arin|US|none|False|0|0|0.00|1.00
1609|arin|US|business|True|1|1|0.33|1.00
1610|arin|US|hosting|False|0|0|0.00|1.00
1611|arin|US|isp|False|0|0|0.00|1.00
1612|arin|US|none|False|0|0|0.00|1.00
1613|arin|US|none|False|0|0|0.00|1.00
1614|arin|US|business|True|4|2|1.00|0.50
1615|arin|US|business|False|0|0|0.00|1.00
1616|arin|US|hosting|False|0|0|0.00|1.00
1617|arin|US|business|True|1|2|0.50|1.00
1619|arin|US|none|False|0|0|0.00|1.00
1620|arin|US|business|True|1|3|0.50|1.00
1621|arin|US|business|False|0|0|0.00|1.00
1622|arin|US|business|False|0|0|0.00|1.00
1623|arin|US|none|False|0|0|0.00|1.00
1624|arin|CA|none|False|0|0|0.00|1.00
1625|arin|US|none|False|0|0|0.00|1.00
1628|arin|US|none|False|0|0|0.00|1.00
1629|arin|US|none|True|1|1|0.50|1.00
1632|arin|US|business|False|0|0|0.00|1.00
1633|arin|CA|isp|False|0|0|0.00|1.00
1634|arin|US|education|False|0|0|0.00|1.00
