#asn|region|country|as_type|use_moreSpecific(yes;no)|announced_prefixes|moreSpecific_prefixes|moreSpecific_proportion_usage|announced_prefixes(list)
44489|ripencc|CZ|isp|no|1|0|0.00|2a02:768::/32
16160|ripencc|SK|none|no|1|0|0.00|2a02:770::/32
48284|ripencc|DE|isp|no|1|0|0.00|2a02:778::/32
24679|ripencc|DE|hosting|no|2|0|0.00|2a02:790::/32,2a02:2840::/38
31688|ripencc|FR|none|no|1|0|0.00|2a02:798::/32
47917|ripencc|SI|business|no|1|0|0.00|2a02:7a8::/32
39780|ripencc|ES|hosting|yes|2|1|50.00|2a02:7b0::/32,2a02:7b0:64::/48
34816|ripencc|GB|business|no|1|0|0.00|2a02:7c0::/32
24864|ripencc|AT|business|no|1|0|0.00|2a02:7c8::/32
34141|ripencc|NL|hosting|no|1|0|0.00|2a02:7d0::/32
200163|ripencc|NO|hosting|no|1|0|0.00|2a02:7e0::/32
42739|ripencc|PL|isp|no|1|0|0.00|2a02:7f0::/32
9119|ripencc|SI|isp|no|2|0|0.00|2a02:800::/32,2a02:801::/33
35311|ripencc|HU|isp|no|1|0|0.00|2a02:808::/32
49497|ripencc|CH|none|no|1|0|0.00|2a02:810::/32
15525|ripencc|PT|isp|no|1|0|0.00|2a02:818::/32
47187|ripencc|IT|isp|no|1|0|0.00|2a02:838::/32
41828|ripencc|SI|hosting|no|1|0|0.00|2a02:840::/32
33868|ripencc|PL|isp|no|1|0|0.00|2a02:848::/32
30971|ripencc|AT|isp|no|1|0|0.00|2a02:850::/32
3329|ripencc|GR|isp|yes|2|1|50.00|2a02:858::/32,2a02:858:dead::/48
13247|ripencc|DE|isp|no|2|0|0.00|2a02:868::/34,2a02:868:4000::/36
42863|ripencc|PT|isp|no|1|0|0.00|2a02:870::/32
47794|ripencc|SA|isp|no|1|0|0.00|2a02:888::/32
8283|ripencc|NL|hosting|no|1|0|0.00|2a02:898::/32
43978|ripencc|DE|business|no|1|0|0.00|2a02:8a0::/32
12530|ripencc|UA|none|no|1|0|0.00|2a02:8a8::/32
15657|ripencc|DE|hosting|no|1|0|0.00|2a02:8b8::/32
39257|ripencc|DE|isp|no|1|0|0.00|2a02:8c0::/32
43082|ripencc|GR|hosting|no|1|0|0.00|2a02:8c8::/32
29003|ripencc|PT|hosting|no|1|0|0.00|2a02:8f0::/32
20825|ripencc|DE|none|no|1|0|0.00|2a02:908::/32
43070|ripencc|CZ|isp|no|1|0|0.00|2a02:910::/32
12597|ripencc|SE|isp|no|1|0|0.00|2a02:920::/32
34108|ripencc|NL|isp|no|1|0|0.00|2a02:928::/32
8608|ripencc|NL|none|no|1|0|0.00|2a02:938::/29
21013|ripencc|AT|hosting|no|1|0|0.00|2a02:940::/32
31229|ripencc|PL|hosting|no|2|0|0.00|2a02:950::/32,2a03:3800::/32
29008|ripencc|DE|business|no|1|0|0.00|2a02:958::/32
34168|ripencc|RU|isp|no|1|0|0.00|2a02:960::/32
44002|ripencc|CZ|hosting|yes|3|2|66.67|2a02:970::/32,2a02:970:400::/40,2a02:970:480::/48
42678|ripencc|RU|isp|no|1|0|0.00|2a02:978::/32
39554|ripencc|DK|none|no|1|0|0.00|2a02:980::/32
30925|ripencc|NL|isp|no|1|0|0.00|2a02:988::/32
25459|ripencc|NL|hosting|no|5|0|0.00|2a02:990::/32,2a02:9e0::/32,2a02:13b0::/48,2a02:2870::/33,2a02:cec0::/30
9197|ripencc|DE|business|no|1|0|0.00|2a02:998::/32
48514|ripencc|SE|isp|no|1|0|0.00|2a02:9a0::/32
6734|ripencc|IT|none|no|1|0|0.00|2a02:9a8::/32
35819|ripencc|SA|isp|no|2|0|0.00|2a02:9b0::/32,2a02:ce0::/32
41824|ripencc|CZ|none|no|1|0|0.00|2a02:9b8::/32
51154|ripencc|CZ|hosting|no|1|0|0.00|2a02:9b9::/32
12617|ripencc|DK|none|yes|3|1|33.33|2a02:9d0::/32,2a02:9d0:ff00::/40,2a03:f380::/32
6672|ripencc|RU|hosting|no|1|0|0.00|2a02:9d8::/32
31251|ripencc|NL|isp|no|3|0|0.00|2a02:a10::/32,2a03:5c40::/32,2a03:60c0::/32
29492|ripencc|NO|isp|no|1|0|0.00|2a02:a18::/32
8926|ripencc|MD|isp|yes|2|1|50.00|2a02:a30::/32,2a02:a30:172::/48
39197|ripencc|NO|none|no|2|0|0.00|2a02:a38::/32,2a03:6780::/48
25248|ripencc|CZ|hosting|no|1|0|0.00|2a02:a40::/32
49025|ripencc|CZ|hosting|no|1|0|0.00|2a02:a48:f000::/36
20742|ripencc|HU|hosting|no|1|0|0.00|2a02:a50::/32
8953|ripencc|RO|isp|no|1|0|0.00|2a02:a58::/32
45031|ripencc|DE|none|no|1|0|0.00|2a02:a60::/33
57739|ripencc|DE|none|no|1|0|0.00|2a02:a60:8000::/33
48994|ripencc|SE|business|no|1|0|0.00|2a02:a78::/32
196689|ripencc|FR|none|no|1|0|0.00|2a02:a80::/32
42017|ripencc|UZ|isp|no|1|0|0.00|2a02:a98::/32
44034|ripencc|SE|isp|no|1|0|0.00|2a02:aa0::/32
42346|ripencc|CH|hosting|no|1|0|0.00|2a02:ab0::/32
34594|ripencc|HR|isp|no|1|0|0.00|2a02:ac8::/32
5521|ripencc|DE|none|no|1|0|0.00|2a02:ad0::/29
33890|ripencc|AT|none|no|1|0|0.00|2a02:af0::/32
12363|ripencc|IT|business|no|1|0|0.00|2a02:af8:dada::/48
25486|ripencc|DE|isp|no|1|0|0.00|2a02:b08::/32
35339|ripencc|AT|hosting|no|1|0|0.00|2a02:b18::/32
29321|ripencc|CH|isp|no|1|0|0.00|2a02:b20::/32
42605|ripencc|DE|business|no|1|0|0.00|2a02:b28::/32
20886|ripencc|DE|isp|no|2|0|0.00|2a02:b30::/32,2a02:ba8:8000::/33
39572|ripencc|UA|hosting|no|1|0|0.00|2a02:b48::/32
15570|ripencc|GB|hosting|no|1|0|0.00|2a02:b50::/34
15421|ripencc|GB|none|no|1|0|0.00|2a02:b50:1200::/48
30282|arin|US|hosting|no|1|0|0.00|2a02:b50:4000::/34
48910|ripencc|GB|hosting|no|1|0|0.00|2a02:b50:8000::/34
44217|ripencc|IQ|isp|no|1|0|0.00|2a02:b60::/32
48972|ripencc|NL|hosting|no|1|0|0.00|2a02:b70::/32
6894|ripencc|GB|business|no|1|0|0.00|2a02:b78::/32
30740|ripencc|GB|isp|yes|3|2|66.67|2a02:b80::/29,2a02:b80::/32,2a02:b80:13::/48
16082|ripencc|GB|isp|no|1|0|0.00|2a02:b90::/32
12897|ripencc|DE|isp|no|1|0|0.00|2a02:b98::/32
15894|ripencc|DE|hosting|no|1|0|0.00|2a02:ba8::/32
48484|ripencc|DE|hosting|no|1|0|0.00|2a02:bb8::/32
8641|ripencc|RU|hosting|no|1|0|0.00|2a02:bc8::/32
21162|ripencc|NL|business|no|1|0|0.00|2a02:bd0:101::/48
8535|ripencc|PL|business|no|1|0|0.00|2a02:bd8::/32
42612|ripencc|ES|hosting|no|1|0|0.00|2a02:be8::/32
25106|ripencc|BY|isp|no|1|0|0.00|2a02:bf0::/32
12316|ripencc|DE|hosting|no|1|0|0.00|2a02:c00::/32
12990|ripencc|PL|business|no|1|0|0.00|2a02:c10::/32
15436|ripencc|FR|isp|no|1|0|0.00|2a02:c18::/32
8681|ripencc|JE|isp|no|1|0|0.00|2a02:c28::/32
15653|ripencc|GB|none|no|1|0|0.00|2a02:c30::/32
5407|ripencc|CZ|none|no|1|0|0.00|2a02:c38::/32
13000|ripencc|PL|isp|yes|2|1|50.00|2a02:c40::/32,2a02:c40:2::/48
50625|ripencc|PL|isp|no|1|0|0.00|2a02:c47::/48
61134|ripencc|PL|isp|no|1|0|0.00|2a02:c47:c::/48
56945|ripencc|PL|isp|no|1|0|0.00|2a02:c47:10::/48
49024|ripencc|DE|hosting|no|1|0|0.00|2a02:c48::/32
29217|ripencc|SE|business|no|1|0|0.00|2a02:c58::/32
49985|ripencc|CZ|isp|no|1|0|0.00|2a02:c60::/32
47841|ripencc|FR|none|no|1|0|0.00|2a02:c70::/32
5607|ripencc|GB|isp|no|1|0|0.00|2a02:c78::/29
8487|ripencc|FR|isp|no|1|0|0.00|2a02:c88::/32
48918|ripencc|DE|hosting|no|1|0|0.00|2a02:c98::/32
35064|ripencc|NL|business|no|2|0|0.00|2a02:cc0::/48,2a02:cc0:1::/48
24818|ripencc|DE|none|no|1|0|0.00|2a02:cd0::/32
42760|ripencc|CH|business|no|1|0|0.00|2a02:cd8::/32
21345|ripencc|GB|none|no|1|0|0.00|2a02:ce8::/32
49101|ripencc|CZ|isp|no|1|0|0.00|2a02:d00::/32
30961|ripencc|BE|none|yes|2|1|50.00|2a02:d08::/32,2a02:d08:1000::/48
9050|ripencc|RO|isp|no|1|0|0.00|2a02:d10::/32
196878|ripencc|DE|none|no|1|0|0.00|2a02:d40::/32
197071|ripencc|DE|hosting|no|4|0|0.00|2a02:d40:3::/48,2a02:d40:7::/48,2a02:d40:8::/48,2a02:d40:9::/48
197043|ripencc|DE|none|no|2|0|0.00|2a02:d40:4::/48,2a02:d40:5::/48
16080|ripencc|FR|business|no|1|0|0.00|2a02:d48::/32
44919|ripencc|CH|hosting|yes|3|1|33.33|2a02:d58::/29,2a02:d58::/32,2a02:d5a::/32
12778|ripencc|SI|hosting|no|2|0|0.00|2a02:d68::/32,2a02:d80::/32
41176|ripencc|SA|hosting|no|1|0|0.00|2a02:d70::/32
20552|ripencc|PL|isp|no|1|0|0.00|2a02:d88::/32
43061|ripencc|SI|isp|no|1|0|0.00|2a02:d90::/32
25146|ripencc|SE|hosting|no|1|0|0.00|2a02:d98::/32
39906|ripencc|CZ|hosting|no|1|0|0.00|2a02:da8::/32
25500|ripencc|UA|education|no|1|0|0.00|2a02:db0::/32
48417|ripencc|CZ|hosting|no|1|0|0.00|2a02:db8::/32
31621|ripencc|PL|business|no|1|0|0.00|2a02:dc8::/32
15735|ripencc|MT|isp|no|1|0|0.00|2a02:dd0::/32
8778|ripencc|SK|hosting|yes|2|1|50.00|2a02:dd8::/29,2a02:dd8::/32
49237|ripencc|CH|none|no|1|0|0.00|2a02:de0::/32
25233|ripencc|SA|isp|no|1|0|0.00|2a02:df0::/32
20799|ripencc|GB|hosting|no|1|0|0.00|2a02:df8::/32
29141|ripencc|DE|hosting|no|1|0|0.00|2a02:e00::/32
48528|ripencc|FR|isp|no|1|0|0.00|2a02:e10::/32
29276|ripencc|SI|business|no|1|0|0.00|2a02:e20::/32
41696|ripencc|NL|hosting|no|1|0|0.00|2a02:e28::/48
39310|ripencc|PL|hosting|no|1|0|0.00|2a02:e30::/48
56515|ripencc|PL|isp|no|1|0|0.00|2a02:e30:f002::/48
198529|ripencc|PL|isp|no|1|0|0.00|2a02:e30:f006::/48
51426|ripencc|PL|isp|no|1|0|0.00|2a02:e30:f008::/48
51310|ripencc|PL|isp|no|1|0|0.00|2a02:e30:f00b::/48
199464|ripencc|PL|none|no|1|0|0.00|2a02:e30:f010::/48
56628|ripencc|PL|isp|no|1|0|0.00|2a02:e30:f020::/48
199410|ripencc|PL|isp|no|1|0|0.00|2a02:e30:f030::/48
61056|ripencc|PL|isp|no|1|0|0.00|2a02:e30:f050::/48
56949|ripencc|PL|isp|no|1|0|0.00|2a02:e30:f0d0::/48
6700|ripencc|RS|isp|no|1|0|0.00|2a02:e40::/32
5379|ripencc|MK|education|no|1|0|0.00|2a02:e48::/32
49605|ripencc|IT|isp|no|1|0|0.00|2a02:e50::/32
39823|ripencc|EE|hosting|no|1|0|0.00|2a02:e80::/32
43679|ripencc|PL|isp|yes|2|1|50.00|2a02:e88::/32,2a02:e88::/48
44914|ripencc|PL|isp|no|1|0|0.00|2a02:e88:8000::/48
15389|ripencc|FO|isp|no|1|0|0.00|2a02:e90::/32
24641|ripencc|CZ|hosting|no|1|0|0.00|2a02:e98::/32
16218|ripencc|DE|hosting|no|1|0|0.00|2a02:ea0::/32
41848|ripencc|SE|business|no|1|0|0.00|2a02:ea8::/32
24742|ripencc|GB|business|no|1|0|0.00|2a02:eb0::/32
41653|ripencc|GB|hosting|no|1|0|0.00|2a02:ec0:200::/40
44513|ripencc|IT|isp|no|1|0|0.00|2a02:ec8::/32
47956|ripencc|IL|isp|yes|3|2|66.67|2a02:ed0::/32,2a02:ed0::/34,2a02:ed0:39ff::/48
44898|ripencc|IT|none|no|1|0|0.00|2a02:ed8::/32
43333|ripencc|PL|none|no|1|0|0.00|2a02:ee0::/32
50840|ripencc|PL|hosting|no|1|0|0.00|2a02:ee0:2::/48
39242|ripencc|FI|hosting|no|1|0|0.00|2a02:ef0::/32
49026|ripencc|GB|none|no|1|0|0.00|2a02:ef8::/32
48137|ripencc|BE|hosting|no|1|0|0.00|2a02:f00::/48
42184|ripencc|DE|hosting|no|1|0|0.00|2a02:f08::/32
41445|ripencc|NL|none|no|1|0|0.00|2a02:f18::/32
49352|ripencc|RU|hosting|no|1|0|0.00|2a02:f20::/32
48056|ripencc|NL|none|no|1|0|0.00|2a02:f30::/32
15499|ripencc|DE|business|no|1|0|0.00|2a02:f38::/32
20960|ripencc|PL|business|no|1|0|0.00|2a02:f40::/32
44515|ripencc|IS|hosting|no|1|0|0.00|2a02:f48::/40
50613|ripencc|IS|hosting|no|2|0|0.00|2a02:f48:2000::/48,2a03:f80:354::/48
41833|ripencc|LB|isp|no|1|0|0.00|2a02:f50::/32
42927|ripencc|PL|hosting|no|1|0|0.00|2a02:f78::/48
49792|ripencc|PL|none|no|1|0|0.00|2a02:f7f::/48
34404|ripencc|RS|business|no|1|0|0.00|2a02:f88::/32
33984|ripencc|DE|hosting|no|2|0|0.00|2a02:f98::/32,2a04:cac2::/32
25751|arin|US|business|no|4|0|0.00|2a02:fa8:105::/48,2a02:fa8:106::/48,2a02:fa8:110::/44,2a02:fa8:130::/44
5503|ripencc|GB|business|no|1|0|0.00|2a02:fb0::/32
42572|ripencc|AT|hosting|no|1|0|0.00|2a02:fc8::/32
28990|ripencc|MD|hosting|no|1|0|0.00|2a02:fd0::/32
41164|ripencc|NO|isp|no|1|0|0.00|2a02:fe0::/29
44953|ripencc|NL|none|no|1|0|0.00|2a02:fe8::/32
12735|ripencc|TR|isp|yes|19|1|5.26|2a02:ff0::/32,2a02:ff0:600::/40,2a02:ff0:c00::/40,2a02:ff0:e00::/40,2a02:ff0:1000::/40,2a02:ff0:1200::/40,2a02:ff0:1400::/40,2a02:ff0:1600::/40,2a02:ff0:1800::/40,2a02:ff0:1c00::/40,2a02:ff0:1e00::/40,2a02:ff0:2000::/40,2a02:ff0:2200::/40,2a02:ff0:2400::/40,2a02:ff0:2600::/40,2a02:ff0:2800::/40,2a02:ff0:2c00::/40,2a02:ff0:2e00::/40,2a02:ff0:3000::/40
41052|ripencc|DE|none|no|1|0|0.00|2a02:100e::/32
196922|ripencc|DE|hosting|no|1|0|0.00|2a02:1308::/32
25054|ripencc|DE|none|yes|2|1|50.00|2a02:1318::/32,2a02:1318:101::/48
34409|ripencc|PL|hosting|no|1|0|0.00|2a02:1320::/32
31059|ripencc|RU|isp|no|1|0|0.00|2a02:1328:1::/48
43561|ripencc|BG|isp|no|1|0|0.00|2a02:1338::/32
43599|ripencc|GB|isp|no|1|0|0.00|2a02:1340::/32
51059|ripencc|GB|hosting|no|1|0|0.00|2a02:1348::/32
51025|ripencc|CZ|hosting|no|1|0|0.00|2a02:1360::/32
51873|ripencc|CH|hosting|no|1|0|0.00|2a02:1368::/32
39775|ripencc|RU|isp|no|1|0|0.00|2a02:1378::/32
50572|ripencc|SE|hosting|no|1|0|0.00|2a02:1380::/32
29247|ripencc|GR|isp|no|1|0|0.00|2a02:1388::/29
21351|ripencc|FR|isp|no|1|0|0.00|2a02:1390::/32
16350|ripencc|NL|hosting|no|1|0|0.00|2a02:1398::/32
12519|ripencc|GB|isp|no|1|0|0.00|2a02:13a0::/32
28877|ripencc|FR|none|no|1|0|0.00|2a02:13a8::/32
29301|ripencc|FR|business|no|1|0|0.00|2a02:13a8:c1::/48
15614|ripencc|CZ|hosting|no|1|0|0.00|2a02:13b8::/32
197157|ripencc|DE|hosting|no|1|0|0.00|2a02:13d8::/32
6854|ripencc|RU|isp|no|1|0|0.00|2a02:13e8::/32
35584|ripencc|RO|business|no|1|0|0.00|2a02:13f0:13::/48
60998|ripencc|RO|none|no|1|0|0.00|2a02:13f0:8000::/48
12531|ripencc|DE|none|no|1|0|0.00|2a02:1608::/32
50986|ripencc|SE|none|no|1|0|0.00|2a02:1610::/32
1290|ripencc|EU|isp|no|1|0|0.00|2a02:1620::/32
12360|ripencc|DE|isp|no|1|0|0.00|2a02:1628::/32
30848|ripencc|IT|isp|no|1|0|0.00|2a02:1630::/32
49375|ripencc|GB|isp|no|1|0|0.00|2a02:1648::/32
12290|ripencc|GB|hosting|no|1|0|0.00|2a02:1658::/32
35132|ripencc|NO|isp|no|1|0|0.00|2a02:1660::/32
51088|ripencc|NL|hosting|no|3|0|0.00|2a02:1668::/32,2a02:2738::/32,2a02:7840::/32
16024|ripencc|DE|hosting|no|1|0|0.00|2a02:1670::/32
48362|ripencc|AT|business|no|1|0|0.00|2a02:1688::/32
51127|ripencc|DE|hosting|no|1|0|0.00|2a02:1698::/32
5404|ripencc|AT|hosting|no|1|0|0.00|2a02:16a8::/32
6871|ripencc|GB|isp|yes|3|1|33.33|2a02:16c8::/32,2a02:16c8:4000::/35,2a02:16c8:8000::/35
49855|ripencc|DE|hosting|no|2|0|0.00|2a02:16d0::/32,2a04:cac3::/32
5518|ripencc|LV|hosting|yes|4|1|25.00|2a02:16d8::/32,2a02:16d8:101::/48,2a02:16d8:102::/48,2a02:16d8:104::/48
12703|ripencc|GB|hosting|no|2|0|0.00|2a02:16e0::/32,2a04:4300::/48
31376|ripencc|RU|isp|no|1|0|0.00|2a02:16e8::/32
34928|ripencc|DE|business|no|1|0|0.00|2a02:16f0::/32
44843|ripencc|RU|isp|no|1|0|0.00|2a02:1710:4::/48
51182|ripencc|AE|education|no|1|0|0.00|2a02:1718::/32
197219|ripencc|NL|hosting|no|1|0|0.00|2a02:1720::/32
34536|ripencc|FR|hosting|no|1|0|0.00|2a02:1738::/32
51184|ripencc|AT|isp|no|1|0|0.00|2a02:1748::/32
33936|ripencc|RU|business|no|1|0|0.00|2a02:1750::/40
39781|ripencc|FR|hosting|no|1|0|0.00|2a02:1758::/32
33864|ripencc|BE|hosting|no|1|0|0.00|2a02:1760::/32
51344|ripencc|NL|business|no|1|0|0.00|2a02:1768::/32
8865|ripencc|PL|education|no|1|0|0.00|2a02:1770::/33
41079|ripencc|PL|hosting|no|1|0|0.00|2a02:1778::/32
35838|ripencc|GB|none|no|1|0|0.00|2a02:1788::/32
24637|ripencc|DE|hosting|no|1|0|0.00|2a02:1798::/29
47232|ripencc|CZ|isp|no|1|0|0.00|2a02:17a0::/32
35567|ripencc|BA|isp|no|1|0|0.00|2a02:17a8::/32
29252|ripencc|DE|none|no|1|0|0.00|2a02:17b0::/32
34040|ripencc|CZ|isp|no|1|0|0.00|2a02:17b8::/32
44869|ripencc|DK|isp|no|1|0|0.00|2a02:17c0::/32
39648|ripencc|SE|business|no|1|0|0.00|2a02:17c8::/32
12668|ripencc|RU|isp|no|1|0|0.00|2a02:17d0::/32
41489|ripencc|GB|hosting|no|1|0|0.00|2a02:17d8::/32
13002|ripencc|RU|hosting|yes|9|1|11.11|2a02:17e8::/32,2a02:17e8::/40,2a02:17e8:400::/40,2a02:17e8:800::/40,2a02:17e8:900::/40,2a02:17e8:a00::/40,2a02:17e8:b00::/40,2a02:17e8:c00::/40,2a02:17e8:ffff::/48
35297|ripencc|UA|isp|no|1|0|0.00|2a02:2000::/32
20978|ripencc|TR|isp|no|1|0|0.00|2a02:2010::/32
51218|ripencc|RU|business|no|1|0|0.00|2a02:2018::/32
34619|ripencc|TR|hosting|no|1|0|0.00|2a02:2020::/32
15943|ripencc|DE|isp|no|2|0|0.00|2a02:2028::/32,2a02:4500:8000::/34
198252|ripencc|BA|business|no|1|0|0.00|2a02:2030::/32
50234|ripencc|FR|hosting|no|1|0|0.00|2a02:2038::/32
1342|ripencc|EU|hosting|no|1|0|0.00|2a02:2048::/32
15734|ripencc|ES|none|yes|4|1|25.00|2a02:2068::/32,2a02:2068:100::/48,2a02:2068:9000::/36,2a02:2068:a000::/36
48467|ripencc|RU|isp|no|1|0|0.00|2a02:2070::/32
47720|ripencc|IE|hosting|no|2|0|0.00|2a02:2078::/32,2a02:5b20::/32
25535|ripencc|RU|none|no|1|0|0.00|2a02:2090:2800::/48
43489|ripencc|RU|hosting|no|1|0|0.00|2a02:2090:6800::/48
47595|ripencc|RU|none|no|1|0|0.00|2a02:2090:a800::/48
48287|ripencc|RU|hosting|no|3|0|0.00|2a02:2090:e400::/48,2a02:2090:e800::/48,2a02:2090:ec00::/48
47314|ripencc|FR|business|no|1|0|0.00|2a02:2098::/29
50217|ripencc|NO|business|no|1|0|0.00|2a02:20a0::/32
8315|ripencc|NL|hosting|no|1|0|0.00|2a02:20b0::/32
50304|ripencc|NO|hosting|yes|12|1|8.33|2a02:20c8::/32,2a02:ed00::/29,2a02:ed00::/32,2a02:ed01::/32,2a02:ed02::/32,2a02:ed03::/32,2a02:ed04::/32,2a02:ed05::/32,2a02:ed06::/32,2a02:f480::/29,2a04:45c0::/29,2a04:8d40::/29
43539|ripencc|GB|none|no|1|0|0.00|2a02:20d0::/32
34510|ripencc|FR|isp|no|1|0|0.00|2a02:20f8::/32
43284|ripencc|CH|business|no|1|0|0.00|2a02:2108::/32
1241|ripencc|EU|isp|yes|2|1|50.00|2a02:2148::/29,2a02:2148::/32
35226|ripencc|IE|none|no|1|0|0.00|2a02:2158::/32
5541|ripencc|RO|hosting|no|2|0|0.00|2a02:2160::/32,2a03:f80:40::/48
59632|ripencc|RO|hosting|no|1|0|0.00|2a02:2160:41::/48
42610|ripencc|RU|isp|yes|2|1|50.00|2a02:2168::/29,2a02:2168::/32
41480|ripencc|NL|isp|no|1|0|0.00|2a02:2170::/32
48469|ripencc|NO|business|no|1|0|0.00|2a02:2188::/36
60848|ripencc|NO|business|no|1|0|0.00|2a02:2188:2000::/36
44134|ripencc|DK|isp|no|1|0|0.00|2a02:2190::/32
21161|ripencc|DE|business|no|1|0|0.00|2a02:2198::/32
49743|ripencc|PL|isp|no|1|0|0.00|2a02:21a0::/32
57370|ripencc|CH|isp|no|1|0|0.00|2a02:21b0::/32
197156|ripencc|NL|isp|no|1|0|0.00|2a02:21b8::/32
35625|ripencc|FR|hosting|no|2|0|0.00|2a02:21c8::/32,2a04:3740::/29
49677|ripencc|BE|hosting|no|1|0|0.00|2a02:21d0::/32
21461|ripencc|DE|none|no|1|0|0.00|2a02:21e0::/32
197036|ripencc|FR|isp|no|1|0|0.00|2a02:21e8::/32
31270|ripencc|GB|none|no|1|0|0.00|2a02:21f8::/32
51135|ripencc|NO|none|no|1|0|0.00|2a02:2200::/32
6697|ripencc|BY|isp|no|1|0|0.00|2a02:2208::/32
5612|ripencc|NL|none|no|1|0|0.00|2a02:2210::/32
41157|ripencc|FR|business|no|1|0|0.00|2a02:2218::/32
31668|ripencc|AT|none|no|1|0|0.00|2a02:2220::/32
51378|ripencc|DE|business|no|1|0|0.00|2a02:2228::/32
25467|ripencc|SI|hosting|no|3|0|0.00|2a02:2230:300::/40,2a02:2230:1300::/40,2a02:2230:3300::/40
12615|ripencc|BG|isp|no|1|0|0.00|2a02:2248::/32
196714|ripencc|DE|isp|no|4|0|0.00|2a02:2250::/32,2a02:2970::/32,2a04:7440::/30,2a04:8480::/30
48942|ripencc|FR|isp|no|1|0|0.00|2a02:2258::/32
49435|ripencc|DE|hosting|no|1|0|0.00|2a02:2260::/32
197902|ripencc|NL|hosting|no|1|0|0.00|2a02:2268::/32
28907|ripencc|UA|hosting|no|1|0|0.00|2a02:2278::/32
51405|ripencc|LU|isp|no|1|0|0.00|2a02:2290::/32
28685|ripencc|NL|isp|no|1|0|0.00|2a02:22a0::/32
8369|ripencc|RU|isp|no|1|0|0.00|2a02:22a8::/32
43045|ripencc|RU|isp|no|1|0|0.00|2a02:22c0::/32
197123|ripencc|DK|none|no|1|0|0.00|2a02:22c8::/32
20775|ripencc|DE|business|no|1|0|0.00|2a02:22d8::/32
38987|ripencc|PL|isp|no|1|0|0.00|2a02:22e0::/32
44355|ripencc|DE|business|no|2|0|0.00|2a02:22e8:1::/48,2a02:22e8:2::/48
52088|ripencc|DE|business|no|1|0|0.00|2a02:22f0::/32
51432|ripencc|ES|none|no|1|0|0.00|2a02:22f8::/29
29028|ripencc|NL|hosting|no|1|0|0.00|2a02:2308::/32
198485|ripencc|NL|none|no|1|0|0.00|2a02:2308:20::/48
39817|ripencc|CZ|isp|no|1|0|0.00|2a02:2310::/32
12578|ripencc|LV|isp|no|1|0|0.00|2a02:2330::/32
48854|ripencc|DK|hosting|no|1|0|0.00|2a02:2338::/32
51319|ripencc|FI|hosting|no|1|0|0.00|2a02:2340::/32
51468|ripencc|DK|hosting|no|1|0|0.00|2a02:2350::/32
44902|ripencc|FR|isp|no|1|0|0.00|2a02:2358::/32
51034|ripencc|RU|isp|no|1|0|0.00|2a02:2360::/32
50270|ripencc|NO|business|no|1|0|0.00|2a02:2368::/32
15895|ripencc|UA|isp|no|1|0|0.00|2a02:2378::/32
51941|ripencc|FI|hosting|yes|2|1|50.00|2a02:2380::/32,2a02:2380:2::/48
9166|ripencc|BE|hosting|no|1|0|0.00|2a02:2398::/32
16164|ripencc|GB|isp|no|1|0|0.00|2a02:23a8::/32
44141|ripencc|FR|hosting|no|1|0|0.00|2a02:23b0::/32
25003|ripencc|IL|hosting|no|1|0|0.00|2a02:23b8::/32
198949|ripencc|IL|hosting|no|1|0|0.00|2a02:23b8:4::/48
24592|ripencc|ES|hosting|no|2|0|0.00|2a02:23c8::/40,2a02:23c8:ff00::/40
5435|ripencc|SI|hosting|no|1|0|0.00|2a02:23d0::/32
34274|ripencc|FR|none|no|1|0|0.00|2a02:23e0::/32
51514|ripencc|NL|hosting|no|1|0|0.00|2a02:23e8::/32
20771|ripencc|GE|isp|no|1|0|0.00|2a02:23f0::/32
29263|ripencc|NL|business|no|1|0|0.00|2a02:2400::/32
197064|ripencc|PL|isp|no|1|0|0.00|2a02:2408::/32
44286|ripencc|AT|none|no|2|0|0.00|2a02:2410::/32,2001:67c:139c::/48
196845|ripencc|CZ|isp|no|1|0|0.00|2a02:2428::/32
39869|ripencc|PL|isp|no|1|0|0.00|2a02:2430::/32
59491|ripencc|PL|hosting|no|3|0|0.00|2a02:2430:3::/48,2a02:2430:5::/48,2a02:2430:6::/48
41066|ripencc|RU|hosting|no|1|0|0.00|2a02:2438::/48
33835|ripencc|FR|isp|no|1|0|0.00|2a02:2440::/32
196728|ripencc|PL|isp|no|1|0|0.00|2a02:2448::/32
20880|ripencc|DE|isp|no|1|0|0.00|2a02:2450::/32
51862|ripencc|DE|none|no|1|0|0.00|2a02:2478::/32
35717|ripencc|FR|hosting|no|2|0|0.00|2a02:24a8::/32,2a03:7fc0::/32
29470|ripencc|RU|isp|no|1|0|0.00|2a02:24b0::/32
52030|ripencc|IT|hosting|no|1|0|0.00|2a02:24b8::/48
197307|ripencc|CZ|isp|no|1|0|0.00|2a02:24c0::/32
43545|ripencc|GB|hosting|yes|2|1|50.00|2a02:24d0::/32,2a02:24d0::/48
15945|ripencc|DE|hosting|no|1|0|0.00|2a02:24d8::/32
50957|ripencc|GB|hosting|no|1|0|0.00|2a02:24e0::/32
21040|ripencc|CH|isp|no|1|0|0.00|2a02:24e8::/32
8592|ripencc|RU|education|no|1|0|0.00|2a02:24f0::/32
34385|ripencc|SE|hosting|no|1|0|0.00|2a02:24f8::/32
