region|date|from1to24|from25to49|from50to74|from75to100
lacnic|20221215|30|86|383|1579
lacnic|20230115|33|80|390|1569
lacnic|20230215|36|80|414|1616
lacnic|20230315|40|80|423|1677
lacnic|20230415|38|80|392|1689
lacnic|20230515|37|90|413|1697
lacnic|20230615|30|84|431|1663
lacnic|20230715|32|99|420|1689
lacnic|20230815|28|101|433|1733
lacnic|20230915|32|114|454|1825
lacnic|20231015|28|101|422|1764
lacnic|20231115|29|99|439|1792
lacnic|20231215|29|83|450|1821
lacnic|20240115|28|83|441|1829
lacnic|20240215|27|86|421|1855
lacnic|20240315|29|94|400|1915
lacnic|20240415|29|96|406|1913
lacnic|20240515|30|95|429|1951
lacnic|20240615|32|96|404|1975
ripencc|20140615|14|44|144|239
ripencc|20140715|15|43|149|248
ripencc|20140815|14|39|163|249
ripencc|20140915|13|48|171|253
ripencc|20141015|13|40|175|255
ripencc|20141115|12|41|171|267
ripencc|20141215|15|41|168|275
ripencc|20150115|14|45|161|284
ripencc|20150215|12|46|164|282
ripencc|20150315|14|45|158|291
ripencc|20150415|16|42|158|290
ripencc|20150515|12|46|159|297
ripencc|20150615|15|56|160|308
ripencc|20150715|15|56|162|321
ripencc|20150815|15|55|182|311
ripencc|20150915|19|63|179|306
ripencc|20151015|22|63|174|317
ripencc|20151115|26|60|181|320
ripencc|20151215|24|60|182|336
ripencc|20160115|25|71|171|343
ripencc|20160215|23|59|190|367
ripencc|20160315|21|59|191|367
ripencc|20160415|24|66|190|370
ripencc|20160515|31|63|196|386
ripencc|20160615|24|66|199|395
ripencc|20160715|26|72|185|393
ripencc|20160815|26|58|197|408
ripencc|20160915|37|56|206|410
ripencc|20161015|26|66|215|434
ripencc|20161115|26|68|223|440
ripencc|20161215|27|64|219|446
ripencc|20170115|27|63|229|439
ripencc|20170215|31|64|223|459
ripencc|20170315|30|67|239|460
ripencc|20170415|33|74|227|462
ripencc|20170515|30|74|223|466
ripencc|20170615|36|69|243|473
ripencc|20170715|34|68|247|471
ripencc|20170815|33|71|236|477
ripencc|20170915|28|84|223|500
ripencc|20171015|31|80|231|501
ripencc|20171115|29|99|238|541
ripencc|20171215|40|86|241|538
ripencc|20180115|39|88|230|559
ripencc|20180215|32|91|237|568
ripencc|20180315|30|87|252|594
ripencc|20180415|33|94|244|604
ripencc|20180515|35|85|261|608
ripencc|20180615|29|89|266|604
ripencc|20180715|32|100|272|641
ripencc|20180815|32|99|259|627
ripencc|20180915|31|92|248|641
ripencc|20181015|24|90|254|644
ripencc|20181115|34|103|266|644
ripencc|20181215|31|98|275|706
ripencc|20190115|31|99|268|705
ripencc|20190215|40|98|269|711
ripencc|20190315|35|90|294|727
ripencc|20190415|29|96|308|735
ripencc|20190515|30|96|316|738
ripencc|20190615|32|111|314|752
ripencc|20190715|30|104|304|781
ripencc|20190815|30|104|305|790
ripencc|20190915|34|95|328|789
ripencc|20191015|37|90|316|833
ripencc|20191115|40|91|316|863
ripencc|20191215|35|100|335|847
ripencc|20200115|28|98|346|875
ripencc|20200215|32|98|340|870
ripencc|20200315|36|95|327|896
ripencc|20200415|41|93|334|871
ripencc|20200515|39|102|320|938
ripencc|20200615|36|115|335|923
ripencc|20200715|41|109|377|929
ripencc|20200815|43|116|350|922
ripencc|20200915|42|104|362|977
ripencc|20201015|37|111|352|962
ripencc|20201115|37|107|344|972
ripencc|20201215|42|119|344|983
ripencc|20210115|43|111|359|991
ripencc|20210215|39|116|369|1015
ripencc|20210315|38|128|370|1038
ripencc|20210415|41|122|367|1045
ripencc|20210515|42|117|371|1076
ripencc|20210615|51|121|399|1121
ripencc|20210715|38|119|379|1082
ripencc|20210815|39|119|390|1081
ripencc|20210915|39|122|420|1111
ripencc|20211015|39|139|408|1089
ripencc|20211115|40|132|384|1118
ripencc|20211215|53|125|366|1129
ripencc|20220115|45|122|403|1164
ripencc|20220215|51|133|408|1196
ripencc|20220315|59|125|435|1164
ripencc|20220415|50|132|430|1165
ripencc|20220515|55|128|432|1180
ripencc|20220615|45|139|440|1204
ripencc|20220715|41|135|469|1234
ripencc|20220815|47|140|446|1267
ripencc|20220915|48|141|451|1288
ripencc|20221015|43|132|466|1269
ripencc|20221115|43|129|472|1286
ripencc|20221215|45|126|474|1303
ripencc|20230115|50|131|451|1335
ripencc|20230215|51|136|450|1369
ripencc|20230315|55|140|463|1421
ripencc|20230415|49|149|467|1407
ripencc|20230515|58|163|457|1391
ripencc|20230615|56|160|457|1347
ripencc|20230715|57|165|436|1325
ripencc|20230815|49|156|446|1420
ripencc|20230915|57|142|438|1508
ripencc|20231015|51|137|445|1478
ripencc|20231115|43|149|449|1501
ripencc|20231215|47|153|435|1508
ripencc|20240115|54|139|424|1543
ripencc|20240215|57|148|440|1561
ripencc|20240315|59|146|446|1550
ripencc|20240415|57|160|467|1548
ripencc|20240515|62|156|459|1596
ripencc|20240615|51|148|482|1611
