region|date|from1to24|from25to49|from50to74|from75to100
arin|20210515|787|689|997|3238
arin|20210615|754|694|985|3242
arin|20210715|770|699|991|3222
arin|20210815|783|688|996|3190
arin|20210915|787|702|1008|3190
arin|20211015|796|693|1003|3243
arin|20211115|786|687|1022|3241
arin|20211215|780|686|1016|3277
arin|20220115|789|697|1007|3280
arin|20220215|786|681|982|3314
arin|20220315|784|699|989|3291
arin|20220415|787|709|973|3281
arin|20220515|791|678|967|3251
arin|20220615|793|706|949|3270
arin|20220715|794|724|964|3268
arin|20220815|792|731|946|3259
arin|20220915|806|732|957|3308
arin|20221015|804|729|946|3311
arin|20221115|794|729|941|3304
arin|20221215|793|722|958|3278
arin|20230115|811|725|956|3288
arin|20230215|796|740|973|3272
arin|20230315|798|742|978|3254
arin|20230415|800|748|978|3265
arin|20230515|805|738|992|3264
arin|20230615|807|727|998|3326
arin|20230715|817|719|978|3312
arin|20230815|827|708|952|3372
arin|20230915|813|701|913|3415
arin|20231015|802|715|915|3384
arin|20231115|803|713|918|3359
arin|20231215|816|697|903|3355
arin|20240115|793|693|915|3324
arin|20240215|794|694|904|3332
arin|20240315|800|698|896|3347
arin|20240415|798|701|900|3338
arin|20240515|808|708|874|3350
arin|20240615|804|706|869|3342
internet|20140615|1560|1402|1906|7675
internet|20140715|1541|1411|1832|7860
internet|20140815|1575|1445|1801|7816
internet|20140915|1592|1511|1932|7787
internet|20141015|1577|1509|1995|7828
internet|20141115|1609|1477|1993|7911
internet|20141215|1613|1522|1969|8062
internet|20150115|1655|1564|1996|8069
internet|20150215|1688|1527|2011|8065
internet|20150315|1742|1525|2023|8091
internet|20150415|1745|1532|2016|8270
internet|20150515|1767|1547|2077|8261
internet|20150615|1750|1536|1974|8383
internet|20150715|1795|1544|1976|8341
internet|20150815|1781|1569|2056|8234
internet|20150915|1781|1604|2079|8305
internet|20151015|1754|1585|2096|8393
internet|20151115|1781|1579|2011|8475
internet|20151215|1814|1567|2021|8539
