asn|aspp_average|moreSpecific_average|selective_average
22612|3.15|9.64|98.8
22613|100.0||
22615|50.0||
22616|11.38|13.42|97.58
22617|41.66||99.59
22618|98.24||100.0
22620|100.0||
22623|100.0||
22624|86.78||41.67
22625|97.32|27.28|11.05
22626|51.98|16.67|40.82
22629|37.67|14.29|9.72
22630|100.0||
22631|45.47|25.41|56.71
22632|75.78||35.71
22633|96.67||41.5
22634|65.0|17.75|56.25
22635|100.0||
22636|54.96|42.85|96.0
22637|92.78|5.13|91.48
22639|81.12|17.5|59.72
22640|28.84||100.0
22641||33.33|88.0
22642|100.0||
22643|100.0||
22644||50.0|100.0
22645|27.71|18.86|80.38
22646|80.82|5.09|84.45
22647|50.0||99.22
22648|20.0|24.83|100.0
22649|50.0||52.33
22650|100.0||
22652|50.06|5.91|73.13
22653|54.13|10.86|53.08
22654|98.18||6.0
22655|100.0||
22656|||100.0
22657|94.2||100.0
22658|55.69||6.06
22660|100.0||
22663|91.65|12.6|89.91
22664|100.0||
22666||48.04|33.0
22667|89.4|10.08|39.99
22668|50.0||16.0
22669|||97.22
22671|67.33||69.96
22673|100.0||
22674|76.55||82.07
22675|100.0||
22676|55.37||100.0
22680|52.81||91.53
22681||50.0|50.0
22682|100.0||
22683|28.47||100.0
22684|20.0|22.76|
22686|76.92|48.39|5.45
22687|40.71||99.73
22688|76.76||63.5
22689|21.28|42.44|72.06
22690|80.82|14.69|30.6
22691|5.95|7.4|76.38
22693|82.21|34.04|4.92
22696|43.32||100.0
22697|54.78|2.95|83.77
22698|62.66|5.46|92.79
22699|33.33|20.0|53.26
22700|56.07|38.64|20.0
22702|5.88|33.33|81.17
22703|9.89|12.36|84.83
22704|100.0||
22706||26.23|0.0
22707|100.0||100.0
22708|100.0||
22709|43.55|9.3|44.19
22711||33.96|31.2
22712|100.0||
22713|92.59||95.98
22714|100.0||
22716|52.08|25.19|100.0
22717|5.78|36.72|100.0
22721|100.0||
22722|||67.0
22723||24.86|94.8
22724|68.24|0.52|99.88
22725|||100.0
22726|||11.0
22727|33.33|13.74|75.97
22728|50.0|45.8|74.54
22731|83.02||97.06
22734|36.1||30.5
22735|98.72|56.79|
22738||28.75|100.0
22739|||33.0
22742|93.02|19.49|79.6
22743|||12.0
22744|31.56|18.87|100.0
22746|98.76||100.0
22747|19.03|18.06|30.32
22748|100.0||66.0
22749|56.41|50.0|0.0
22750|61.44|9.12|54.64
22752|95.33|25.14|96.28
22753|80.0|39.45|98.64
22754|50.0||100.0
22755|79.17||50.0
22758|87.67||12.0
22759|43.94|13.69|99.33
22760|99.28||100.0
22761|100.0||
22762|50.56||92.23
22763|100.0||
22764|43.19|9.1|100.0
22765|73.68|9.4|31.46
22766|||33.0
22767|||100.0
22768|26.77|19.76|99.88
22769|33.02|9.94|92.64
22770|100.0||99.4
22771|91.19||100.0
22772|12.28|14.08|41.5
22773|17.47|8.9|96.95
22775|34.2|8.62|100.0
22776|100.0||
22778|100.0||72.22
22780|97.01||35.94
22781|99.61|7.16|72.25
22783|70.05||84.69
22784|86.75|14.29|63.4
22785|66.67||37.76
22787|22.06|3.88|100.0
22788|81.36|33.33|58.85
22791|20.0||45.51
22792|24.53|8.97|53.13
22793|||100.0
22794|27.28|18.07|99.99
22795|66.67||20.0
22796|100.0||
22798||40.41|3.75
22799|76.42|7.44|62.58
22800|98.68|50.0|6.25
22801|20.0|14.84|26.79
22802|100.0||
22803|36.07||100.0
22804|15.07||100.0
22805|100.0||
22806||50.0|100.0
22807|||100.0
22808|8.46|8.31|100.0
22809||34.85|99.29
22810|100.0||
22811|||100.0
22812|90.83||54.82
22813|100.0||
22815|99.58||75.0
22819|100.0||
22820||10.22|97.0
22821|100.0||
22822|67.62|18.34|100.0
22825|100.0||
22827|60.72||
22828|96.3|50.23|99.0
22829|74.98|23.83|63.85
22834|75.0|50.0|
22835|100.0||
22837||17.58|39.67
22838|100.0||42.4
22840|78.33||100.0
22841|87.45||28.71
22842|83.33||100.0
22843|95.69|9.09|22.26
22844|40.46|25.31|95.35
22845|52.78|41.73|0.87
22846|81.11||33.0
22847|75.0|25.0|0.0
22850|100.0||
22851|50.0||75.0
22853||6.36|100.0
22854||23.91|40.93
22855|||24.27
22856|100.0||
22857|||100.0
22860|74.52|20.0|81.94
22861|51.47|20.0|35.58
22863|50.0||75.0
22864||50.0|100.0
22866|60.0||29.49
22869|27.89|9.77|72.15
22870|59.78||52.75
22871|||64.61
22873|98.03|26.67|94.73
22875||25.0|100.0
22876|50.0||51.26
22877|35.82|26.84|84.45
22878|||93.0
22880|50.0||50.83
22881||33.94|100.0
22882|33.33||72.5
22883|29.47|9.64|99.07
22884|12.58|1.21|100.0
22885||50.0|0.0
22886|91.82||33.63
22887||25.11|13.06
22888|||32.59
22890|||40.0
22891|||94.34
22892|60.42|13.58|84.6
22893|100.0||
22894|27.71|9.7|93.54
22895|50.0||51.47
22897|||100.0
22898|66.57|22.46|87.4
22899|100.0||
22900||30.21|100.0
22903|80.48|1.94|44.27
22904|18.53||95.42
22905|76.12|1.76|10.56
22906||28.33|71.07
22907|26.51|17.33|99.38
22908|7.13|6.0|99.83
22909||6.19|39.5
22910|64.32|4.98|61.18
22911|20.22|11.49|74.04
22912|33.33||100.0
22913|90.0||26.08
22915|100.0||
22916|81.37||34.35
22917|100.0||
22918|100.0||
22920||24.15|
22921|59.38|29.16|3.0
22922|100.0||
22923|55.82|10.74|22.47
22925|46.15|21.98|40.08
22926|91.4|11.07|92.41
22927|5.19|11.76|95.11
22928|63.42||42.47
22931|60.0|23.84|57.45
22933|19.41|13.96|97.23
22934|100.0||
22935||33.33|
22937|52.63|41.6|67.29
22938||34.5|97.94
22941|100.0||
22943|92.67||100.0
22944|27.96||8.43
22945|40.87|20.0|0.0
22948||26.53|
22949|68.9|43.31|0.0
22950|93.6|6.85|0.53
22951|100.0||
22952|15.54|16.24|67.96
22953|||92.27
22954|100.0||33.0
22955|100.0||
22957|72.5||100.0
22958||23.08|92.74
22960|33.33||67.0
22961|100.0||100.0
22962|100.0||
22963|100.0||
22964|96.19||100.0
22965|100.0||75.0
22966|90.44|25.0|
22968||28.86|36.88
22971|100.0||25.0
22973|98.35||52.04
22974|||80.0
22975|67.15||57.52
22976|15.48|29.3|93.23
22978|100.0|35.41|44.0
22980|6.27|6.27|99.25
22982||33.0|0.0
22983|||100.0
22984|98.29||100.0
22985|30.01|9.47|41.91
22986|||33.0
22987|100.0||22.07
22989|100.0||
22990|79.21|48.24|0.0
22992|12.5||95.87
22993|100.0||
22994|63.7||94.64
22995|86.34|5.82|100.0
22996|50.0||53.33
22998|91.27||67.44
22999|96.43||47.78
23000|37.44||100.0
23002|71.16|43.92|92.3
23003|||100.0
23004|58.16||88.37
23005|14.87|10.91|80.26
23007|100.0||33.0
23008|||100.0
23010|||100.0
23011|||100.0
23012||40.66|32.89
23013||14.29|
23015|51.92||50.0
23016|50.0||51.61
23018|50.0||88.04
23019|49.32||94.44
23021|100.0||
23022||12.5|
23023|54.44||99.02
23024|3.41|2.69|
23025|100.0||100.0
23026|50.0||77.0
23027|70.47||99.6
23028|53.95|14.4|73.72
23029|97.78|9.09|5.54
23030|90.91|50.0|63.26
23031|40.93|8.0|97.95
23033|23.36|16.56|99.93
23034|44.1|19.7|96.18
23036||10.67|100.0
23038|45.21|25.0|8.91
23039|100.0||
23040|100.0||
23042|100.0||
23045|||88.36
23046|||100.0
23047|27.64||91.0
23049|90.18||49.0
23050|34.52|40.8|92.68
23051|100.0||
23053|100.0||
23056|||50.0
23057|||50.0
23058|64.19||95.54
23059|33.33|18.42|85.1
23060|100.0||
23062|100.0||
23065||30.0|
23066|100.0||
23067|100.0||67.0
23068|25.31|14.29|48.93
23069|100.0||100.0
23070|100.0||
23071|||50.0
23073|100.0||
23074|9.75|37.95|95.72
23078|58.54||63.61
23079|100.0||78.36
23080|50.0||33.0
23081|91.21||79.34
23082|100.0||91.67
23083|83.68|22.12|30.62
23084||8.85|71.34
23085|47.62|22.52|100.0
23087|100.0||
23088|21.82|16.04|100.0
23089|84.8|5.56|99.68
23090|||66.5
23093|92.26||83.0
23094|22.16||95.9
23095|100.0||87.46
23096|100.0|29.77|31.09
23097|56.19||94.63
23098||29.26|100.0
23099|||99.17
23100|97.03|30.52|24.5
23102|88.27|17.31|45.55
23104|||46.39
23105|30.43|34.25|45.41
23106|35.98|35.01|99.94
23107|11.83|7.45|97.55
23108|100.0||
23109|72.78||60.2
23110|98.28|50.0|0.0
23111|||50.0
23114||20.0|99.07
23115|100.0||44.0
23116|100.0||
23118|45.95|11.91|81.05
23120|100.0||
23121|100.0||
23122|100.0|50.0|
23123|100.0||50.0
23124|100.0||
23126||3.65|
23127|52.31|7.81|87.65
23128||36.36|3.11
23131|||39.23
23132|||100.0
23134|43.24||99.0
23136||24.93|96.78
23137|100.0||100.0
23138|53.86|13.81|68.57
23139|||52.1
23140|80.54|9.19|67.82
23141|33.89|41.05|66.36
23142|100.0|39.52|0.55
23144||39.88|75.0
23145|100.0||100.0
23146|100.0||100.0
23148|1.05|14.55|100.0
23151|81.21|18.22|39.89
23152|||100.0
23153|50.0||89.58
23154|20.38|7.84|100.0
23155|65.06|30.42|70.08
23156|100.0||
23157|100.0|25.0|0.0
23158|68.53|17.21|7.35
23160|38.65||27.93
23162|100.0|16.67|3.0
23165|64.77||98.33
23166|56.58||100.0
23167|40.0|10.25|92.79
23170||11.15|12.06
23171|37.16|29.28|100.0
23172|11.63|12.07|100.0
23173|21.78|10.36|94.55
23174|100.0||
23175|83.58|8.36|43.29
23176|100.0||
23177|65.14||87.52
23178|||83.33
23179|100.0||
23180|100.0||
23181|92.75||16.39
23182|||41.5
23183|57.96|6.95|89.72
23184|56.1|3.85|68.65
23185|25.62|31.73|92.21
23187|100.0||50.0
23188|86.27|18.44|44.33
23189|100.0||
23190|65.84|40.45|51.55
23191|100.0||
23192|100.0||
23193|62.5|50.0|50.0
23196|||100.0
23197|10.52||100.0
23198|88.69||96.62
23199|49.02||100.0
23201|9.21|17.29|68.9
23203|100.0||86.67
23204||26.56|75.37
23205|96.31|10.02|28.52
23209|52.31||50.53
23210|100.0||
23214|100.0||
23215|41.66||83.94
23216||4.1|86.38
23217||50.0|
23218|100.0||
23221|100.0||
23223|50.0||100.0
23225|32.12|11.71|100.0
23226|100.0||
23227|||98.86
23228|76.94|14.29|92.39
23229|98.76|7.69|33.33
23230|||24.08
23232|100.0||
23233|33.33||100.0
23234|||67.0
23235|41.4||100.0
23237|80.75|25.64|0.07
23240|100.0||
23241|95.83|50.0|0.35
23242|40.0|21.92|94.0
23243|5.28|2.82|96.65
23246|19.45|23.67|96.98
23247|||100.0
23248|100.0|25.0|96.0
23249|100.0||33.0
23250|100.0|25.2|83.08
23251|24.04||100.0
23252|43.73|28.15|40.68
23254||30.75|1.29
23255|16.06|21.73|69.05
23257|39.02||94.05
23258||48.44|5.53
23260|||46.07
23261|||82.0
23262|57.72||33.0
23263|77.72||82.64
23264|100.0||
23265|99.57|11.68|34.53
23267||32.74|0.0
23268|86.93||87.57
23269|||50.0
23270|100.0||
23271|80.48||50.0
23274|76.63|23.67|96.62
23275|72.31||33.0
23277|84.43||100.0
23278|96.97||43.0
23279|81.25||100.0
23280|64.59||95.65
23281|82.14||75.0
23282||3.05|49.12
23284|99.48|50.0|
23286|15.09|23.73|29.92
23287||33.74|7.1
23288|||34.56
23289|7.83|5.88|100.0
23290|100.0||
23291|29.08||65.34
23292|25.0|23.33|54.17
23294||11.11|84.74
23295||13.49|
23296|30.34|26.8|93.12
23297|100.0||
23298|66.0|20.0|0.0
23299|100.0||100.0
23300||15.43|19.15
23302|33.33||38.0
23304||13.14|27.72
23305|25.28|21.69|64.95
23307|89.58|48.72|0.0
23308|84.5|26.04|47.09
23309||50.0|
23310|100.0||
23311|100.0||
23312|100.0||
23313||40.72|57.28
23314|55.12|15.22|55.71
23315|56.51||100.0
23316|100.0|9.23|88.36
23317|100.0||44.0
23319|||50.0
23323||25.0|
23325|100.0||
23326|69.08||32.89
23328|||55.47
23329|||99.67
23330|100.0||
23331|100.0||
23332|90.44||50.0
23334|27.2||91.75
23335|100.0||
23336|37.73|35.98|76.9
23337|90.0||100.0
23338|34.94|10.07|64.16
23339|42.86|42.13|0.0
23340|69.36||100.0
23341|54.68|11.85|36.53
23342|72.91|11.28|89.5
23344|17.52||100.0
23346|||100.0
23348||25.0|
23349||9.2|68.84
23352|60.97|15.5|100.0
23354|||33.0
23355|33.33||52.93
23356|50.0||50.0
23357|||100.0
23361|100.0||
23363|100.0||
23365|100.0||
23366|63.45|7.26|68.51
23367|100.0|25.37|46.43
23368|||53.0
23370|95.12||20.0
23371|100.0|16.67|18.33
23372|87.5||18.21
23373||33.33|0.0
23374|94.78|33.33|38.26
23376|86.1|11.03|68.04
23377||13.78|82.9
23378|100.0||
23379|75.94||83.71
23380|96.32||68.53
23381|80.08||38.56
23383|6.11|14.44|99.56
23387|70.19|15.96|36.42
23389|||38.97
23391||14.41|41.75
23392|||100.0
23393|51.95|23.87|97.24
23394|25.0|25.0|20.0
23395||8.11|14.04
23396|100.0||
23398|64.29||89.58
23399|50.0||99.56
23400||10.88|14.36
23403|99.69|25.0|0.0
23404|30.3|8.05|88.4
23406|61.11||64.29
23408|96.28||52.5
23409|33.33||
23410|100.0|29.95|27.71
23412|75.09||80.38
23413|33.33||95.74
23414|76.04||79.46
23415|50.0|11.11|76.19
23419|100.0||25.0
23420|||7.0
23421|50.0|24.72|97.0
23422|94.03|9.09|19.37
23423|24.07|10.0|69.1
23424|94.17||80.08
23425|100.0||
23427|33.33|18.84|13.23
23428|25.0|19.33|95.24
23431|55.23|29.91|75.86
23432|33.33|19.08|64.78
23433|30.45||84.52
23434|67.71||50.0
23435|50.0||100.0
23436|64.34|16.99|6.78
23438|98.48||100.0
23441|100.0||
23442|92.16||80.77
23443|100.0||
23444|40.0||100.0
23445|100.0||
23446|25.0||32.28
23453|86.0||50.0
23454|100.0||13.17
23455|100.0||100.0
23457|100.0||
23458|21.72|19.86|80.0
23459|100.0||
23461|86.67||
23462|77.73|32.75|38.86
23463|40.42||98.5
23464||25.56|
23465|67.78|6.37|73.07
23467|98.72|25.0|79.04
23468|||100.0
23470|93.8|2.27|96.53
23471|||51.96
23472|17.06||100.0
23473||1.27|99.98
23474|98.33||27.67
23475|37.82|42.86|14.09
23477|91.83|16.67|19.31
23478|100.0||
23479|100.0||
23480|||50.0
23481|54.24||80.69
23482|||93.52
23484|27.73||81.87
23486|48.3|10.7|49.79
23487|77.9|1.81|72.71
23490|71.03||90.48
23491|58.33||68.47
23492|34.99|21.09|26.26
23493|100.0||
23495|45.24|25.0|59.09
23496||8.98|91.78
23497|99.69||3.0
23498|12.15|7.51|99.26
23499|100.0||
23500|37.87|18.51|87.23
23502|55.26||100.0
23503||6.95|52.48
23504||23.08|0.0
23505|||40.0
23506|100.0||
23507|100.0||
23508|100.0||
23509|31.78||79.83
23510|100.0||
23511|||39.0
23512|100.0||
23514|||78.84
23515|100.0||25.0
23516|||98.04
23519|35.0|30.06|82.59
23520|22.11|12.25|99.69
23521|49.74||93.71
23522|||100.0
23523|100.0||50.0
23525|50.0||93.8
23528||9.59|71.31
23531|100.0|33.33|25.0
23534||33.33|89.0
23535||11.11|51.71
23537||6.25|
23538|100.0||
23539|23.0||73.52
23541|46.43|12.15|92.69
23542|100.0||
23544|||50.0
23545|100.0||
23546|89.03|15.9|11.29
23548|100.0||
23550|||47.41
23551|80.0||100.0
23552|||2.0
23554|93.25||
23555|||34.15
23556|||100.0
23559|59.32|7.91|68.51
23561|52.29||92.0
23563|75.89|18.66|43.45
23564|46.35||53.65
23566|||95.36
23568|100.0||
23572|50.0||91.37
23573|||25.0
23575|74.93|6.85|
23576|71.4|27.47|100.0
23578||28.68|
23579|93.86|14.13|53.33
23580|50.0||42.77
23581|6.25||99.95
23582|20.14|4.79|76.29
23584|31.32|4.65|21.0
23585|||67.0
23588|47.71|9.64|58.91
23589|||50.0
23591|||69.43
23593|||33.5
23596|||86.28
23599|33.25||97.95
23600|10.41||97.41
23601|||34.42
23607|||96.0
23613|100.0||
23615|70.45|50.0|
23616|100.0||
23618|83.25||82.22
23619|33.33|33.33|0.0
23620||11.54|40.15
23623||50.0|
23624|99.68|11.11|21.34
23627|37.63|12.5|41.0
23628|98.0|25.0|46.6
23629|95.45||68.47
23630|||67.0
23631|100.0||
23632||33.33|
23633|100.0||
23635||23.48|5.18
23637|100.0|19.39|17.74
23639|97.25|37.9|5.13
23641|100.0||
23644|50.0||50.0
23647|22.38|19.48|93.98
23648|40.0|20.0|62.6
23649|100.0||
23650|1.42|2.71|83.57
23652|100.0||
23653|100.0||
23655|34.87|13.51|81.18
23656|50.0||58.65
23657|7.68|9.75|73.23
23659|16.04||15.65
23660|100.0|33.33|
23661|94.64|10.44|20.39
23664|10.21|5.9|99.48
23665|74.33||99.38
23666|32.43|3.44|35.93
23667|57.9|33.4|99.0
23668|6.33|14.76|45.66
23669|20.17|12.96|18.61
23670|100.0||97.0
23671|85.38|23.79|75.59
23672|||100.0
23673|25.07|14.0|97.76
23674|1.26|2.97|36.41
23675|||100.0
23678|41.64|23.21|90.17
23679|28.71|7.44|99.96
23681|63.67|9.84|61.51
23682|19.59|1.35|100.0
23683|50.0||95.04
23686|38.37|3.97|94.11
23687|100.0||
23688|25.26|32.01|77.2
23689|55.7|22.55|57.89
23691|100.0|35.37|63.38
23692|||41.67
23693|6.52|16.66|64.97
23694|68.23|29.48|26.67
23695|30.11|30.53|29.64
23696|100.0||26.45
23698|83.33||100.0
23699|40.46|34.78|9.58
23700|2.63|14.37|26.84
23702|39.58|17.86|71.43
23703|100.0|50.0|0.0
23704||26.4|82.43
23706|100.0||
23708|||100.0
23714|||2.6
23719||13.45|1.0
23720||12.5|93.54
23721|100.0|50.0|88.0
23722|100.0|33.33|
23724|1.27|8.24|100.0
23727|84.11||35.36
23728|93.04|33.33|7.41
23729||18.29|93.25
23730||34.02|0.0
23731|88.58||35.34
23732|48.8||100.0
23733|54.17|34.31|34.55
23734||9.22|
23735|99.35|15.5|
23736||50.0|
23737|100.0||
23738|40.95|29.12|100.0
23739|32.0|25.0|
23740||33.33|0.0
23743|100.0|16.67|0.0
23744|55.0||100.0
23745|||50.0
23746|50.0|11.11|99.05
23747|73.17||78.57
23748|55.29||30.26
23749|25.86|12.64|100.0
23750|28.32|1.62|99.65
23752|21.94|29.32|83.36
23755|50.0|16.67|50.0
23756|32.2|7.61|55.56
23760|100.0||
23761|100.0||
23762|84.04|6.13|45.07
23763|82.77||93.55
23764|5.46|2.29|100.0
23765|100.0||
23766|100.0|33.33|0.0
23767|36.92|8.38|96.21
23768|||100.0
23769|71.95||75.0
23770|91.37|25.0|50.57
23771|68.68|12.25|83.8
23772|32.02|4.69|79.19
23775|51.81|20.0|10.39
23776|100.0||
23777|24.13|16.73|29.74
23778|99.79|12.5|46.69
23779||19.37|9.22
23780|100.0||83.79
23781||20.0|
23783|85.53|5.54|24.96
23784||19.42|
23785|100.0||
23786|100.0||55.0
23788||33.04|
23790|100.0||29.6
23791|100.0|10.0|
23793||20.85|100.0
23795||33.33|0.0
23796||46.55|0.0
23798|100.0||
23799|||100.0
23801|100.0||
23805|87.92||65.44
23807||50.0|
23808||25.96|2.22
23809|100.0||
23812|100.0||
23816|26.36||47.52
23817|77.9|31.18|93.06
23818|99.77|5.02|34.73
23820|33.33|39.19|14.48
23822|96.83|16.83|37.83
23824|100.0|33.33|0.0
23826|99.25|33.33|
23827|100.0||20.0
23828||25.0|33.0
23829|60.35|11.32|31.16
23831|100.0||6.0
23835||50.0|
23836|93.88||62.5
23838|78.55|24.79|82.65
23839||20.0|75.0
23841||22.32|78.83
23842||13.83|0.0
23844|9.63|21.77|97.88
23848|11.62|10.35|99.0
23851||16.67|
23852|||100.0
23853|1.14|17.75|89.25
23854|||96.75
23855|100.0||48.39
23856|100.0|21.63|29.1
23857||6.33|93.0
23858|40.91||64.46
23859||40.62|67.0
23860|2.7|27.61|98.51
23861|100.0||
23862|51.97|15.38|37.67
23863|||93.82
23866||33.33|
23869|||49.51
23870|29.3|16.2|100.0
23871|53.78|11.67|27.46
23872||12.21|36.69
23875|33.33||66.67
23876|97.67|20.0|75.0
23877||32.55|
23878|99.49|15.35|50.0
23879|100.0||
23880|87.0||100.0
23881|94.03|6.21|97.6
23883||33.33|
23884|97.47|14.04|100.0
23885|||37.82
23887|33.63|19.58|33.36
23888|26.36|2.32|74.84
23889||11.87|99.77
23890|100.0||
23891|84.17||54.73
23893|54.73|16.04|76.02
23900|60.27|17.49|11.87
23901|21.71|31.21|85.95
23902|||50.0
23903|100.0||63.76
23905|97.06|18.18|22.24
23907||18.31|11.0
23908|67.56|19.92|23.83
23910|||94.06
23911|||66.37
23913|100.0||37.75
23917|42.9|16.73|100.0
23918||23.36|44.88
23919|50.26||53.62
23920|34.21|34.35|9.31
23921|85.0|28.97|15.69
23922|65.0||34.79
23923|1.58|6.84|97.15
23925|100.0||93.75
23926|100.0||
23927|100.0||
23929|100.0||
23930|40.25|22.43|100.0
23932||1.79|75.3
23934|20.0|51.15|
23935|24.45||
23936|90.0|28.15|53.65
23937|||100.0
23938|100.0||
23939||3.36|63.58
23943|76.76|10.79|70.02
23944|68.88|16.68|97.65
23946|100.0||75.0
23947|50.62|8.23|97.54
23948|||98.33
23949|45.92|32.63|63.63
23950|100.0|28.0|72.11
23951|58.91|37.55|88.4
23952|100.0|6.51|0.0
23953|87.87|8.66|88.72
23954|67.27|16.67|92.45
23955||19.84|75.0
23956|1.44|3.65|92.17
23957|||50.0
23958||33.33|0.0
23959|73.02||25.44
23961|82.66|31.76|100.0
23962||50.0|
23963|||100.0
23964|100.0|33.33|0.0
23965|100.0||
23966|7.82|9.06|68.94
23967||57.08|
23969|2.75|9.15|86.96
23974||17.12|37.0
23975|||17.0
23976|50.86|34.42|28.5
23977|100.0||
23979||12.99|
23980||36.61|0.0
23982|76.44|4.0|68.0
23984|100.0||
23985|100.0||75.0
23988|35.79||98.34
23991|17.72|8.29|66.32
23992|||17.0
23994|23.12|17.5|94.83
23999||33.33|32.41
24000|48.49|8.79|100.0
24002|46.81|24.49|0.0
24003||33.33|47.28
24004|56.39|12.43|19.88
24005|94.68|26.57|32.9
24006|90.0|17.72|0.0
24007|10.28|14.59|29.72
24008|74.56|5.84|48.74
24009|||76.0
24012|36.12|4.84|81.61
24014|25.0||
24015|50.0||100.0
24016|6.35|6.42|48.89
24017|48.58||89.39
24020||7.17|24.72
24021|||33.0
24023|49.72|16.67|100.0
24024|100.0||
24026|100.0||100.0
24028|40.7|20.03|69.79
24030|25.0|20.0|93.66
24033|63.4|16.85|98.15
24038|||100.0
24040|70.76||37.95
24041|66.18||100.0
24042|76.57||100.0
24043|99.76|12.5|44.21
24046|25.0||
24054|||100.0
24055||33.33|1.24
24060|24.89||92.38
24061|75.0|28.16|60.34
24063|75.76||76.67
24066||26.89|50.0
24067|73.92||100.0
24068|9.97|18.99|98.0
24069|100.0||50.0
24071|||25.0
24074|100.0||100.0
24075|||100.0
24076|||50.0
24077|100.0|24.14|92.49
24079|100.0||61.9
24081|70.36||84.11
24083|81.54||81.03
24084|39.33|15.14|100.0
24085|54.1|7.6|90.55
24086|4.9|9.51|99.8
24088|23.21|26.52|97.1
24090||30.89|50.93
24092|100.0|11.11|
24093|14.74|6.24|94.6
24095|||40.0
24097|67.16||65.26
24098|33.33|33.33|0.0
24101||44.16|
24102|53.03||58.33
24103|100.0||
24105||36.16|36.11
24107|83.85|16.67|61.98
24109|17.68|7.52|100.0
24110|83.89|17.84|54.07
24111|75.34|48.56|78.33
24112|||75.0
24118|67.11||98.08
24119||6.67|
24120||39.49|76.12
24121|25.86|12.5|56.4
24122|63.83|15.66|81.41
24124|100.0||
24126|42.45|2.91|100.0
24127|100.0||
24128|75.0|12.5|
24129||10.32|
24130||16.22|53.44
24133||25.0|
24134|8.16|26.93|82.0
24137||14.38|22.65
24138||36.69|99.09
24139||14.07|73.66
24141||24.96|93.0
24143|18.94|6.97|99.9
24144||29.16|
24147||15.04|65.88
24149|||50.0
24151||2.12|100.0
24154||14.35|91.0
24155|57.6||84.26
24157|80.59|18.25|71.14
24158|1.53|7.95|98.0
24160|100.0||
24163||18.9|9.0
24164||18.74|56.4
24165||7.78|9.0
24167|44.29||92.89
24168||36.4|95.77
24172|100.0||
24173|42.15|19.31|92.48
24175|75.03|30.58|65.01
24176|23.04|18.81|79.86
24178|75.46|45.74|42.23
24182|65.74|23.64|89.08
24183|20.08|20.69|89.07
24184||33.33|0.0
24185|31.82||87.04
24186|43.81|11.41|58.73
24187|40.94|3.23|47.41
24189||21.04|100.0
24190|26.77|31.73|54.13
24192|99.52|27.74|60.5
24193|81.44|8.01|
24195|88.52|31.69|48.39
24196||15.0|
24197||32.61|78.62
24198|54.0|47.21|96.67
24199|||100.0
24200|100.0|11.11|
24201|72.57|31.24|65.32
24202|71.58||50.38
24203|74.42|1.03|98.45
24204|57.28|20.0|71.81
24205|55.0|33.22|34.89
24206|50.64|36.11|51.64
24207|14.94|3.07|75.99
24209|40.41||61.81
24210|85.13|32.57|84.86
24211|65.76|24.05|50.92
24212|||93.69
24213|9.47|23.88|69.2
24214|98.6||50.0
24216|90.38||58.33
24217|85.51||50.0
24218|60.41|15.32|66.24
24220|80.18|27.43|17.08
24222|43.88||100.0
24224|100.0||
24225|27.86|23.05|54.91
24226|42.22|12.76|82.18
24228|39.85|14.29|24.39
24229|46.88|26.21|5.52
24232|62.55|7.5|99.85
24233|18.7|11.35|61.86
24236|88.51||67.0
24237|100.0||
24238|90.53|21.55|85.34
24243|23.23|14.38|97.02
24244|40.0|16.79|42.68
24245|100.0|46.13|91.36
24246|87.61|22.04|40.79
24247|92.87|26.99|19.55
24248||50.0|
24249|99.55||72.14
24250|100.0||
24251|31.1|20.06|61.7
24252|100.0||
24253|100.0||
24254||50.0|
24255|96.75||78.07
24257|||99.61
24259|99.11|13.47|56.44
24260|100.0||
24261|94.38|25.0|0.0
24262|100.0||
24263|50.0||55.7
24264|100.0||
24265|100.0||
24268|87.19|50.0|
24270|50.75|41.98|95.0
24271|72.07|42.03|29.03
24273|83.33|41.28|0.0
24274|100.0||50.0
24275||41.96|100.0
24276||33.33|
24277|79.62|10.02|25.71
24278||33.33|97.0
24279|100.0||47.92
24282|100.0|11.11|27.0
24283|||33.0
24284|64.71|13.75|88.91
24286||27.2|
24289|88.53|17.09|28.26
24290|100.0||58.5
24291|25.0|29.82|25.95
24292|100.0|10.53|
24293|100.0|20.0|7.0
24295|89.17|7.77|25.4
24296||16.16|99.66
24297|84.24|48.48|
24298|42.51|15.82|38.64
24299||49.55|94.0
24303|100.0|50.0|75.0
24304|||64.86
24305|||75.27
24306||22.86|80.0
24309|71.8|11.15|90.84
24312|||66.67
24313|66.31|5.46|56.48
24314||20.0|0.0
24315|||99.57
24316||33.33|25.0
24317|100.0||
24318||9.16|64.0
24319|84.81|2.66|100.0
24320|||96.41
24321|67.1|19.05|90.57
24322|30.94|25.41|78.59
24323|1.27|10.73|80.53
24324|36.57|19.49|99.93
24327|50.0|46.6|0.0
24328|50.0||94.06
24329|97.53||100.0
24331|25.0||100.0
24332|89.08||51.56
24333|100.0||
24334|41.5|12.5|43.61
24336|7.69|7.69|0.0
24337|86.64|15.12|75.75
24338|48.2|11.57|97.1
24339|54.17||87.0
24341|97.61||23.21
24342|50.38|8.68|99.45
24344|66.67||76.43
24348||10.26|
